"","cod_municipio_ibge","NO_MUNICIPIO_RESIDENCIA","UF","mean_grades_group_cities","fibra_optica","wifi","ethernet","lte","vsatelite","wimax","plc_eletrico","xdsl","cable_modem","fwa_5g_fixed","atm_backbone","dth_satelite","hfc_tv_cabo","fr_frame_relay","mmds","remuneracao_media","desvio_padrao"
"3583",3528007,"Macatuba","SP",532.053668478261,0,0,0,0,0,0,0,484,0,0,0,0,0,0,0,2704.09,5043.84
"3584",3528106,"Macaubal","SP",506.994936708861,0,0,0,0,0,0,0,362,0,0,19,0,0,0,0,2704.09,5043.84
"3585",3528205,"Macedônia","SP",536.576704545455,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2704.09,5043.84
"3586",3528304,"Magda","SP",518.862820512821,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,2704.09,5043.84
"3587",3528403,"Mairinque","SP",522.264743589744,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,2704.09,5043.84
"3588",3528502,"Mairiporã","SP",527.706191950464,0,0,0,0,0,0,0,6404,0,1,91,0,3,0,0,2704.09,5043.84
"3589",3528601,"Manduri","SP",532.021010638298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2704.09,5043.84
"3590",3528700,"Marabá Paulista","SP",481.26847826087,0,43,0,0,0,0,0,118,0,0,0,0,0,0,0,2704.09,5043.84
"3591",3528809,"Maracaí","SP",520.232142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2704.09,5043.84
"3592",3528858,"Marapoama","SP",511.659722222222,0,0,0,0,0,0,0,63,0,1,0,0,0,0,0,2704.09,5043.84
"3593",3528908,"Mariápolis","SP",527.315,0,7,0,0,0,0,0,0,0,0,9,0,0,0,0,2704.09,5043.84
"3594",3529005,"Marília","SP",534.423794257039,0,0,0,1402,0,0,0,0,0,0,435,0,41394,0,0,2704.09,5043.84
"3595",3529104,"Marinópolis","SP",520.816666666667,0,0,0,0,0,0,0,22,0,0,15,0,0,0,0,2704.09,5043.84
"3596",3529203,"Martinópolis","SP",512.738596491228,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,2704.09,5043.84
"3597",3529302,"Matão","SP",541.142325,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2704.09,5043.84
"3598",3529401,"Mauá","SP",516.823176404912,0,0,0,0,0,0,0,0,0,0,349,0,0,0,0,2704.09,5043.84
"3599",3529500,"Mendonça","SP",521.052884615385,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2704.09,5043.84
"3600",3529609,"Meridiano","SP",534.426442307692,0,0,2,0,0,0,0,0,0,1,8,0,0,0,0,2704.09,5043.84
"3601",3529658,"Mesópolis","SP",502.155263157895,0,1,0,0,0,0,0,53,0,0,0,0,0,0,0,2704.09,5043.84
"3602",3529708,"Miguelópolis","SP",493.035188356164,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,2704.09,5043.84
"3603",3529807,"Mineiros do Tietê","SP",535.757543103448,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,2704.09,5043.84
"3604",3529906,"Miracatu","SP",497.800497512438,0,0,0,0,0,0,0,1167,0,0,43,0,0,0,0,2704.09,5043.84
"3605",3530003,"Mira Estrela","SP",502.687096774194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2704.09,5043.84
"3606",3530102,"Mirandópolis","SP",517.600280112045,0,0,0,0,0,0,0,0,0,1,34,0,0,0,0,2704.09,5043.84
"3607",3530201,"Mirante do Paranapanema","SP",495.166061452514,0,0,0,0,0,0,0,853,0,0,45,0,0,0,0,2704.09,5043.84
"3608",3530300,"Mirassol","SP",543.496653543307,0,0,0,0,0,0,0,0,0,7,66,0,0,0,0,2704.09,5043.84
"3609",3530409,"Mirassolândia","SP",519.603846153846,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2704.09,5043.84
"3610",3530508,"Mococa","SP",538.342395104895,0,0,0,0,0,0,0,3320,0,5,87,0,0,0,0,2704.09,5043.84
"3611",3530607,"Mogi das Cruzes","SP",527.728375926206,0,0,0,1882,0,0,0,0,0,0,553,0,72737,0,0,2704.09,5043.84
"3612",3530706,"Mogi Guaçu","SP",545.945144017725,0,0,0,0,0,0,0,0,0,0,219,0,20794,0,0,2704.09,5043.84
"3613",3530805,"Mogi Mirim","SP",546.992905759162,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,2704.09,5043.84
"3614",3530904,"Mombuca","SP",505.241666666667,0,0,14,0,0,0,0,391,0,0,12,0,0,0,0,2704.09,5043.84
"3615",3531001,"Monções","SP",466.783333333333,0,0,0,0,1,0,0,66,0,0,9,0,0,0,0,2704.09,5043.84
"3616",3531100,"Mongaguá","SP",506.841506410256,0,0,0,0,0,0,0,4056,0,0,80,0,0,0,0,2704.09,5043.84
"3617",3531209,"Monte Alegre do Sul","SP",527.257386363636,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2704.09,5043.84
"3618",3531308,"Monte Alto","SP",539.702707006369,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,2704.09,5043.84
"3619",3531407,"Monte Aprazível","SP",517.865406976744,0,0,1,0,0,0,0,0,0,3,47,0,0,0,0,2704.09,5043.84
"3620",3531506,"Monte Azul Paulista","SP",531.325139664805,0,0,0,0,0,0,0,0,0,1,33,0,0,0,0,2704.09,5043.84
"3621",3531605,"Monte Castelo","SP",521.422222222222,238,0,0,0,0,0,0,80,0,0,13,0,0,0,0,2704.09,5043.84
"3622",3531704,"Monteiro Lobato","SP",529.278571428571,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,2704.09,5043.84
"3623",3531803,"Monte Mor","SP",511.489206762029,0,0,0,0,0,0,0,1188,0,0,0,0,2400,0,0,2704.09,5043.84
"3624",3531902,"Morro Agudo","SP",507.358597560976,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,2704.09,5043.84
"3625",3532009,"Morungaba","SP",519.785141509434,0,0,0,0,0,0,0,0,0,1,36,0,0,0,0,2704.09,5043.84
"3626",3532058,"Motuca","SP",528.645454545455,0,36,0,0,0,0,0,335,0,2,13,0,0,0,0,2704.09,5043.84
"3627",3532108,"Murutinga do Sul","SP",515.533482142857,0,0,0,0,0,0,0,112,0,0,11,0,0,0,0,2704.09,5043.84
"3628",3532157,"Nantes","SP",481.478645833333,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,2704.09,5043.84
"3629",3532207,"Narandiba","SP",482.051470588235,0,223,0,0,0,0,0,53,0,0,18,0,0,0,0,2704.09,5043.84
"3630",3532306,"Natividade da Serra","SP",489.817073170732,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2704.09,5043.84
"3631",3532405,"Nazaré Paulista","SP",498.301158940397,0,0,0,0,0,0,0,897,0,0,34,0,0,0,0,2704.09,5043.84
"3632",3532504,"Neves Paulista","SP",512.182042253521,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2704.09,5043.84
"3633",3532603,"Nhandeara","SP",524.404523809524,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,2704.09,5043.84
"3634",3532702,"Nipoã","SP",488.197916666667,0,0,0,0,0,0,0,79,0,1,16,0,0,0,0,2704.09,5043.84
"3635",3532801,"Nova Aliança","SP",534.46568627451,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2704.09,5043.84
"3636",3532827,"Nova Campina","SP",495.756578947368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2704.09,5043.84
"3637",3532843,"Nova Canaã Paulista","SP",455.45,0,0,0,0,3,0,0,18,0,0,0,0,0,0,0,2704.09,5043.84
"3638",3532868,"Nova Castilho","SP",483.945,0,34,0,0,0,0,0,16,0,0,4,0,0,0,0,2704.09,5043.84
"3639",3532900,"Nova Europa","SP",505.037631578947,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,2704.09,5043.84
"3640",3533007,"Nova Granada","SP",522.096408839779,0,0,0,0,0,0,0,0,0,2,35,0,0,0,0,2704.09,5043.84
"3641",3533106,"Nova Guataporanga","SP",534.596666666667,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2704.09,5043.84
"3642",3533205,"Nova Independência","SP",496.907558139535,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2704.09,5043.84
"3643",3533254,"Novais","SP",509.790625,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2704.09,5043.84
"3644",3533304,"Nova Luzitânia","SP",506.58125,0,0,0,0,1,0,0,148,0,0,14,0,0,0,0,2704.09,5043.84
"3645",3533403,"Nova Odessa","SP",536.636560509554,0,0,0,0,0,0,0,0,0,8,69,0,2907,0,0,2704.09,5043.84
"3646",3533502,"Novo Horizonte","SP",529.253189300412,0,2,0,0,0,0,0,0,0,1,77,0,0,0,0,2704.09,5043.84
"3647",3533601,"Nuporanga","SP",539.485,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2704.09,5043.84
"3648",3533700,"Ocauçu","SP",504.739285714286,0,0,0,0,0,0,0,286,0,0,13,0,0,0,0,2704.09,5043.84
"3649",3533809,"Óleo","SP",509.739393939394,0,278,0,0,3,0,0,143,0,0,7,0,0,0,0,2704.09,5043.84
"3650",3533908,"Olímpia","SP",536.101118067979,0,0,0,0,0,0,0,2726,0,2,92,0,0,0,0,2704.09,5043.84
"3651",3534005,"Onda Verde","SP",517.966489361702,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,2704.09,5043.84
"3652",3534104,"Oriente","SP",540.486153846154,0,0,0,0,0,0,0,346,0,0,8,0,0,0,0,2704.09,5043.84
"3653",3534203,"Orindiúva","SP",510.302611940299,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,2704.09,5043.84
"3654",3534302,"Orlândia","SP",527.610062611807,0,0,0,0,0,0,0,0,0,4,35,0,0,0,0,2704.09,5043.84
"3655",3534401,"Osasco","SP",522.300656167979,0,0,0,0,0,0,0,0,7126,0,945,0,106893,0,0,2704.09,5043.84
"3656",3534500,"Oscar Bressane","SP",514.390131578947,0,0,0,0,0,0,0,143,0,0,8,0,0,0,0,2704.09,5043.84
"3657",3534609,"Osvaldo Cruz","SP",533.914680232558,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,2704.09,5043.84
"3658",3534708,"Ourinhos","SP",530.431870532168,0,0,0,0,0,0,0,4494,0,11,160,0,0,0,0,2704.09,5043.84
"3659",3534757,"Ouroeste","SP",528.12323943662,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,2704.09,5043.84
"3660",3534807,"Ouro Verde","SP",512.4025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2704.09,5043.84
"3661",3534906,"Pacaembu","SP",540.077966101695,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2704.09,5043.84
"3662",3535002,"Palestina","SP",523.971136363636,963,0,0,0,0,0,0,0,0,0,23,0,0,0,0,2704.09,5043.84
"3663",3535101,"Palmares Paulista","SP",509.173943661972,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,2704.09,5043.84
"3664",3535200,"Palmeira d'Oeste","SP",511.282327586207,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,2704.09,5043.84
"3665",3535309,"Palmital","SP",518.338127413127,0,0,0,0,0,0,0,0,0,2,32,0,0,0,0,2704.09,5043.84
"3666",3535408,"Panorama","SP",502.23808411215,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2704.09,5043.84
"3667",3535507,"Paraguaçu Paulista","SP",519.34297752809,0,57,0,0,0,0,0,0,0,0,65,0,0,0,0,2704.09,5043.84
"3668",3535606,"Paraibuna","SP",503.959408602151,0,0,0,0,0,0,0,411,0,0,24,0,0,0,0,2704.09,5043.84
"3669",3535705,"Paraíso","SP",532.795930232558,0,0,0,0,5,0,0,132,0,1,9,0,0,0,0,2704.09,5043.84
"3670",3535804,"Paranapanema","SP",520.192400881057,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,2704.09,5043.84
"3671",3535903,"Paranapuã","SP",504.534433962264,21,38,0,0,0,0,0,0,0,0,9,0,0,0,0,2704.09,5043.84
"3672",3536000,"Parapuã","SP",532.535294117647,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2704.09,5043.84
"3673",3536109,"Pardinho","SP",519.357777777778,775,0,0,0,0,0,0,98,0,0,25,0,0,0,0,2704.09,5043.84
"3674",3536208,"Pariquera-Açu","SP",521.313991769547,0,0,0,0,0,0,0,1037,0,0,41,0,0,0,0,2704.09,5043.84
"3675",3536257,"Parisi","SP",516.926388888889,0,0,0,0,0,0,0,45,0,0,6,0,0,0,0,2704.09,5043.84
"3676",3536307,"Patrocínio Paulista","SP",523.507480314961,0,0,0,114,0,0,0,0,0,0,17,0,0,0,0,2704.09,5043.84
"3677",3536406,"Paulicéia","SP",495.652272727273,0,1,0,0,7,0,0,162,0,0,11,0,0,0,0,2704.09,5043.84
"3678",3536505,"Paulínia","SP",548.495364010989,0,0,0,0,0,0,0,0,0,0,218,0,8206,0,0,2704.09,5043.84
"3679",3536570,"Paulistânia","SP",513.019444444445,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2704.09,5043.84
"3680",3536604,"Paulo de Faria","SP",486.296710526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2704.09,5043.84
"3681",3536703,"Pederneiras","SP",532.213287815126,0,0,0,0,0,0,0,1881,0,7,67,0,0,0,0,2704.09,5043.84
"3682",3536802,"Pedra Bela","SP",521.194366197183,0,0,0,0,0,0,0,235,0,1,11,0,0,0,0,2704.09,5043.84
"3683",3536901,"Pedranópolis","SP",538.716666666667,48,0,0,0,15,0,0,49,0,0,7,0,0,0,0,2704.09,5043.84
"3684",3537008,"Pedregulho","SP",502.384848484848,0,0,0,0,0,0,0,320,0,0,41,0,0,0,0,2704.09,5043.84
"3685",3537107,"Pedreira","SP",523.615983606557,0,0,0,0,0,0,0,2596,0,0,47,0,0,0,0,2704.09,5043.84
"3686",3537156,"Pedrinhas Paulista","SP",524.516935483871,0,0,0,0,3,0,0,215,0,0,18,0,0,0,0,2704.09,5043.84
"3687",3537206,"Pedro de Toledo","SP",494.138541666667,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,2704.09,5043.84
"3688",3537305,"Penápolis","SP",541.306037151703,0,0,0,0,0,0,0,3231,0,8,90,0,0,0,0,2704.09,5043.84
"3689",3537404,"Pereira Barreto","SP",522.803434504792,0,0,0,0,0,0,0,1553,0,0,57,0,0,0,0,2704.09,5043.84
"3690",3537503,"Pereiras","SP",506.093333333333,0,0,0,0,0,0,0,303,0,0,0,0,0,0,0,2704.09,5043.84
"3691",3537602,"Peruíbe","SP",517.128505434783,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,2704.09,5043.84
"3692",3537701,"Piacatu","SP",512.175,0,388,0,0,0,0,0,98,0,0,13,0,0,0,0,2704.09,5043.84
"3693",3537800,"Piedade","SP",524.593099173554,0,0,0,0,0,0,0,3006,7,0,87,0,0,0,0,2704.09,5043.84
"3694",3537909,"Pilar do Sul","SP",524.358227848101,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,2704.09,5043.84
"3695",3538006,"Pindamonhangaba","SP",535.186972807991,0,0,0,0,0,0,0,4284,0,17,171,0,22714,1,0,2704.09,5043.84
"3696",3538105,"Pindorama","SP",534.118067226891,0,0,0,0,0,0,0,565,0,1,18,0,0,0,0,2704.09,5043.84
"3697",3538204,"Pinhalzinho","SP",513.140883977901,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,2704.09,5043.84
"3698",3538303,"Piquerobi","SP",513.927966101695,0,0,0,0,0,0,0,190,0,0,9,0,0,0,0,2704.09,5043.84
"3699",3538501,"Piquete","SP",520.064150943396,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,2704.09,5043.84
"3700",3538600,"Piracaia","SP",519.548384353742,0,0,0,0,0,0,0,1623,0,1,60,0,0,0,0,2704.09,5043.84
"3701",3538709,"Piracicaba","SP",551.134396979727,0,0,0,286,0,21,0,0,0,0,688,0,61844,0,0,2704.09,5043.84
"3702",3538808,"Piraju","SP",537.667058165548,0,931,0,0,0,0,0,0,0,3,67,0,0,0,0,2704.09,5043.84
"3703",3538907,"Pirajuí","SP",522.040456431535,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,2704.09,5043.84
"3704",3539004,"Pirangi","SP",531.951483050848,0,0,2,0,0,0,0,0,0,1,21,0,0,0,0,2704.09,5043.84
"3705",3539103,"Pirapora do Bom Jesus","SP",498.582435897436,0,0,0,0,0,0,0,1033,65,1,41,0,0,0,0,2704.09,5043.84
"3706",3539202,"Pirapozinho","SP",502.871518987342,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,2704.09,5043.84
"3707",3539301,"Pirassununga","SP",551.713506711409,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,2704.09,5043.84
"3708",3539400,"Piratininga","SP",539.970634920635,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,2704.09,5043.84
"3709",3539509,"Pitangueiras","SP",512.753598484848,0,0,0,0,0,0,0,3008,0,15,49,0,0,0,0,2704.09,5043.84
"3710",3539608,"Planalto","SP",502.528804347826,0,0,0,0,0,0,0,85,0,1,0,0,0,0,0,2704.09,5043.84
"3711",3539707,"Platina","SP",479.111956521739,0,0,0,0,0,0,0,101,0,0,12,0,0,0,0,2704.09,5043.84
"3712",3539806,"Poá","SP",514.57699829932,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,2704.09,5043.84
"3713",3539905,"Poloni","SP",504.480357142857,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,2704.09,5043.84
"3714",3540002,"Pompéia","SP",528.432414448669,0,0,0,0,0,0,0,1043,0,1,43,0,0,0,0,2704.09,5043.84
"3715",3540101,"Pongaí","SP",509.218181818182,0,0,5,0,0,0,0,0,0,0,12,0,0,0,0,2704.09,5043.84
"3716",3540200,"Pontal","SP",500.921604414261,0,0,0,0,0,0,0,2509,0,0,47,0,0,0,0,2704.09,5043.84
"3717",3540259,"Pontalinda","SP",503.320967741935,0,46,0,0,0,0,0,43,0,0,0,0,0,0,0,2704.09,5043.84
"3718",3540309,"Pontes Gestal","SP",509.61875,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,2704.09,5043.84
"3719",3540408,"Populina","SP",516.476351351351,52,0,0,0,0,0,0,145,0,0,14,0,0,0,0,2704.09,5043.84
"3720",3540507,"Porangaba","SP",525.140254237288,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,2704.09,5043.84
"3721",3540606,"Porto Feliz","SP",521.042692307692,0,0,0,0,0,0,0,2250,23,22,89,0,5475,0,0,2704.09,5043.84
"3722",3540705,"Porto Ferreira","SP",543.110481239804,0,0,0,0,0,0,0,3367,0,0,72,0,0,0,0,2704.09,5043.84
"3723",3540754,"Potim","SP",519.27560483871,0,0,0,0,0,0,0,0,0,0,21,0,1038,0,0,2704.09,5043.84
"3724",3540804,"Potirendaba","SP",534.067514124294,0,3,0,0,0,0,0,0,0,1,29,0,0,0,0,2704.09,5043.84
"3725",3540853,"Pracinha","SP",463.645833333333,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,2704.09,5043.84
"3726",3540903,"Pradópolis","SP",523.809951456311,0,0,0,0,0,0,0,1587,0,0,0,0,0,0,0,2704.09,5043.84
"3727",3541000,"Praia Grande","SP",518.682716836735,0,0,0,2042,0,0,0,0,0,11,379,0,41731,0,0,2704.09,5043.84
"3728",3541059,"Pratânia","SP",500.952272727273,0,0,8,0,0,0,0,180,0,0,14,0,0,0,0,2704.09,5043.84
"3729",3541109,"Presidente Alves","SP",495.8,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,2704.09,5043.84
"3730",3541208,"Presidente Bernardes","SP",510.325421940928,0,0,0,0,0,0,0,0,0,1,26,0,0,0,0,2704.09,5043.84
"3731",3541307,"Presidente Epitácio","SP",506.964748201439,0,0,0,0,0,0,0,1792,0,1,57,0,0,0,0,2704.09,5043.84
"3732",3541406,"Presidente Prudente","SP",523.619822857143,0,0,0,280,0,1,0,0,2871,14,471,0,9424,0,0,2704.09,5043.84
"3733",3541505,"Presidente Venceslau","SP",512.331344410876,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,2704.09,5043.84
"3734",3541604,"Promissão","SP",513.955410022779,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2704.09,5043.84
"3735",3541653,"Quadra","SP",524.2,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,2704.09,5043.84
"3736",3541703,"Quatá","SP",506.369289340102,0,0,0,0,0,0,0,893,0,1,43,0,0,0,0,2704.09,5043.84
"3737",3541802,"Queiroz","SP",486.291071428571,0,0,0,0,0,0,0,62,0,0,8,0,0,0,0,2704.09,5043.84
"3738",3541901,"Queluz","SP",531.270098039216,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,2704.09,5043.84
"3739",3542008,"Quintana","SP",531.047033898305,0,0,0,0,0,0,0,356,0,0,0,0,0,0,0,2704.09,5043.84
"3740",3542107,"Rafard","SP",529.59119047619,0,0,0,0,0,0,0,535,0,3,33,0,924,0,0,2704.09,5043.84
"3741",3542206,"Rancharia","SP",508.01013864818,0,0,0,0,0,0,0,1974,0,0,46,0,0,0,0,2704.09,5043.84
"3742",3542305,"Redenção da Serra","SP",493.38625,0,0,0,0,0,0,0,204,0,0,7,0,0,0,0,2704.09,5043.84
"3743",3542404,"Regente Feijó","SP",511.123349056604,0,0,0,0,0,0,0,0,0,5,39,0,2,0,0,2704.09,5043.84
"3744",3542503,"Reginópolis","SP",527.532661290323,0,0,0,0,0,0,0,170,0,0,17,0,0,0,0,2704.09,5043.84
"3745",3542602,"Registro","SP",527.997335423197,0,0,0,0,0,0,0,0,0,5,117,0,0,0,0,2704.09,5043.84
"3746",3542701,"Restinga","SP",510.731060606061,0,0,0,48,17,0,0,0,0,0,11,0,0,0,0,2704.09,5043.84
"3747",3542800,"Ribeira","SP",487.634302325581,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,2704.09,5043.84
"3748",3542909,"Ribeirão Bonito","SP",516.141917293233,0,0,0,0,33,0,0,0,0,0,21,0,0,0,0,2704.09,5043.84
"3749",3543006,"Ribeirão Branco","SP",495.845207253886,3,93,0,0,0,0,0,0,0,0,22,0,0,0,0,2704.09,5043.84
"3750",3543105,"Ribeirão Corrente","SP",514.01625,0,294,0,0,0,0,0,0,0,100,10,0,0,0,0,2704.09,5043.84
"3751",3543204,"Ribeirão do Sul","SP",505.625462962963,0,0,0,0,0,0,0,96,0,0,9,0,0,0,0,2704.09,5043.84
"3752",3543238,"Ribeirão dos Índios","SP",479.684090909091,0,0,0,0,3,0,0,28,0,0,6,0,0,0,0,2704.09,5043.84
"3753",3543253,"Ribeirão Grande","SP",508.203353658537,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2704.09,5043.84
"3754",3543303,"Ribeirão Pires","SP",524.332206632653,0,0,0,0,0,0,0,0,0,2,192,0,0,0,0,2704.09,5043.84
"3755",3543402,"Ribeirão Preto","SP",549.00389453314,0,0,0,0,0,0,0,0,0,0,0,0,112624,0,0,2704.09,5043.84
"3756",3543501,"Riversul","SP",493.310810810811,0,20,0,0,0,0,0,0,0,0,13,0,0,0,0,2704.09,5043.84
"3757",3543600,"Rifaina","SP",492.588333333333,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,2704.09,5043.84
"3758",3543709,"Rincão","SP",515.710256410256,0,0,0,0,20,0,0,967,0,0,15,0,0,0,0,2704.09,5043.84
"3759",3543808,"Rinópolis","SP",515.695,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,2704.09,5043.84
"3760",3543907,"Rio Claro","SP",547.123268261965,0,0,0,0,0,0,0,6169,0,90,326,1060,22607,0,0,2704.09,5043.84
"3761",3544004,"Rio das Pedras","SP",529.911991869919,0,0,0,0,5,0,0,2491,0,8,48,0,0,0,0,2704.09,5043.84
"3762",3544103,"Rio Grande da Serra","SP",506.13041958042,0,0,0,0,0,0,0,3905,0,0,58,0,1,1,0,2704.09,5043.84
"3763",3544202,"Riolândia","SP",488.31722972973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2704.09,5043.84
"3764",3544251,"Rosana","SP",500.216887417219,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,2704.09,5043.84
"3765",3544301,"Roseira","SP",526.804166666667,0,0,0,0,22,0,0,781,0,0,29,0,0,1,0,2704.09,5043.84
"3766",3544400,"Rubiácea","SP",530.159722222222,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2704.09,5043.84
"3767",3544509,"Rubinéia","SP",533.145967741935,0,0,0,0,2,0,0,124,0,0,13,0,0,0,0,2704.09,5043.84
"3768",3544608,"Sabino","SP",498.192857142857,0,0,0,0,0,0,0,0,0,0,11,0,0,0,29,2704.09,5043.84
"3769",3544707,"Sagres","SP",514.934090909091,19,0,0,0,0,0,0,89,0,0,9,0,0,0,0,2704.09,5043.84
"3770",3544806,"Sales","SP",498.097674418605,0,0,0,0,0,0,0,127,0,0,13,0,0,0,0,2704.09,5043.84
"3771",3544905,"Sales Oliveira","SP",533.017716535433,0,7,0,0,0,0,0,0,0,1,8,0,0,0,0,2704.09,5043.84
"3772",3545001,"Salesópolis","SP",513.287414383562,0,0,0,0,0,0,0,1079,0,1,51,0,2,0,0,2704.09,5043.84
"3773",3545100,"Salmourão","SP",485.232954545455,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,2704.09,5043.84
"3774",3545159,"Saltinho","SP",531.347355769231,0,0,0,0,8,0,0,844,0,1,5,0,0,0,0,2704.09,5043.84
"3775",3545209,"Salto","SP",530.907360692771,0,0,0,0,0,0,0,0,0,0,151,0,14667,0,0,2704.09,5043.84
"3776",3545308,"Salto de Pirapora","SP",511.075,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,2704.09,5043.84
"3777",3545407,"Salto Grande","SP",519.427941176471,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2704.09,5043.84
"3778",3545506,"Sandovalina","SP",484.458841463415,0,262,0,0,0,0,0,185,0,0,11,0,0,0,0,2704.09,5043.84
"3779",3545605,"Santa Adélia","SP",522.475769230769,0,0,0,0,0,0,0,638,0,1,20,0,0,0,0,2704.09,5043.84
"3780",3545704,"Santa Albertina","SP",521.274375,0,0,0,0,0,0,0,170,0,1,10,0,0,0,0,2704.09,5043.84
"3781",3545803,"Santa Bárbara d'Oeste","SP",540.568322007318,0,0,0,0,0,0,0,0,0,20,189,0,30156,0,0,2704.09,5043.84
"3782",3546009,"Santa Branca","SP",523.482516339869,0,0,0,0,0,0,0,0,0,0,31,0,2,0,0,2704.09,5043.84
"3783",3546108,"Santa Clara d'Oeste","SP",497.957142857143,0,1,0,0,0,0,0,0,0,0,16,0,0,0,0,2704.09,5043.84
"3784",3546207,"Santa Cruz da Conceição","SP",529.384756097561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2704.09,5043.84
"3785",3546256,"Santa Cruz da Esperança","SP",487.3525,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2704.09,5043.84
"3786",3546306,"Santa Cruz das Palmeiras","SP",535.654696132597,0,0,0,0,10,0,0,1882,0,2,46,0,0,0,0,2704.09,5043.84
"3787",3546405,"Santa Cruz do Rio Pardo","SP",539.795323741007,0,0,0,0,0,0,0,2424,4445,26,84,0,0,0,0,2704.09,5043.84
"3788",3546504,"Santa Ernestina","SP",502.093359375,0,133,0,0,5,0,0,0,0,0,9,0,0,0,0,2704.09,5043.84
"3789",3546603,"Santa Fé do Sul","SP",542.825429553265,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,2704.09,5043.84
"3790",3546702,"Santa Gertrudes","SP",530.615957446808,0,0,0,0,21,0,0,0,0,11,26,0,0,0,0,2704.09,5043.84
