"","cod_municipio_ibge","NO_MUNICIPIO_RESIDENCIA","UF","mean_grades_group_cities","fibra_optica","wifi","ethernet","lte","vsatelite","wimax","plc_eletrico","xdsl","cable_modem","fwa_5g_fixed","atm_backbone","dth_satelite","hfc_tv_cabo","fr_frame_relay","mmds","remuneracao_media","desvio_padrao"
"651",2111953,"Sucupira do Riachão","MA",466.689252336449,1,0,0,0,1,0,0,18,0,0,0,0,0,0,0,1185.82,1577.32
"652",2112001,"Tasso Fragoso","MA",451.764388489209,0,127,25,0,0,0,0,0,0,2,0,0,0,0,0,1185.82,1577.32
"653",2112100,"Timbiras","MA",455.919033613445,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,1185.82,1577.32
"654",2112209,"Timon","MA",482.151566579634,0,0,0,440,0,0,0,84,0,0,1,0,0,0,0,1185.82,1577.32
"655",2112233,"Trizidela do Vale","MA",484.630130057803,0,0,0,0,0,0,0,46,0,5,0,0,0,0,0,1185.82,1577.32
"656",2112274,"Tufilândia","MA",468.073387096774,49,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1185.82,1577.32
"657",2112308,"Tuntum","MA",474.804428571429,23,0,2,0,0,0,0,93,0,2,0,0,0,1,0,1185.82,1577.32
"658",2112407,"Turiaçu","MA",448.317582417582,0,0,1,0,0,0,0,39,0,0,0,0,0,0,0,1185.82,1577.32
"659",2112456,"Turilândia","MA",455.683207070707,0,0,2,0,15,0,0,2,0,0,0,0,0,0,0,1185.82,1577.32
"660",2112506,"Tutóia","MA",467.462001811594,0,0,2,0,0,59,0,528,0,1,0,0,0,0,0,1185.82,1577.32
"661",2112605,"Urbano Santos","MA",456.070936794582,0,0,0,0,0,30,0,35,0,12,0,0,0,0,0,1185.82,1577.32
"662",2112704,"Vargem Grande","MA",452.977159926471,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1185.82,1577.32
"663",2112803,"Viana","MA",465.65464333782,0,0,2,0,0,0,0,382,0,0,0,0,0,0,0,1185.82,1577.32
"664",2112852,"Vila Nova dos Martírios","MA",460.776829268293,0,0,0,0,0,0,0,14,0,3,0,0,0,0,0,1185.82,1577.32
"665",2112902,"Vitória do Mearim","MA",461.958213256484,0,0,2,0,0,0,0,205,0,0,0,0,0,1,0,1185.82,1577.32
"666",2113009,"Vitorino Freire","MA",471.08976910828,0,0,0,0,0,0,0,214,0,2,0,0,0,0,0,1185.82,1577.32
"667",2114007,"Zé Doca","MA",464.475551470588,0,185,3,0,0,0,0,0,0,0,0,0,0,1,0,1185.82,1577.32
"668",2200053,"Acauã","PI",493.265263157895,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,1365.61,2146.47
"669",2200103,"Agricolândia","PI",485.726153846154,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,1365.61,2146.47
"670",2200202,"Água Branca","PI",480.043027888446,0,0,0,0,0,0,0,84,0,2,0,0,0,0,0,1365.61,2146.47
"671",2200251,"Alagoinha do Piauí","PI",468.3545,1,5,0,0,0,0,0,13,0,0,0,0,0,0,0,1365.61,2146.47
"672",2200277,"Alegrete do Piauí","PI",462.927976190476,12,2,0,0,0,0,0,101,0,0,0,0,0,0,0,1365.61,2146.47
"673",2200301,"Alto Longá","PI",467.277558139535,18,0,1,0,0,0,0,56,0,1,0,0,0,0,0,1365.61,2146.47
"674",2200400,"Altos","PI",476.119340425532,0,0,2,0,0,0,0,532,0,0,0,0,0,0,0,1365.61,2146.47
"675",2200459,"Alvorada do Gurguéia","PI",453.079166666667,7,67,0,0,0,0,0,33,0,1,0,0,0,0,0,1365.61,2146.47
"676",2200509,"Amarante","PI",460.483727810651,0,0,2,0,0,0,0,123,0,7,0,0,0,0,0,1365.61,2146.47
"677",2200608,"Angical do Piauí","PI",465.704694835681,0,0,0,0,0,0,0,28,0,1,0,0,0,0,0,1365.61,2146.47
"678",2200707,"Anísio de Abreu","PI",474.290301724138,0,0,0,0,0,0,0,34,0,3,0,0,0,0,0,1365.61,2146.47
"679",2200806,"Antônio Almeida","PI",463.769711538462,12,0,0,0,2,0,0,41,0,3,0,0,0,0,0,1365.61,2146.47
"680",2200905,"Aroazes","PI",452.3359375,12,0,0,0,0,0,0,35,0,6,0,0,0,0,0,1365.61,2146.47
"681",2200954,"Aroeiras do Itaim","PI",454.36511627907,3,0,0,0,4,0,0,5,0,2,0,0,0,0,0,1365.61,2146.47
"682",2201002,"Arraial","PI",463.373228346457,0,0,0,0,4,0,0,37,0,1,0,0,0,0,0,1365.61,2146.47
"683",2201051,"Assunção do Piauí","PI",452.314655172414,0,0,1,0,0,0,0,16,0,5,0,0,0,0,0,1365.61,2146.47
"684",2201101,"Avelino Lopes","PI",456.613888888889,14,0,0,0,12,0,0,48,0,1,0,0,0,0,0,1365.61,2146.47
"685",2201150,"Baixa Grande do Ribeiro","PI",445.209516129032,0,0,0,0,0,0,0,59,0,4,0,0,0,0,0,1365.61,2146.47
"686",2201176,"Barra D'Alcântara","PI",464.971578947368,0,0,0,0,0,0,0,339,0,1,0,0,0,0,0,1365.61,2146.47
"687",2201200,"Barras","PI",467.852538461538,0,204,82,0,0,0,0,210,0,0,0,0,0,0,0,1365.61,2146.47
"688",2201309,"Barreiras do Piauí","PI",441.792405063291,2,10,0,0,0,0,0,44,0,1,0,0,0,0,0,1365.61,2146.47
"689",2201408,"Barro Duro","PI",466.218392857143,14,2,1,0,0,0,0,29,0,0,0,0,0,0,0,1365.61,2146.47
"690",2201507,"Batalha","PI",466.631893382353,0,0,0,0,0,0,0,295,0,0,0,0,0,0,0,1365.61,2146.47
"691",2201556,"Bela Vista do Piauí","PI",456.744135802469,6,0,0,0,0,0,0,28,0,2,0,0,0,0,0,1365.61,2146.47
"692",2201572,"Belém do Piauí","PI",483.550367647059,4,0,0,0,0,0,0,7,0,1,0,0,0,0,0,1365.61,2146.47
"693",2201606,"Beneditinos","PI",468.371629213483,0,0,0,0,0,0,0,47,0,1,0,0,0,0,0,1365.61,2146.47
"694",2201705,"Bertolínia","PI",462.132427536232,9,0,0,0,0,0,0,72,0,3,0,0,0,0,0,1365.61,2146.47
"695",2201739,"Betânia do Piauí","PI",465.381402439024,5,0,0,0,0,0,0,13,0,2,0,0,0,0,0,1365.61,2146.47
"696",2201770,"Boa Hora","PI",459.752626459144,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1365.61,2146.47
"697",2201804,"Bocaina","PI",485.075840336134,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1365.61,2146.47
"698",2201903,"Bom Jesus","PI",464.466089650146,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,1365.61,2146.47
"699",2201919,"Bom Princípio do Piauí","PI",457.053935185185,24,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1365.61,2146.47
"700",2201929,"Bonfim do Piauí","PI",460.676875,2,0,86,0,0,0,0,16,0,1,0,0,0,0,0,1365.61,2146.47
"701",2201945,"Boqueirão do Piauí","PI",458.356803797468,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1365.61,2146.47
"702",2201960,"Brasileira","PI",471.996496815287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1365.61,2146.47
"703",2201988,"Brejo do Piauí","PI",445.621875,1,0,0,0,0,0,0,8,0,1,0,0,0,0,0,1365.61,2146.47
"704",2202000,"Buriti dos Lopes","PI",463.660836501901,0,0,3,0,0,0,0,241,0,0,0,0,0,0,0,1365.61,2146.47
"705",2202026,"Buriti dos Montes","PI",486.120867768595,5,0,0,0,0,0,0,16,0,1,0,0,0,0,0,1365.61,2146.47
"706",2202059,"Cabeceiras do Piauí","PI",458.260123966942,4,0,0,0,0,0,0,22,0,84,0,0,0,0,0,1365.61,2146.47
"707",2202075,"Cajazeiras do Piauí","PI",450.458430232558,5,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1365.61,2146.47
"708",2202083,"Cajueiro da Praia","PI",455.724311926605,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,1365.61,2146.47
"709",2202091,"Caldeirão Grande do Piauí","PI",481.421153846154,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1365.61,2146.47
"710",2202109,"Campinas do Piauí","PI",454.261742424242,7,0,0,0,0,0,0,22,0,2,0,0,0,0,0,1365.61,2146.47
"711",2202117,"Campo Alegre do Fidalgo","PI",455.215865384615,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,1365.61,2146.47
"712",2202133,"Campo Grande do Piauí","PI",473.237337662338,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1365.61,2146.47
"713",2202174,"Campo Largo do Piauí","PI",445.420569620253,3,60,0,0,0,0,0,5,0,1,0,0,0,0,0,1365.61,2146.47
"714",2202208,"Campo Maior","PI",482.246360508205,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1365.61,2146.47
"715",2202251,"Canavieira","PI",445.56935483871,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,1365.61,2146.47
"716",2202307,"Canto do Buriti","PI",471.427384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1365.61,2146.47
"717",2202406,"Capitão de Campos","PI",468.792549371634,0,0,101,0,0,0,0,37,0,0,0,0,0,0,0,1365.61,2146.47
"718",2202455,"Capitão Gervásio Oliveira","PI",466.278260869565,0,0,0,0,3,0,0,7,0,3,0,0,0,0,0,1365.61,2146.47
"719",2202505,"Caracol","PI",461.145990566038,0,0,1,0,0,0,0,44,0,4,0,0,0,0,0,1365.61,2146.47
"720",2202539,"Caraúbas do Piauí","PI",468.737301587302,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,1365.61,2146.47
"721",2202554,"Caridade do Piauí","PI",466.95,0,0,109,0,0,0,0,14,0,3,0,0,0,0,0,1365.61,2146.47
"722",2202604,"Castelo do Piauí","PI",485.76843575419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1365.61,2146.47
"723",2202653,"Caxingó","PI",458.940756302521,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1365.61,2146.47
"724",2202703,"Cocal","PI",486.053519061584,0,0,0,0,0,0,0,109,0,4,0,0,0,0,0,1365.61,2146.47
"725",2202711,"Cocal de Telha","PI",477.7385,5,0,0,0,0,0,0,42,0,0,0,0,0,0,0,1365.61,2146.47
"726",2202729,"Cocal dos Alves","PI",531.337209302326,1,0,0,0,4,0,0,7,0,0,0,0,0,0,0,1365.61,2146.47
"727",2202737,"Coivaras","PI",451.836290322581,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1365.61,2146.47
"728",2202752,"Colônia do Gurguéia","PI",463.064393939394,0,0,0,0,0,0,0,111,0,1,0,0,0,0,0,1365.61,2146.47
"729",2202778,"Colônia do Piauí","PI",451.150471698113,0,0,0,0,0,0,0,24,0,3,0,0,0,0,0,1365.61,2146.47
"730",2202802,"Conceição do Canindé","PI",446.914870689655,0,0,73,0,0,0,0,30,0,2,0,0,0,0,0,1365.61,2146.47
"731",2202851,"Coronel José Dias","PI",456.012857142857,3,99,90,0,0,0,0,0,0,2,0,0,0,0,0,1365.61,2146.47
"732",2202901,"Corrente","PI",452.706480738363,0,0,570,0,0,0,0,0,0,0,0,0,0,0,0,1365.61,2146.47
"733",2203008,"Cristalândia do Piauí","PI",453.8078,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,1365.61,2146.47
"734",2203107,"Cristino Castro","PI",465.373582474227,0,0,0,0,0,0,0,246,0,2,0,0,0,0,0,1365.61,2146.47
"735",2203206,"Curimatá","PI",467.823085585586,29,0,0,0,18,0,0,82,0,2,0,0,0,0,0,1365.61,2146.47
"736",2203230,"Currais","PI",453.620982142857,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1365.61,2146.47
"737",2203255,"Curralinhos","PI",450.860714285714,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1365.61,2146.47
"738",2203271,"Curral Novo do Piauí","PI",471.4875,0,0,65,0,0,0,0,17,0,1,0,0,0,0,0,1365.61,2146.47
"739",2203305,"Demerval Lobão","PI",474.397003154574,0,0,0,0,0,0,0,109,0,4,0,0,0,0,0,1365.61,2146.47
"740",2203354,"Dirceu Arcoverde","PI",460.076388888889,9,0,130,0,0,0,0,33,0,79,0,0,0,0,0,1365.61,2146.47
"741",2203404,"Dom Expedito Lopes","PI",482.655964467005,0,0,324,0,0,0,0,28,0,3,0,0,0,0,0,1365.61,2146.47
"742",2203420,"Domingos Mourão","PI",473.230747126437,4,0,0,0,0,0,0,10,0,3,0,0,0,0,0,1365.61,2146.47
"743",2203453,"Dom Inocêncio","PI",443.92578125,0,0,460,0,0,0,0,16,0,0,0,0,0,0,0,1365.61,2146.47
"744",2203503,"Elesbão Veloso","PI",461.089717741935,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,1365.61,2146.47
"745",2203602,"Eliseu Martins","PI",455.07454954955,196,0,0,0,5,0,0,47,0,5,0,0,0,0,0,1365.61,2146.47
"746",2203701,"Esperantina","PI",471.064691091954,0,125,2,0,0,0,0,128,0,1,0,0,0,0,0,1365.61,2146.47
"747",2203750,"Fartura do Piauí","PI",462.6555,2,0,62,0,2,0,0,8,0,8,0,0,0,0,0,1365.61,2146.47
"748",2203800,"Flores do Piauí","PI",458.5005,2,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1365.61,2146.47
"749",2203859,"Floresta do Piauí","PI",463.787301587302,0,45,156,0,0,0,0,9,0,1,0,0,0,0,0,1365.61,2146.47
"750",2203909,"Floriano","PI",481.05245025245,0,0,0,0,0,0,0,1546,0,6,0,0,0,0,0,1365.61,2146.47
"751",2204006,"Francinópolis","PI",453.55871559633,0,0,0,0,0,0,0,31,0,9,0,0,0,0,0,1365.61,2146.47
"752",2204105,"Francisco Ayres","PI",453.5372,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,1365.61,2146.47
"753",2204154,"Francisco Macedo","PI",452.9025,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1365.61,2146.47
"754",2204204,"Francisco Santos","PI",495.434217171717,270,0,0,0,0,0,0,34,0,5,0,0,0,0,0,1365.61,2146.47
"755",2204303,"Fronteiras","PI",485.484642857143,0,0,1,0,0,0,0,44,0,0,0,0,0,0,0,1365.61,2146.47
"756",2204352,"Geminiano","PI",465.163461538462,0,0,31,0,0,0,0,10,0,0,0,0,0,0,0,1365.61,2146.47
"757",2204402,"Gilbués","PI",464.082575757576,13,20,0,0,0,0,0,80,0,0,0,0,0,0,0,1365.61,2146.47
"758",2204501,"Guadalupe","PI",467.987569060773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1365.61,2146.47
"759",2204550,"Guaribas","PI",447.039864864865,1,0,0,0,0,0,0,28,0,1,0,0,0,0,0,1365.61,2146.47
"760",2204600,"Hugo Napoleão","PI",451.196036585366,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,1365.61,2146.47
"761",2204659,"Ilha Grande","PI",468.057746478873,0,0,2,0,6,0,0,87,0,0,0,0,0,0,0,1365.61,2146.47
"762",2204709,"Inhuma","PI",475.249068767908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1365.61,2146.47
"763",2204808,"Ipiranga do Piauí","PI",477.791957364341,0,0,159,0,0,0,0,52,0,0,0,0,0,0,0,1365.61,2146.47
"764",2204907,"Isaías Coelho","PI",459.313607594937,3,0,0,0,0,0,0,31,0,2,0,0,0,0,0,1365.61,2146.47
"765",2205003,"Itainópolis","PI",463.308064516129,81,0,0,0,0,0,0,46,0,4,0,0,0,0,0,1365.61,2146.47
"766",2205102,"Itaueira","PI",464.609699453552,0,0,0,0,0,0,0,40,0,2,0,0,0,0,0,1365.61,2146.47
"767",2205151,"Jacobina do Piauí","PI",445.885839160839,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,1365.61,2146.47
"768",2205201,"Jaicós","PI",471.624659863946,0,0,0,0,0,0,0,88,0,17,0,0,0,0,0,1365.61,2146.47
"769",2205250,"Jardim do Mulato","PI",466.742548076923,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,1365.61,2146.47
"770",2205276,"Jatobá do Piauí","PI",459.0278,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1365.61,2146.47
"771",2205300,"Jerumenha","PI",450.930630630631,0,0,0,0,0,0,0,38,0,2,0,0,0,0,0,1365.61,2146.47
"772",2205359,"João Costa","PI",440.926785714286,2,0,0,0,0,0,0,23,0,1,0,0,0,0,0,1365.61,2146.47
"773",2205409,"Joaquim Pires","PI",468.304908675799,0,0,1,0,0,0,0,52,0,2,0,0,0,0,0,1365.61,2146.47
"774",2205458,"Joca Marques","PI",465.972794117647,4,0,0,0,0,0,0,18,0,1,0,0,0,0,0,1365.61,2146.47
"775",2205508,"José de Freitas","PI",470.794253554502,0,0,2,0,0,0,0,216,0,0,0,0,0,0,0,1365.61,2146.47
"776",2205516,"Juazeiro do Piauí","PI",467.875393700787,4,0,0,0,0,0,0,12,0,2,0,0,0,0,0,1365.61,2146.47
"777",2205524,"Júlio Borges","PI",461.313214285714,4,0,0,0,0,0,0,32,0,3,0,0,0,0,0,1365.61,2146.47
"778",2205532,"Jurema","PI",465.222569444444,2,0,0,0,3,0,0,8,0,2,0,0,0,0,0,1365.61,2146.47
"779",2205540,"Lagoinha do Piauí","PI",465.109051724138,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1365.61,2146.47
"780",2205557,"Lagoa Alegre","PI",479.126041666667,0,0,0,0,0,0,0,26,0,1,0,0,0,0,0,1365.61,2146.47
"781",2205565,"Lagoa do Barro do Piauí","PI",451.638461538462,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1365.61,2146.47
"782",2205573,"Lagoa de São Francisco","PI",476.210601265823,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,1365.61,2146.47
"783",2205581,"Lagoa do Piauí","PI",466.510759493671,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1365.61,2146.47
"784",2205599,"Lagoa do Sítio","PI",448.285169491525,0,31,0,0,0,0,0,115,0,0,0,0,0,0,0,1365.61,2146.47
"785",2205607,"Landri Sales","PI",473.119718309859,7,1,0,0,0,0,0,77,0,0,0,0,0,0,0,1365.61,2146.47
"786",2205706,"Luís Correia","PI",477.916463414634,0,0,0,0,0,0,0,354,0,0,0,0,0,0,102,1365.61,2146.47
"787",2205805,"Luzilândia","PI",466.185325047801,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,1365.61,2146.47
"788",2205854,"Madeiro","PI",443.028543307087,1,1,0,0,0,0,0,30,0,0,0,0,0,0,0,1365.61,2146.47
"789",2205904,"Manoel Emídio","PI",455.528521126761,7,0,1,0,0,0,0,38,0,3,0,0,0,0,0,1365.61,2146.47
"790",2205953,"Marcolândia","PI",472.667961165049,0,37,2,0,0,0,0,57,0,0,0,0,0,0,0,1365.61,2146.47
"791",2206001,"Marcos Parente","PI",469.976785714286,20,0,0,0,0,0,0,66,0,5,0,0,0,0,0,1365.61,2146.47
"792",2206050,"Massapê do Piauí","PI",474.056182795699,0,84,60,0,0,0,0,7,0,0,0,0,0,0,0,1365.61,2146.47
"793",2206100,"Matias Olímpio","PI",453.945930232558,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1365.61,2146.47
"794",2206209,"Miguel Alves","PI",461.464073426573,0,0,1,0,0,0,0,41,0,12,0,0,0,0,0,1365.61,2146.47
"795",2206308,"Miguel Leão","PI",440.419642857143,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1365.61,2146.47
"796",2206357,"Milton Brandão","PI",473.135526315789,4,0,0,0,0,0,0,19,0,1,0,0,0,0,0,1365.61,2146.47
"797",2206407,"Monsenhor Gil","PI",465.154484304933,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1365.61,2146.47
"798",2206506,"Monsenhor Hipólito","PI",488.32960251046,0,0,0,0,3,0,0,24,0,2,0,0,0,0,0,1365.61,2146.47
"799",2206605,"Monte Alegre do Piauí","PI",439.713684210526,0,9,6,0,0,0,0,69,0,1,0,0,0,0,0,1365.61,2146.47
"800",2206654,"Morro Cabeça no Tempo","PI",440.068292682927,4,0,0,0,0,0,0,7,0,2,0,0,0,0,0,1365.61,2146.47
"801",2206670,"Morro do Chapéu do Piauí","PI",456.861298076923,74,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1365.61,2146.47
"802",2206696,"Murici dos Portelas","PI",451.88125,2,0,0,0,0,0,0,22,0,0,0,0,0,0,0,1365.61,2146.47
"803",2206704,"Nazaré do Piauí","PI",454.626802884615,0,0,1,0,0,0,0,27,0,1,0,0,0,0,0,1365.61,2146.47
"804",2206720,"Nazária","PI",468.486494252874,7,0,0,0,0,0,0,20,0,3,0,0,0,0,0,1365.61,2146.47
"805",2206753,"Nossa Senhora de Nazaré","PI",460.54710982659,1,0,0,0,5,0,0,5,0,0,0,0,0,0,0,1365.61,2146.47
"806",2206803,"Nossa Senhora dos Remédios","PI",443.176424870466,7,60,0,0,0,0,0,29,0,2,0,0,0,0,0,1365.61,2146.47
"807",2206902,"Novo Oriente do Piauí","PI",456.707352941176,0,0,0,0,0,0,0,33,0,3,0,0,0,0,0,1365.61,2146.47
"808",2206951,"Novo Santo Antônio","PI",471.87358490566,3,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1365.61,2146.47
"809",2207009,"Oeiras","PI",475.839383116883,0,17,3,0,0,0,0,529,0,3,0,0,0,0,0,1365.61,2146.47
"810",2207108,"Olho D'Água do Piauí","PI",456.011734693878,7,0,1,0,0,0,0,17,0,0,0,0,0,0,0,1365.61,2146.47
"811",2207207,"Padre Marcos","PI",468.15,15,0,1,0,0,0,0,27,0,6,0,0,0,0,0,1365.61,2146.47
"812",2207306,"Paes Landim","PI",464.270149253731,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,1365.61,2146.47
"813",2207355,"Pajeú do Piauí","PI",463.165988372093,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1365.61,2146.47
"814",2207405,"Palmeira do Piauí","PI",477.122058823529,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,1365.61,2146.47
"815",2207504,"Palmeirais","PI",449.880935251799,25,0,2,0,0,0,0,39,0,4,0,0,0,0,0,1365.61,2146.47
"816",2207553,"Paquetá","PI",456.540671641791,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1365.61,2146.47
"817",2207603,"Parnaguá","PI",439.405392156863,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1365.61,2146.47
"818",2207702,"Parnaíba","PI",494.083319177849,0,0,0,0,0,0,0,6456,0,0,0,0,0,0,0,1365.61,2146.47
"819",2207751,"Passagem Franca do Piauí","PI",450.764903846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1365.61,2146.47
"820",2207777,"Patos do Piauí","PI",466.699226804124,0,0,0,0,0,0,0,18,0,2,0,0,0,0,0,1365.61,2146.47
"821",2207793,"Pau D'Arco do Piauí","PI",457.521759259259,2,0,37,0,0,0,0,4,0,1,0,0,0,0,0,1365.61,2146.47
"822",2207801,"Paulistana","PI",480.791017316017,0,0,0,0,0,0,0,85,0,27,0,0,0,0,0,1365.61,2146.47
"823",2207850,"Pavussu","PI",449.111290322581,5,41,0,0,0,0,0,14,0,1,0,0,0,0,0,1365.61,2146.47
"824",2207900,"Pedro II","PI",484.519075451647,65,0,2,0,0,0,0,239,0,3,0,0,0,0,0,1365.61,2146.47
"825",2207934,"Pedro Laurentino","PI",462.706395348837,2,0,51,0,3,0,0,3,0,1,0,0,0,0,0,1365.61,2146.47
"826",2207959,"Nova Santa Rita","PI",432.391333333333,60,55,0,0,0,0,0,7,0,2,0,0,0,0,0,1365.61,2146.47
"827",2208007,"Picos","PI",495.485620756547,0,0,1160,0,0,0,0,963,0,0,0,0,0,1,0,1365.61,2146.47
"828",2208106,"Pimenteiras","PI",465.62625698324,0,8,0,0,0,0,0,28,0,0,0,0,0,0,0,1365.61,2146.47
"829",2208205,"Pio IX","PI",478.132642487047,0,36,372,0,0,0,0,34,0,8,0,0,0,0,0,1365.61,2146.47
"830",2208304,"Piracuruca","PI",487.648081463991,0,0,0,0,0,0,0,386,0,0,0,0,0,0,0,1365.61,2146.47
"831",2208403,"Piripiri","PI",482.346498771499,0,0,3,0,0,0,0,379,0,7,0,0,0,0,0,1365.61,2146.47
"832",2208502,"Porto","PI",460.318421052632,19,200,2,0,0,0,0,53,0,3,0,0,0,0,0,1365.61,2146.47
"833",2208551,"Porto Alegre do Piauí","PI",451.216025641026,3,0,0,0,0,0,0,32,0,1,0,0,0,0,0,1365.61,2146.47
"834",2208601,"Prata do Piauí","PI",477.731730769231,5,25,0,0,0,0,0,31,0,1,0,0,0,0,0,1365.61,2146.47
"835",2208650,"Queimada Nova","PI",459.233426966292,0,0,0,0,0,0,0,13,0,4,0,0,0,0,0,1365.61,2146.47
"836",2208700,"Redenção do Gurguéia","PI",450.602222222222,0,0,0,0,7,0,0,42,0,1,0,0,0,0,0,1365.61,2146.47
"837",2208809,"Regeneração","PI",456.269297235023,0,0,0,0,0,0,0,82,0,6,0,0,0,0,0,1365.61,2146.47
"838",2208858,"Riacho Frio","PI",445.856553398058,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1365.61,2146.47
"839",2208874,"Ribeira do Piauí","PI",441.724662162162,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,1365.61,2146.47
"840",2208908,"Ribeiro Gonçalves","PI",448.87761627907,0,0,8,0,0,0,0,50,0,0,0,0,0,0,0,1365.61,2146.47
"841",2209005,"Rio Grande do Piauí","PI",456.363586956522,4,0,0,0,3,0,0,31,0,0,0,0,0,0,0,1365.61,2146.47
"842",2209104,"Santa Cruz do Piauí","PI",470.754822335025,0,0,0,0,0,0,0,42,0,7,0,0,0,0,0,1365.61,2146.47
"843",2209153,"Santa Cruz dos Milagres","PI",468.567763157895,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,1365.61,2146.47
"844",2209203,"Santa Filomena","PI",454.262623762376,7,13,0,0,12,0,0,75,0,0,0,0,0,0,0,1365.61,2146.47
"845",2209302,"Santa Luz","PI",454.641047297297,1,47,0,0,4,0,0,43,0,0,0,0,0,0,0,1365.61,2146.47
"846",2209351,"Santana do Piauí","PI",483.764084507042,0,0,34,0,9,0,0,11,0,0,0,0,0,0,0,1365.61,2146.47
"847",2209377,"Santa Rosa do Piauí","PI",450.616304347826,7,0,0,0,0,0,0,24,0,6,0,0,0,0,0,1365.61,2146.47
"848",2209401,"Santo Antônio de Lisboa","PI",484.508448275862,0,33,0,0,6,0,0,30,0,1,0,0,0,0,0,1365.61,2146.47
"849",2209450,"Santo Antônio dos Milagres","PI",443.655421686747,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,1365.61,2146.47
"850",2209500,"Santo Inácio do Piauí","PI",464.696226415094,0,0,0,0,5,0,0,15,0,4,0,0,0,0,0,1365.61,2146.47
"851",2209559,"São Braz do Piauí","PI",457.5925,2,0,0,0,3,0,0,9,0,0,0,0,0,0,0,1365.61,2146.47
"852",2209609,"São Félix do Piauí","PI",474.297413793103,0,0,2,0,0,0,0,35,0,3,0,0,0,0,0,1365.61,2146.47
"853",2209658,"São Francisco de Assis do Piauí","PI",465.754761904762,0,0,0,0,11,0,0,4,0,1,0,0,0,0,0,1365.61,2146.47
"854",2209708,"São Francisco do Piauí","PI",464.97582781457,20,0,0,0,0,0,0,9,0,1,0,0,0,0,0,1365.61,2146.47
"855",2209757,"São Gonçalo do Gurguéia","PI",456.2875,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1365.61,2146.47
"856",2209807,"São Gonçalo do Piauí","PI",459.4959375,0,0,1,0,0,0,0,26,0,2,0,0,0,0,0,1365.61,2146.47
