cod_municipio_ibge,NO_MUNICIPIO_RESIDENCIA,UF,mean_grades_group_cities
2409209,Passagem,RN,464.67846153846153
2409308,Patu,RN,476.5572541966427
2409332,Santa Maria,RN,464.44191919191917
2409407,Pau dos Ferros,RN,504.45466143277724
2409506,Pedra Grande,RN,475.71802325581393
2409605,Pedra Preta,RN,477.3853448275862
2409704,Pedro Avelino,RN,465.98117283950614
2409803,Pedro Velho,RN,468.3905750798722
2409902,Pendências,RN,474.63954183266935
2410009,Pilões,RN,482.14033018867923
2410108,Poço Branco,RN,468.1109223300971
2410207,Portalegre,RN,487.5397302904564
2410256,Porto do Mangue,RN,464.5872549019608
2410306,Serra Caiada,RN,477.4693548387097
2410405,Pureza,RN,479.59393203883496
2410504,Rafael Fernandes,RN,493.99122807017545
2410603,Rafael Godeiro,RN,482.0557851239669
2410702,Riacho da Cruz,RN,462.2017156862745
2410801,Riacho de Santana,RN,480.70195035460995
2410900,Riachuelo,RN,473.69607438016527
2411007,Rodolfo Fernandes,RN,467.3755154639175
2411056,Tibau,RN,492.6876033057851
2411106,Ruy Barbosa,RN,485.4324074074074
2411205,Santa Cruz,RN,495.11063359528487
2411403,Santana do Matos,RN,472.356484962406
2411429,Santana do Seridó,RN,489.42559523809524
2411502,Santo Antônio,RN,488.11932029795156
2411601,São Bento do Norte,RN,485.2161290322581
2411700,São Bento do Trairí,RN,491.3461711711712
2411809,São Fernando,RN,503.2159523809524
2411908,São Francisco do Oeste,RN,493.235652173913
2412005,São Gonçalo do Amarante,RN,499.7713149078727
2412104,São João do Sabugi,RN,501.21756198347106
2412203,São José de Mipibu,RN,489.7482593037215
2412302,São José do Campestre,RN,473.4780737704918
2412401,São José do Seridó,RN,500.9039156626506
2412500,São Miguel,RN,498.43437007874013
2412559,São Miguel do Gostoso,RN,478.79513274336284
2412609,São Paulo do Potengi,RN,488.0396446078431
2412708,São Pedro,RN,473.40736434108527
2412807,São Rafael,RN,478.29563492063494
2412906,São Tomé,RN,471.6653448275862
2413003,São Vicente,RN,495.2416129032258
2413102,Senador Elói de Souza,RN,483.4180693069307
2413201,Senador Georgino Avelino,RN,477.65581395348835
2413300,Serra de São Bento,RN,479.2110465116279
2413359,Serra do Mel,RN,477.35283613445375
2413409,Serra Negra do Norte,RN,494.4768292682927
2413508,Serrinha,RN,487.95988023952094
2413557,Serrinha dos Pintos,RN,484.9308943089431
2413607,Severiano Melo,RN,490.49188741721855
2413706,Sítio Novo,RN,476.6504166666667
2413805,Taboleiro Grande,RN,480.95516304347825
2413904,Taipu,RN,481.73
2414001,Tangará,RN,492.1656130268199
2414100,Tenente Ananias,RN,485.80825
2414159,Tenente Laurentino Cruz,RN,485.33152173913044
2414209,Tibau do Sul,RN,486.51616915422886
2414308,Timbaúba dos Batistas,RN,493.32226027397263
2414407,Touros,RN,479.7361177884615
2414456,Triunfo Potiguar,RN,472.8085051546392
2414506,Umarizal,RN,472.88057644110273
2414605,Upanema,RN,482.9263422818792
2414704,Várzea,RN,485.293125
2414753,Venha-Ver,RN,476.32807692307694
2414803,Vera Cruz,RN,482.81613149847095
2414902,Viçosa,RN,471.47109375
2415008,Vila Flor,RN,471.11875
2500106,Água Branca,PB,483.3243023255814
2500205,Aguiar,PB,460.42755102040815
2500304,Alagoa Grande,PB,480.28739098837207
2500403,Alagoa Nova,PB,482.6913186813187
2500502,Alagoinha,PB,468.0426712328767
2500536,Alcantil,PB,480.56755319148937
2500577,Algodão de Jandaíra,PB,457.9193333333333
2500601,Alhandra,PB,470.4109048723898
2500700,São João do Rio do Peixe,PB,476.0621904761905
2500734,Amparo,PB,460.46171875
2500775,Aparecida,PB,479.8417777777778
2500809,Araçagi,PB,480.11005434782606
2500908,Arara,PB,482.40374087591243
2501005,Araruna,PB,481.2690170940171
2501104,Areia,PB,479.754033290653
2501153,Areia de Baraúnas,PB,455.425
2501203,Areial,PB,494.24342723004696
2501302,Aroeiras,PB,474.53172853828306
2501351,Assunção,PB,481.1938311688312
2501401,Baía da Traição,PB,448.0480308219178
2501500,Bananeiras,PB,482.9687089715536
2501534,Baraúna,PB,478.92388059701494
2501575,Barra de Santana,PB,467.6803892215569
2501609,Barra de Santa Rosa,PB,473.6013921113689
2501708,Barra de São Miguel,PB,470.6610849056604
2501807,Bayeux,PB,486.8948762567672
2501906,Belém,PB,476.0734615384615
2502003,Belém do Brejo do Cruz,PB,474.0782085561497
2502052,Bernardino Batista,PB,486.9890625
2502102,Boa Ventura,PB,469.1580188679245
2502151,Boa Vista,PB,478.3718
2502201,Bom Jesus,PB,471.358606557377
2502300,Bom Sucesso,PB,472.7862676056338
2502409,Bonito de Santa Fé,PB,478.2518156424581
2502508,Boqueirão,PB,483.5762720156556
2502607,Igaracy,PB,456.0314371257485
2502706,Borborema,PB,468.50972222222225
2502805,Brejo do Cruz,PB,482.9717592592593
2502904,Brejo dos Santos,PB,487.96315028901734
2503001,Caaporã,PB,467.06419392523367
2503100,Cabaceiras,PB,492.60719424460433
2503209,Cabedelo,PB,508.6936193619362
2503308,Cachoeira dos Índios,PB,477.56059782608696
2503407,Cacimba de Areia,PB,475.92633333333333
2503506,Cacimba de Dentro,PB,474.475884244373
2503555,Cacimbas,PB,477.07722222222225
2503605,Caiçara,PB,469.312101910828
2503704,Cajazeiras,PB,498.8171508664628
2503753,Cajazeirinhas,PB,457.61470588235295
2503803,Caldas Brandão,PB,466.03658088235295
2503902,Camalaú,PB,478.6005681818182
2504009,Campina Grande,PB,512.0855410002388
2504033,Capim,PB,465.6752427184466
2504074,Caraúbas,PB,455.1536764705882
2504108,Carrapateira,PB,482.71805555555557
2504157,Casserengue,PB,468.9266260162602
2504207,Catingueira,PB,482.9220744680851
2504306,Catolé do Rocha,PB,490.22307457212713
2504355,Caturité,PB,488.0003164556962
2504405,Conceição,PB,473.5521739130435
2504504,Condado,PB,477.4127551020408
2504603,Conde,PB,470.95608899297423
2504702,Congo,PB,471.06038461538463
2504801,Coremas,PB,481.7494063324538
2504850,Coxixola,PB,471.75035211267607
2504900,Cruz do Espírito Santo,PB,457.0443069306931
2505006,Cubati,PB,486.7498737373737
2505105,Cuité,PB,485.9795485636115
2505204,Cuitegi,PB,475.0221590909091
2505238,Cuité de Mamanguape,PB,459.08076923076925
2505279,Curral de Cima,PB,461.8952
2505303,Curral Velho,PB,458.0590909090909
2505352,Damião,PB,467.675
2505402,Desterro,PB,483.4976449275362
2505501,Vista Serrana,PB,477.75106382978726
2505600,Diamante,PB,477.6675
2505709,Dona Inês,PB,473.6677033492823
2505808,Duas Estradas,PB,483.5285714285714
2505907,Emas,PB,466.56041666666664
2506004,Esperança,PB,492.34042607802877
2506103,Fagundes,PB,479.85697463768116
2506202,Frei Martinho,PB,489.07283950617284
2506251,Gado Bravo,PB,471.50714285714287
2506301,Guarabira,PB,493.77628015755784
2506400,Gurinhém,PB,466.9979613733906
2506509,Gurjão,PB,453.09258241758243
2506608,Ibiara,PB,475.88104166666665
2506707,Imaculada,PB,479.6841935483871
2506806,Ingá,PB,488.1927857142857
2506905,Itabaiana,PB,491.62395644283123
2507002,Itaporanga,PB,493.01810207336524
2507101,Itapororoca,PB,478.9844696969697
2507200,Itatuba,PB,467.59043715846997
2507309,Jacaraú,PB,477.728807106599
2507408,Jericó,PB,488.79525139664804
2507507,João Pessoa,PB,517.3293880249104
2507606,Juarez Távora,PB,478.7461229946524
2507705,Juazeirinho,PB,483.4717857142857
2507804,Junco do Seridó,PB,479.17069444444445
2507903,Juripiranga,PB,486.53036585365857
2508000,Juru,PB,492.59768786127165
2508109,Lagoa,PB,486.07678571428573
2508208,Lagoa de Dentro,PB,471.63711656441717
2508307,Lagoa Seca,PB,498.4159328358209
2508406,Lastro,PB,458.2933229813665
2508505,Livramento,PB,470.9093567251462
2508554,Logradouro,PB,472.90025773195873
2508604,Lucena,PB,475.8873552123552
2508703,Mãe d'Água,PB,484.9162878787879
2508802,Malta,PB,499.7295454545455
2508901,Mamanguape,PB,474.7931573802542
2509008,Manaíra,PB,478.4166243654822
2509057,Marcação,PB,454.41058139534886
2509107,Mari,PB,477.6000485436893
2509156,Marizópolis,PB,476.0045566502463
2509206,Massaranduba,PB,483.0701413427562
2509305,Mataraca,PB,473.12327586206897
2509339,Matinhas,PB,458.15462962962965
2509370,Mato Grosso,PB,464.8280172413793
2509396,Maturéia,PB,493.76416083916087
2509404,Mogeiro,PB,477.88165887850465
2509503,Montadas,PB,483.5058333333333
2509602,Monte Horebe,PB,478.21029411764704
2509701,Monteiro,PB,485.11265508684863
2509800,Mulungu,PB,462.58557268722467
2509909,Natuba,PB,472.36844660194174
2510006,Nazarezinho,PB,486.55370967741936
2510105,Nova Floresta,PB,485.09720447284343
2510204,Nova Olinda,PB,468.21166666666664
2510303,Nova Palmeira,PB,494.4613805970149
2510402,Olho d'Água,PB,465.3384375
2510501,Olivedos,PB,487.98
2510600,Ouro Velho,PB,478.35853658536587
2510659,Parari,PB,468.62216981132076
2510709,Passagem,PB,475.56822033898305
2510808,Patos,PB,508.23001423600124
2510907,Paulista,PB,490.96121076233186
2511004,Pedra Branca,PB,466.665625
2511103,Pedra Lavrada,PB,478.56729857819903
2511202,Pedras de Fogo,PB,479.7119318181818
2511301,Piancó,PB,489.5570394736842
2511400,Picuí,PB,487.1720516962843
2511509,Pilar,PB,475.32454545454544
2511608,Pilões,PB,467.67379032258066
2511707,Pilõezinhos,PB,462.82117346938776
2511806,Pirpirituba,PB,486.15555555555557
2511905,Pitimbu,PB,458.2998579545455
2512002,Pocinhos,PB,500.1296875
2512036,Poço Dantas,PB,471.5546568627451
2512077,Poço de José de Moura,PB,475.39320809248557
2512101,Pombal,PB,497.5215472027972
2512200,Prata,PB,487.79547619047617
2512309,Princesa Isabel,PB,497.0507075471698
2512408,Puxinanã,PB,484.8359523809524
2512507,Queimadas,PB,486.6664744645799
2512606,Quixabá,PB,490.514
2512705,Remígio,PB,484.6314332247557
2512721,Pedro Régis,PB,464.0586956521739
2512747,Riachão,PB,460.49375
2512754,Riachão do Bacamarte,PB,463.2759124087591
2512762,Riachão do Poço,PB,468.48364485981307
2512788,Riacho de Santo Antônio,PB,484.9478260869565
2512804,Riacho dos Cavalos,PB,485.87016574585635
2512903,Rio Tinto,PB,474.8706211812627
2513000,Salgadinho,PB,471.8253623188406
2513109,Salgado de São Félix,PB,471.75845070422537
2513158,Santa Cecília,PB,482.92875
2513208,Santa Cruz,PB,476.6237068965517
2513307,Santa Helena,PB,486.7206989247312
2513356,Santa Inês,PB,471.4763157894737
2513406,Santa Luzia,PB,488.57772331154683
2513505,Santana de Mangueira,PB,483.59761904761905
2513604,Santana dos Garrotes,PB,489.0201834862385
2513653,Joca Claudino,PB,450.2117924528302
2513703,Santa Rita,PB,483.04977391304345
2513802,Santa Teresinha,PB,482.3271306818182
2513851,Santo André,PB,468.6151234567901
2513901,São Bento,PB,489.1896505376344
2513927,São Bentinho,PB,469.89656862745096
2513943,São Domingos do Cariri,PB,496.6365671641791
2513968,São Domingos,PB,465.9013698630137
2513984,São Francisco,PB,478.9412234042553
2514008,São João do Cariri,PB,476.00110062893083
2514107,São João do Tigre,PB,456.9111607142857
2514206,São José da Lagoa Tapada,PB,466.6769696969697
2514305,São José de Caiana,PB,455.101213592233
2514404,São José de Espinharas,PB,474.25925925925924
2514453,São José dos Ramos,PB,470.5883027522936
2514503,São José de Piranhas,PB,491.7288240917782
2514552,São José de Princesa,PB,470.46875
2514602,São José do Bonfim,PB,461.23237179487177
2514651,São José do Brejo do Cruz,PB,455.54764150943396
2514701,São José do Sabugi,PB,471.764375
2514800,São José dos Cordeiros,PB,458.06194029850747
2514909,São Mamede,PB,499.5690322580645
2515005,São Miguel de Taipu,PB,461.3078
2515104,São Sebastião de Lagoa de Roça,PB,494.62227272727273
2515203,São Sebastião do Umbuzeiro,PB,472.96820388349516
2515302,Sapé,PB,481.9208221626452
2515401,São Vicente do Seridó,PB,471.51669329073485
2515500,Serra Branca,PB,479.57605820105823
2515609,Serra da Raiz,PB,475.3215625
2515708,Serra Grande,PB,475.4977564102564
2515807,Serra Redonda,PB,480.35685840707964
2515906,Serraria,PB,470.1569230769231
2515930,Sertãozinho,PB,472.92784431137727
2515971,Sobrado,PB,479.3570689655172
2516003,Solânea,PB,488.5760371959943
2516102,Soledade,PB,487.37974537037036
2516151,Sossêgo,PB,474.45384615384614
2516201,Sousa,PB,497.12132739781464
2516300,Sumé,PB,489.2478652751423
2516409,Tacima,PB,466.29986033519555
2516508,Taperoá,PB,487.2412068965517
2516607,Tavares,PB,501.61654411764704
2516706,Teixeira,PB,487.03757911392404
2516755,Tenório,PB,480.3384920634921
2516805,Triunfo,PB,481.9353448275862
2516904,Uiraúna,PB,479.95962998102465
2517001,Umbuzeiro,PB,485.2455202312139
2517100,Várzea,PB,500.3840425531915
2517209,Vieirópolis,PB,472.473224852071
2517407,Zabelê,PB,468.1615942028986
2600054,Abreu e Lima,PE,491.53175961132234
2600104,Afogados da Ingazeira,PE,506.89610694183864
2600203,Afrânio,PE,462.79197635135137
2600302,Agrestina,PE,495.4304617117117
2600401,Água Preta,PE,467.5982044198895
2600500,Águas Belas,PE,474.4084251968504
2600609,Alagoinha,PE,475.75204081632654
2600708,Aliança,PE,482.50760211800304
2600807,Altinho,PE,493.6072429906542
2600906,Amaraji,PE,484.4013066202091
2601003,Angelim,PE,495.23301282051284
2601052,Araçoiaba,PE,463.5825492341357
2601102,Araripina,PE,497.004640947288
2601201,Arcoverde,PE,507.5061570782159
2601300,Barra de Guabiraba,PE,476.12663316582916
2601409,Barreiros,PE,485.56125
2601508,Belém de Maria,PE,482.7979508196721
2601607,Belém do São Francisco,PE,468.3752529510961
2601706,Belo Jardim,PE,500.8829960835509
2601805,Betânia,PE,473.84185606060606
2601904,Bezerros,PE,500.652608401084
2602001,Bodocó,PE,491.64994075829384
2602100,Bom Conselho,PE,483.7309709241952
2602209,Bom Jardim,PE,494.16593103448275
2602308,Bonito,PE,480.4498201438849
2602407,Brejão,PE,487.16463815789473
2602506,Brejinho,PE,492.982881773399
2602605,Brejo da Madre de Deus,PE,486.85566318926976
2602704,Buenos Aires,PE,481.05160377358493
2602803,Buíque,PE,489.2419724770642
2602902,Cabo de Santo Agostinho,PE,491.02818158303154
2603009,Cabrobó,PE,469.0539135514019
2603108,Cachoeirinha,PE,491.30288461538464
2603207,Caetés,PE,487.24192307692306
2603306,Calçado,PE,467.92875
2603405,Calumbi,PE,493.85229357798164
2603454,Camaragibe,PE,501.2166328058169
2603504,Camocim de São Félix,PE,491.25297157622737
2603603,Camutanga,PE,488.27286432160804
2603702,Canhotinho,PE,482.071359223301
2603801,Capoeiras,PE,491.68360655737706
2603900,Carnaíba,PE,490.3734988452656
2603926,Carnaubeira da Penha,PE,458.5838772845953
2604007,Carpina,PE,499.6199790794979
2604106,Caruaru,PE,516.1783304009049
2604155,Casinhas,PE,480.43649789029536
2604205,Catende,PE,477.4894196428572
2604304,Cedro,PE,483.90746031746033
2604403,Chã de Alegria,PE,472.9728305785124
2604502,Chã Grande,PE,488.5208104395604
2604601,Condado,PE,484.40442105263156
2604700,Correntes,PE,477.8248338870432
2604809,Cortês,PE,463.09273504273506
2604908,Cumaru,PE,486.91988304093564
2605004,Cupira,PE,485.9739150090416
2605103,Custódia,PE,483.3170295489891
2605152,Dormentes,PE,493.73551779935275
2605202,Escada,PE,481.844177093359
2605301,Exu,PE,476.2979497354497
2605400,Feira Nova,PE,484.33197183098594
2605459,Fernando de Noronha,PE,508.5818965517241
2605509,Ferreiros,PE,480.1182692307692
2605608,Flores,PE,489.0519138755981
2605707,Floresta,PE,480.53835195530723
2605806,Frei Miguelinho,PE,486.8879781420765
2605905,Gameleira,PE,470.2430424528302
2606002,Garanhuns,PE,506.8564122738002
2606101,Glória do Goitá,PE,483.43851694915253
2606200,Goiana,PE,488.5344285714286
2606309,Granito,PE,471.1270547945206
2606408,Gravatá,PE,498.22081967213114
2606507,Iati,PE,485.60468253968253
2606606,Ibimirim,PE,476.9514053254438
2606705,Ibirajuba,PE,473.9425
2606804,Igarassu,PE,493.32378581835843
2606903,Iguaracy,PE,489.36832386363636
2607000,Inajá,PE,468.6504901960784
2607109,Ingazeira,PE,483.6596153846154
2607208,Ipojuca,PE,482.450146092038
2607307,Ipubi,PE,481.29794776119405
2607406,Itacuruba,PE,462.9115196078431
2607505,Itaíba,PE,490.2994642857143
2607604,Ilha de Itamaracá,PE,490.18625776397516
2607653,Itambé,PE,476.0093900481541
2607703,Itapetim,PE,492.0598615916955
2607752,Itapissuma,PE,479.75970588235293
2607802,Itaquitinga,PE,479.56422413793103
2607901,Jaboatão dos Guararapes,PE,503.247976888128
2607950,Jaqueira,PE,471.75546357615895
2608008,Jataúba,PE,480.0199551569507
2608057,Jatobá,PE,478.60477386934673
2608107,João Alfredo,PE,510.03866594360085
2608206,Joaquim Nabuco,PE,474.2001644736842
2608255,Jucati,PE,489.18105726872244
2608305,Jupi,PE,492.7003571428571
2608404,Jurema,PE,474.0395582329317
2608453,Lagoa do Carro,PE,481.75209973753283
2608503,Lagoa de Itaenga,PE,482.39874281609195
2608602,Lagoa do Ouro,PE,490.8369525547445
2608701,Lagoa dos Gatos,PE,482.87931415929205
2608750,Lagoa Grande,PE,472.06201361867704
2608800,Lajedo,PE,492.65305405405405
2608909,Limoeiro,PE,508.5282342121398
2609006,Macaparana,PE,494.84627659574465
2609105,Machados,PE,492.4847280334728
2609154,Manari,PE,462.0057926829268
2609204,Maraial,PE,454.30882352941177
2609303,Mirandiba,PE,469.0099520383693
2609402,Moreno,PE,486.24173819742487
2609501,Nazaré da Mata,PE,491.24236270022885
2609600,Olinda,PE,509.0870574983909
2609709,Orobó,PE,486.35660774410775
2609808,Orocó,PE,458.80915492957746
2609907,Ouricuri,PE,491.0418389553863
2610004,Palmares,PE,491.89697265625
2610103,Palmeirina,PE,475.3136206896552
2610202,Panelas,PE,488.7061604584527
2610301,Paranatama,PE,475.4860054347826
2610400,Parnamirim,PE,477.17403047091415
2610509,Passira,PE,483.94234016887816
2610608,Paudalho,PE,481.32140740740743
2610707,Paulista,PE,503.59279101345516
2610806,Pedra,PE,486.5040640394089
2610905,Pesqueira,PE,485.0856664315938
2611002,Petrolândia,PE,483.9436029411765
2611101,Petrolina,PE,508.3013698325018
2611200,Poção,PE,478.27225738396623
2611309,Pombos,PE,486.2896666666667
2611408,Primavera,PE,475.6918032786885
2611507,Quipapá,PE,471.59559248554916
2611533,Quixaba,PE,501.54318181818184
2611606,Recife,PE,522.9796174408934
2611705,Riacho das Almas,PE,488.07229508196724
2611804,Ribeirão,PE,484.3213133640553
2611903,Rio Formoso,PE,478.16592987804876
2612000,Sairé,PE,481.9190350877193
2612109,Salgadinho,PE,462.70361445783135
2612208,Salgueiro,PE,500.337893081761
2612307,Saloá,PE,479.06838235294117
2612406,Sanharó,PE,482.744885177453
2612455,Santa Cruz,PE,477.4953551912568
2612471,Santa Cruz da Baixa Verde,PE,495.15896551724137
2612505,Santa Cruz do Capibaribe,PE,507.1838519874477
2612554,Santa Filomena,PE,472.58826923076924
2612604,Santa Maria da Boa Vista,PE,464.67230555555557
2612703,Santa Maria do Cambucá,PE,481.6334090909091
2612802,Santa Terezinha,PE,490.1730769230769
2612901,São Benedito do Sul,PE,467.11293103448276
2613008,São Bento do Una,PE,491.71902932960893
2613107,São Caitano,PE,490.8619926199262
2613206,São João,PE,480.3681603773585
2613305,São Joaquim do Monte,PE,488.2359251968504
2613404,São José da Coroa Grande,PE,480.6223140495868
2613503,São José do Belmonte,PE,486.4298245614035
2613602,São José do Egito,PE,492.26567415730335
2613701,São Lourenço da Mata,PE,491.5056346694796
2613800,São Vicente Férrer,PE,463.7210704607046
2613909,Serra Talhada,PE,500.46528564683666
2614006,Serrita,PE,479.95947075208915
2614105,Sertânia,PE,487.16865569272977
2614204,Sirinhaém,PE,473.16459770114943
2614303,Moreilândia,PE,487.27276119402984
2614402,Solidão,PE,476.0401442307692
2614501,Surubim,PE,506.4801196808511
2614600,Tabira,PE,498.18628472222224
2614709,Tacaimbó,PE,490.2626785714286
2614808,Tacaratu,PE,465.54471726190474
2614857,Tamandaré,PE,478.66091666666665
2615003,Taquaritinga do Norte,PE,488.71765075376885
2615102,Terezinha,PE,474.4823529411765
2615201,Terra Nova,PE,484.2574013157895
2615300,Timbaúba,PE,490.8553263315829
2615409,Toritama,PE,487.7944902548726
2615508,Tracunhaém,PE,488.4505177514793
2615607,Trindade,PE,483.97847866419295
2615706,Triunfo,PE,505.56015625
2615805,Tupanatinga,PE,490.2424270072993
2615904,Tuparetama,PE,494.8819277108434
2616001,Venturosa,PE,485.588029925187
2616100,Verdejante,PE,483.5582278481013
2616183,Vertente do Lério,PE,474.0998579545454
2616209,Vertentes,PE,499.162962962963
2616308,Vicência,PE,486.9106858846919
2616407,Vitória de Santo Antão,PE,506.83012422360247
2616506,Xexéu,PE,467.4198979591837
2700102,Água Branca,AL,468.5099730458221
2700201,Anadia,AL,470.9928938356164
2700300,Arapiraca,AL,499.6131076860402
2700409,Atalaia,AL,460.7820780399274
2700508,Barra de Santo Antônio,AL,463.7245786516854
2700607,Barra de São Miguel,AL,479.25362903225806
2700706,Batalha,AL,469.26677215189875
2700805,Belém,AL,458.1770325203252
2700904,Belo Monte,AL,455.4886627906977
2701001,Boca da Mata,AL,480.3363636363636
2701100,Branquinha,AL,458.3853174603175
2701209,Cacimbinhas,AL,470.1969642857143
2701308,Cajueiro,AL,470.7719660194175
2701357,Campestre,AL,468.42241379310343
2701407,Campo Alegre,AL,466.5899618805591
2701506,Campo Grande,AL,468.64546875
2701605,Canapi,AL,473.07251908396944
2701704,Capela,AL,459.11615384615385
2701803,Carneiros,AL,465.21570945945945
2701902,Chã Preta,AL,462.01704545454544
2702009,Coité do Nóia,AL,481.5079218106996
2702108,Colônia Leopoldina,AL,478.3622641509434
2702207,Coqueiro Seco,AL,462.3764563106796
2702306,Coruripe,AL,479.10816261203587
2702355,Craíbas,AL,477.82281704781707
2702405,Delmiro Gouveia,AL,481.3898869836321
2702504,Dois Riachos,AL,472.3919491525424
2702553,Estrela de Alagoas,AL,456.86551724137934
2702603,Feira Grande,AL,472.87654004106776
2702702,Feliz Deserto,AL,466.7776595744681
2702801,Flexeiras,AL,461.9367021276596
2702900,Girau do Ponciano,AL,471.9121229698376
2703007,Ibateguara,AL,467.2371495327103
2703106,Igaci,AL,469.72798804780876
2703205,Igreja Nova,AL,462.9446808510638
2703304,Inhapi,AL,463.4613347457627
2703403,Jacaré dos Homens,AL,473.3537878787879
2703502,Jacuípe,AL,449.85210843373494
2703601,Japaratinga,AL,462.4375
2703700,Jaramataia,AL,462.03823529411767
2703759,Jequiá da Praia,AL,470.74924812030076
2703809,Joaquim Gomes,AL,458.17368421052635
2703908,Jundiá,AL,459.7710526315789
2704005,Junqueiro,AL,480.52126623376626
2704104,Lagoa da Canoa,AL,474.1225806451613
2704203,Limoeiro de Anadia,AL,472.7730898876404
2704302,Maceió,AL,504.12194172175367
2704401,Major Isidoro,AL,472.05105140186913
2704500,Maragogi,AL,476.0132668711656
2704609,Maravilha,AL,480.6272935779817
2704708,Marechal Deodoro,AL,491.1747079439252
2704807,Maribondo,AL,475.3902380952381
2704906,Mar Vermelho,AL,452.9324404761905
2705002,Mata Grande,AL,457.9578193832599
2705101,Matriz de Camaragibe,AL,459.788125
2705200,Messias,AL,470.5005
2705309,Minador do Negrão,AL,461.893
2705408,Monteirópolis,AL,457.9325892857143
2705507,Murici,AL,470.9479281767956
2705606,Novo Lino,AL,460.11574074074076
2705705,Olho d'Água das Flores,AL,475.3319628647215
2705804,Olho d'Água do Casado,AL,460.927731092437
2705903,Olho d'Água Grande,AL,469.0180952380952
2706000,Olivença,AL,455.82214912280705
2706109,Ouro Branco,AL,462.6501488095238
2706208,Palestina,AL,446.0068
2706307,Palmeira dos Índios,AL,487.0520114942529
2706406,Pão de Açúcar,AL,461.27777777777777
2706422,Pariconha,AL,459.4394295302013
2706448,Paripueira,AL,471.23617318435754
2706505,Passo de Camaragibe,AL,454.7070754716981
2706604,Paulo Jacinto,AL,460.6551682692308
2706703,Penedo,AL,481.60359424920125
2706802,Piaçabuçu,AL,467.8207894736842
2706901,Pilar,AL,464.9721966205837
2707008,Pindoba,AL,459.8323863636364
2707107,Piranhas,AL,479.3117458866545
2707206,Poço das Trincheiras,AL,472.7637640449438
2707305,Porto Calvo,AL,468.0186119873817
2707404,Porto de Pedras,AL,461.57991071428575
2707503,Porto Real do Colégio,AL,468.0811827956989
2707602,Quebrangulo,AL,465.4344047619048
2707701,Rio Largo,AL,478.48658333333333
2707800,Roteiro,AL,460.2994186046512
2707909,Santa Luzia do Norte,AL,467.91249999999997
2708006,Santana do Ipanema,AL,478.46099447513814
2708105,Santana do Mundaú,AL,464.81176470588235
2708204,São Brás,AL,448.68839285714284
2708303,São José da Laje,AL,473.7044823232323
2708402,São José da Tapera,AL,473.04665809768636
2708501,São Luís do Quitunde,AL,462.4553418803419
2708600,São Miguel dos Campos,AL,480.8911815068493
2708709,São Miguel dos Milagres,AL,467.65208333333334
2708808,São Sebastião,AL,471.08551004636786
2708907,Satuba,AL,481.47729044834307
2708956,Senador Rui Palmeira,AL,451.00532407407405
2709004,Tanque d'Arca,AL,449.23784403669725
2709103,Taquarana,AL,480.2472039473684
2709152,Teotônio Vilela,AL,471.00426356589145
2709202,Traipu,AL,469.80792525773194
2709301,União dos Palmares,AL,466.9746438746439
2709400,Viçosa,AL,464.6216204506066
2800100,Amparo de São Francisco,SE,464.36785714285713
2800209,Aquidabã,SE,463.98549528301885
2800308,Aracaju,SE,520.9176559504498
2800407,Arauá,SE,463.6660560344828
2800506,Areia Branca,SE,476.5323317307692
2800605,Barra dos Coqueiros,SE,507.2219014084507
2800670,Boquim,SE,483.7713471849866
2800704,Brejo Grande,SE,438.60505952380953
2801009,Campo do Brito,SE,482.11822820037105
2801108,Canhoba,SE,453.8573529411765
2801207,Canindé de São Francisco,SE,473.53450540958266
2801306,Capela,SE,463.6553117048346
2801405,Carira,SE,474.50357142857143
2801504,Carmópolis,SE,475.6004491017964
2801603,Cedro de São João,SE,471.62842465753425
2801702,Cristinápolis,SE,466.1761398176292
2801900,Cumbe,SE,484.0625
2802007,Divina Pastora,SE,471.4988738738739
2802106,Estância,SE,488.3241800643087
2802205,Feira Nova,SE,474.81747967479674
2802304,Frei Paulo,SE,481.40946132596684
2802403,Gararu,SE,463.2925889328063
2802502,General Maynard,SE,461.1
2802601,Gracho Cardoso,SE,490.737
2802700,Ilha das Flores,SE,450.69131355932205
2802809,Indiaroba,SE,457.99080267558526
2802908,Itabaiana,SE,510.2745140817136
2803005,Itabaianinha,SE,472.64604395604397
2803104,Itabi,SE,474.9901515151515
2803203,Itaporanga d'Ajuda,SE,469.1378696236559
2803302,Japaratuba,SE,474.87001295336785
2803401,Japoatã,SE,459.70268240343347
2803500,Lagarto,SE,495.86342561141305
2803609,Laranjeiras,SE,468.3554919908467
2803708,Macambira,SE,474.9346618357488
2803807,Malhada dos Bois,SE,468.8523936170213
2803906,Malhador,SE,502.7634099616858
2804003,Maruim,SE,467.42568897637796
2804102,Moita Bonita,SE,492.05129482071715
2804201,Monte Alegre de Sergipe,SE,485.4845238095238
2804300,Muribeca,SE,466.9933544303797
2804409,Neópolis,SE,467.74689781021897
2804458,Nossa Senhora Aparecida,SE,483.94890350877193
2804508,Nossa Senhora da Glória,SE,490.349865470852
2804607,Nossa Senhora das Dores,SE,476.41175344563555
2804706,Nossa Senhora de Lourdes,SE,468.6463815789474
2804805,Nossa Senhora do Socorro,SE,485.11102830795625
2804904,Pacatuba,SE,449.3219117647059
2805000,Pedra Mole,SE,472.23506493506494
