cod_municipio_ibge,NO_MUNICIPIO_RESIDENCIA,UF,mean_grades_group_cities
3149309,Pedro Leopoldo,MG,527.3789254170756
3149408,Pedro Teixeira,MG,516.4557017543859
3149507,Pequeri,MG,505.07894736842104
3149606,Pequi,MG,513.1304054054054
3149705,Perdigão,MG,524.1544326241135
3149804,Perdizes,MG,514.0093023255814
3149903,Perdões,MG,514.2776762402088
3149952,Periquito,MG,476.697265625
3150000,Pescador,MG,469.1019230769231
3150109,Piau,MG,530.85
3150158,Piedade de Caratinga,MG,499.06425
3150208,Piedade de Ponte Nova,MG,497.7386363636364
3150307,Piedade do Rio Grande,MG,516.7203296703296
3150406,Piedade dos Gerais,MG,491.9143617021277
3150505,Pimenta,MG,531.4634782608696
3150539,Pingo d'Água,MG,485.375
3150570,Pintópolis,MG,462.40591603053434
3150604,Piracema,MG,515.7679292929292
3150703,Pirajuba,MG,482.30330188679244
3150802,Piranga,MG,511.1451834862385
3150901,Piranguçu,MG,538.725505050505
3151008,Piranguinho,MG,535.3957692307692
3151107,Pirapetinga,MG,508.0690751445087
3151206,Pirapora,MG,509.2984520123839
3151305,Piraúba,MG,534.6977099236641
3151404,Pitangui,MG,521.9518792710707
3151503,Piumhi,MG,523.2421785714286
3151602,Planura,MG,501.80075187969925
3151701,Poço Fundo,MG,542.1828846153846
3151800,Poços de Caldas,MG,539.2254771784233
3151909,Pocrane,MG,508.0655
3152006,Pompéu,MG,514.5313225058005
3152105,Ponte Nova,MG,526.8802282157676
3152131,Ponto Chique,MG,462.19903846153846
3152170,Ponto dos Volantes,MG,469.43142361111114
3152204,Porteirinha,MG,494.175
3152303,Porto Firme,MG,500.5214285714286
3152402,Poté,MG,481.95243902439023
3152501,Pouso Alegre,MG,548.3367373217116
3152600,Pouso Alto,MG,520.4433333333334
3152709,Prados,MG,534.083875739645
3152808,Prata,MG,490.22256446991406
3152907,Pratápolis,MG,494.3429054054054
3153004,Pratinha,MG,458.206640625
3153103,Presidente Bernardes,MG,517.1521028037383
3153202,Presidente Juscelino,MG,476.1155797101449
3153301,Presidente Kubitschek,MG,475.0286458333333
3153400,Presidente Olegário,MG,520.631712962963
3153509,Alto Jequitibá,MG,512.6906666666666
3153608,Prudente de Morais,MG,509.8278195488722
3153707,Quartel Geral,MG,471.0544776119403
3153806,Queluzito,MG,512.705
3153905,Raposos,MG,502.7153162055336
3154002,Raul Soares,MG,516.6845088161209
3154101,Recreio,MG,515.7419291338582
3154150,Reduto,MG,523.7647727272728
3154200,Resende Costa,MG,515.3677586206896
3154309,Resplendor,MG,518.0688596491228
3154408,Ressaquinha,MG,506.61129032258066
3154457,Riachinho,MG,476.47741228070174
3154507,Riacho dos Machados,MG,473.99598540145985
3154606,Ribeirão das Neves,MG,502.7893224004325
3154705,Ribeirão Vermelho,MG,507.9613636363636
3154804,Rio Acima,MG,508.9866129032258
3154903,Rio Casca,MG,499.9937925170068
3155009,Rio Doce,MG,505.293
3155108,Rio do Prado,MG,478.27358490566036
3155207,Rio Espera,MG,492.4164
3155306,Rio Manso,MG,519.0493827160494
3155405,Rio Novo,MG,522.8308080808081
3155504,Rio Paranaíba,MG,517.2024346793349
3155603,Rio Pardo de Minas,MG,491.9700245700246
3155702,Rio Piracicaba,MG,515.8590128755365
3155801,Rio Pomba,MG,531.7615789473684
3155900,Rio Preto,MG,498.4089583333333
3156007,Rio Vermelho,MG,480.8906462585034
3156106,Ritápolis,MG,517.4448675496689
3156205,Rochedo de Minas,MG,502.54875
3156304,Rodeiro,MG,531.5426136363636
3156403,Romaria,MG,483.6377049180328
3156452,Rosário da Limeira,MG,520.4
3156502,Rubelita,MG,456.58102409638553
3156601,Rubim,MG,486.3792613636364
3156700,Sabará,MG,512.9265767824497
3156809,Sabinópolis,MG,514.7434108527132
3156908,Sacramento,MG,516.9674802110818
3157005,Salinas,MG,507.24181127982644
3157104,Salto da Divisa,MG,458.1433333333333
3157203,Santa Bárbara,MG,525.0412037037037
3157252,Santa Bárbara do Leste,MG,499.9795751633987
3157278,Santa Bárbara do Monte Verde,MG,509.4551724137931
3157302,Santa Bárbara do Tugúrio,MG,507.71352459016396
3157336,Santa Cruz de Minas,MG,535.8189153439154
3157377,Santa Cruz de Salinas,MG,477.31382978723406
3157401,Santa Cruz do Escalvado,MG,493.19404761904764
3157500,Santa Efigênia de Minas,MG,484.4345833333333
3157609,Santa Fé de Minas,MG,448.02866666666665
3157658,Santa Helena de Minas,MG,471.5591772151899
3157708,Santa Juliana,MG,479.7584
3157807,Santa Luzia,MG,511.6635113268608
3157906,Santa Margarida,MG,500.5338842975207
3158003,Santa Maria de Itabira,MG,485.11362559241707
3158102,Santa Maria do Salto,MG,468.5484375
3158201,Santa Maria do Suaçuí,MG,502.12435233160625
3158300,Santana da Vargem,MG,505.9386
3158409,Santana de Cataguases,MG,524.7513888888889
3158508,Santana de Pirapama,MG,493.3
3158607,Santana do Deserto,MG,484.9077272727273
3158706,Santana do Garambéu,MG,481.3151785714286
3158805,Santana do Jacaré,MG,510.1461538461538
3158904,Santana do Manhuaçu,MG,504.1637096774194
3158953,Santana do Paraíso,MG,523.8517985611511
3159001,Santana do Riacho,MG,485.875625
3159100,Santana dos Montes,MG,493.8801020408163
3159209,Santa Rita de Caldas,MG,512.4148076923077
3159308,Santa Rita de Jacutinga,MG,509.22125
3159357,Santa Rita de Minas,MG,509.09111570247933
3159407,Santa Rita de Ibitipoca,MG,495.36352040816325
3159506,Santa Rita do Itueto,MG,511.77279411764704
3159605,Santa Rita do Sapucaí,MG,531.1919144981413
3159704,Santa Rosa da Serra,MG,511.0627192982456
3159803,Santa Vitória,MG,488.67299270072994
3159902,Santo Antônio do Amparo,MG,495.84269366197185
3160009,Santo Antônio do Aventureiro,MG,507.01011904761907
3160108,Santo Antônio do Grama,MG,504.3634375
3160207,Santo Antônio do Itambé,MG,463.2022727272727
3160306,Santo Antônio do Jacinto,MG,478.42763157894734
3160405,Santo Antônio do Monte,MG,528.6994186046512
3160454,Santo Antônio do Retiro,MG,489.3955056179775
3160504,Santo Antônio do Rio Abaixo,MG,504.0348837209302
3160603,Santo Hipólito,MG,486.06484375
3160702,Santos Dumont,MG,521.9821623465211
3160801,São Bento Abade,MG,491.51153846153846
3160900,São Brás do Suaçuí,MG,507.4202380952381
3160959,São Domingos das Dores,MG,502.1489247311828
3161007,São Domingos do Prata,MG,516.3838028169014
3161056,São Félix de Minas,MG,488.08024193548385
3161106,São Francisco,MG,478.13760330578515
3161205,São Francisco de Paula,MG,511.04543650793653
3161304,São Francisco de Sales,MG,491.79324324324324
3161403,São Francisco do Glória,MG,487.22227272727275
3161502,São Geraldo,MG,512.1110619469026
3161601,São Geraldo da Piedade,MG,477.81029411764706
3161650,São Geraldo do Baixio,MG,483.8074074074074
3161700,São Gonçalo do Abaeté,MG,501.871835443038
3161809,São Gonçalo do Pará,MG,511.6092
3161908,São Gonçalo do Rio Abaixo,MG,519.9086538461538
3162005,São Gonçalo do Sapucaí,MG,523.5712105263158
3162104,São Gotardo,MG,509.92325428194994
3162203,São João Batista do Glória,MG,522.870238095238
3162252,São João da Lagoa,MG,474.05679824561406
3162302,São João da Mata,MG,522.7933333333333
3162401,São João da Ponte,MG,473.7269578313253
3162450,São João das Missões,MG,446.74698660714284
3162500,São João del Rei,MG,542.6931061946902
3162559,São João do Manhuaçu,MG,482.6849662162162
3162575,São João do Manteninha,MG,489.1471153846154
3162609,São João do Oriente,MG,493.77736842105264
3162658,São João do Pacuí,MG,473.5
3162708,São João do Paraíso,MG,500.158135391924
3162807,São João Evangelista,MG,520.976726342711
3162906,São João Nepomuceno,MG,537.4046875
3162922,São Joaquim de Bicas,MG,511.83045977011494
3162948,São José da Barra,MG,522.4652255639098
3162955,São José da Lapa,MG,512.6873641304347
3163003,São José da Safira,MG,475.4572580645161
3163102,São José da Varginha,MG,498.3334821428571
3163201,São José do Alegre,MG,515.63
3163300,São José do Divino,MG,478.7655737704918
3163409,São José do Goiabal,MG,511.4519607843137
3163508,São José do Jacuri,MG,485.29901960784315
3163607,São José do Mantimento,MG,488.911
3163706,São Lourenço,MG,541.7727050183598
3163805,São Miguel do Anta,MG,505.1642857142857
3163904,São Pedro da União,MG,506.00105633802815
3164001,São Pedro dos Ferros,MG,492.4578846153846
3164100,São Pedro do Suaçuí,MG,486.70694444444445
3164209,São Romão,MG,469.6127604166667
3164308,São Roque de Minas,MG,512.1615044247787
3164407,São Sebastião da Bela Vista,MG,513.2566326530613
3164431,São Sebastião da Vargem Alegre,MG,537.343125
3164472,São Sebastião do Anta,MG,503.8617816091954
3164506,São Sebastião do Maranhão,MG,482.2332191780822
3164605,São Sebastião do Oeste,MG,513.2172872340426
3164704,São Sebastião do Paraíso,MG,537.3321952337305
3164803,São Sebastião do Rio Preto,MG,494.05384615384617
3164902,São Sebastião do Rio Verde,MG,530.3540697674418
3165008,São Tiago,MG,506.95704887218045
3165107,São Tomás de Aquino,MG,494.07173913043476
3165206,São Thomé das Letras,MG,518.7246753246753
3165305,São Vicente de Minas,MG,513.0430706521739
3165404,Sapucaí-Mirim,MG,520.1783536585366
3165503,Sardoá,MG,485.584375
3165537,Sarzedo,MG,517.0286220472441
3165552,Setubinha,MG,480.2265037593985
3165560,Sem-Peixe,MG,503.9047619047619
3165578,Senador Amaral,MG,489.891091954023
3165602,Senador Cortes,MG,492.2913461538462
3165701,Senador Firmino,MG,539.0830078125
3165800,Senador José Bento,MG,512.3064814814815
3165909,Senador Modestino Gonçalves,MG,485.95202702702704
3166006,Senhora de Oliveira,MG,533.92578125
3166105,Senhora do Porto,MG,491.00652173913045
3166204,Senhora dos Remédios,MG,512.2674846625766
3166303,Sericita,MG,510.952731092437
3166402,Seritinga,MG,516.7586206896551
3166501,Serra Azul de Minas,MG,465.1347826086957
3166600,Serra da Saudade,MG,510.435
3166709,Serra dos Aimorés,MG,463.94697580645163
3166808,Serra do Salitre,MG,495.9176300578035
3166907,Serrania,MG,519.268992248062
3166956,Serranópolis de Minas,MG,470.134375
3167004,Serranos,MG,473.3095588235294
3167103,Serro,MG,495.1344483568075
3167202,Sete Lagoas,MG,536.4943864961866
3167301,Silveirânia,MG,544.6811403508772
3167400,Silvianópolis,MG,521.6273333333334
3167509,Simão Pereira,MG,493.553
3167608,Simonésia,MG,507.0046783625731
3167707,Sobrália,MG,506.76098484848484
3167806,Soledade de Minas,MG,529.9234615384615
3167905,Tabuleiro,MG,533.0293478260869
3168002,Taiobeiras,MG,512.1366030534351
3168051,Taparuba,MG,499.59797297297297
3168101,Tapira,MG,537.2730769230769
3168200,Tapiraí,MG,505.24142857142857
3168309,Taquaraçu de Minas,MG,494.2504464285714
3168408,Tarumirim,MG,503.1296783625731
3168507,Teixeiras,MG,513.5093548387097
3168606,Teófilo Otoni,MG,513.718298816568
3168705,Timóteo,MG,544.9862537313433
3168804,Tiradentes,MG,528.8127272727273
3168903,Tiros,MG,499.06888888888886
3169000,Tocantins,MG,530.46875
3169059,Tocos do Moji,MG,494.057196969697
3169109,Toledo,MG,507.293023255814
3169208,Tombos,MG,490.4311475409836
3169307,Três Corações,MG,525.7208852313167
3169356,Três Marias,MG,512.0547247706422
3169406,Três Pontas,MG,516.5677952329361
3169505,Tumiritinga,MG,475.2752427184466
3169604,Tupaciguara,MG,498.47010050251254
3169703,Turmalina,MG,505.99699367088607
3169802,Turvolândia,MG,512.065909090909
3169901,Ubá,MG,539.2529477196886
3170008,Ubaí,MG,471.3771897810219
3170057,Ubaporanga,MG,503.20844748858445
3170107,Uberaba,MG,538.2484417925824
3170206,Uberlândia,MG,535.0895924402159
3170305,Umburatiba,MG,465.1517857142857
3170404,Unaí,MG,496.52058985667037
3170438,União de Minas,MG,482.6259259259259
3170479,Uruana de Minas,MG,463.75714285714287
3170503,Urucânia,MG,502.8158914728682
3170529,Urucuia,MG,468.4066993464052
3170578,Vargem Alegre,MG,512.1548449612403
3170602,Vargem Bonita,MG,484.56857142857143
3170651,Vargem Grande do Rio Pardo,MG,481.1940909090909
3170701,Varginha,MG,538.6921510297483
3170750,Varjão de Minas,MG,491.0195402298851
3170800,Várzea da Palma,MG,497.02823639774857
3170909,Varzelândia,MG,477.5589100346021
3171006,Vazante,MG,512.2099483204134
3171030,Verdelândia,MG,447.01483739837397
3171071,Veredinha,MG,497.97630597014927
3171105,Veríssimo,MG,478.85232558139535
3171154,Vermelho Novo,MG,497.43725
3171204,Vespasiano,MG,510.8081171950048
3171303,Viçosa,MG,550.0234556962025
3171402,Vieiras,MG,489.42816455696203
3171501,Mathias Lobato,MG,490.69864864864866
3171600,Virgem da Lapa,MG,495.51659292035396
3171709,Virgínia,MG,512.9317901234568
3171808,Virginópolis,MG,521.6718283582089
3171907,Virgolândia,MG,497.3477941176471
3172004,Visconde do Rio Branco,MG,536.247
3172103,Volta Grande,MG,513.5598958333334
3172202,Wenceslau Braz,MG,530.5725609756098
3200102,Afonso Cláudio,ES,512.769110576923
3200136,Águia Branca,ES,496.03980891719743
3200169,Água Doce do Norte,ES,482.79884020618556
3200201,Alegre,ES,515.1471232876712
3200300,Alfredo Chaves,ES,525.328125
3200359,Alto Rio Novo,ES,497.0856
3200409,Anchieta,ES,514.33147751606
3200508,Apiacá,ES,500.5752427184466
3200607,Aracruz,ES,518.39424
3200706,Atílio Vivacqua,ES,495.4136138613861
3200805,Baixo Guandu,ES,513.9964714714715
3200904,Barra de São Francisco,ES,505.0362969004894
3201001,Boa Esperança,ES,497.163876146789
3201100,Bom Jesus do Norte,ES,512.3265151515152
3201159,Brejetuba,ES,499.79157142857144
3201209,Cachoeiro de Itapemirim,ES,520.9832328726845
3201308,Cariacica,ES,508.0572032703693
3201407,Castelo,ES,523.8309297218156
3201506,Colatina,ES,528.8953841117416
3201605,Conceição da Barra,ES,481.78132688927946
3201704,Conceição do Castelo,ES,520.4790983606557
3201803,Divino de São Lourenço,ES,501.7254098360656
3201902,Domingos Martins,ES,530.8182092555332
3202009,Dores do Rio Preto,ES,493.87708333333336
3202108,Ecoporanga,ES,494.0140495867769
3202207,Fundão,ES,510.71715384615385
3202256,Governador Lindenberg,ES,516.7941489361702
3202306,Guaçuí,ES,517.6197628458498
3202405,Guarapari,ES,516.9991096866097
3202454,Ibatiba,ES,538.3176515151515
3202504,Ibiraçu,ES,514.8437142857143
3202553,Ibitirama,ES,490.1090336134454
3202603,Iconha,ES,530.5713519313305
3202652,Irupi,ES,515.2825581395349
3202702,Itaguaçu,ES,511.05775316455697
3202801,Itapemirim,ES,500.11234782608693
3202900,Itarana,ES,523.6867732558139
3203007,Iúna,ES,518.0855745721271
3203056,Jaguaré,ES,497.901968503937
3203106,Jerônimo Monteiro,ES,506.70026041666665
3203130,João Neiva,ES,535.6775089605735
3203163,Laranja da Terra,ES,504.1731418918919
3203205,Linhares,ES,514.3059278350515
3203304,Mantenópolis,ES,481.2194
3203320,Marataízes,ES,512.0718457943925
3203346,Marechal Floriano,ES,535.9554856115108
3203353,Marilândia,ES,520.896682464455
3203403,Mimoso do Sul,ES,508.39272334293946
3203502,Montanha,ES,503.8536827195467
3203601,Mucurici,ES,494.99521276595743
3203700,Muniz Freire,ES,508.6814406779661
3203809,Muqui,ES,502.27122448979594
3203908,Nova Venécia,ES,513.1004469606675
3204005,Pancas,ES,502.4140186915888
3204054,Pedro Canário,ES,487.84429611650484
3204104,Pinheiros,ES,490.6674119241192
3204203,Piúma,ES,516.1494186046511
3204252,Ponto Belo,ES,492.9030701754386
3204302,Presidente Kennedy,ES,475.16143292682926
3204351,Rio Bananal,ES,512.301711026616
3204401,Rio Novo do Sul,ES,515.4513100436682
3204500,Santa Leopoldina,ES,502.04885496183203
3204559,Santa Maria de Jetibá,ES,520.3012582056892
3204609,Santa Teresa,ES,542.2518382352941
3204658,São Domingos do Norte,ES,501.4740234375
3204708,São Gabriel da Palha,ES,513.3688669438669
3204807,São José do Calçado,ES,505.3688053097345
3204906,São Mateus,ES,507.17527013752454
3204955,São Roque do Canaã,ES,506.81738505747126
3205002,Serra,ES,512.9903396674584
3205010,Sooretama,ES,484.0020547945206
3205036,Vargem Alta,ES,521.3694610778443
3205069,Venda Nova do Imigrante,ES,540.2631239242685
3205101,Viana,ES,499.5356805293006
3205150,Vila Pavão,ES,508.2878151260504
3205176,Vila Valério,ES,514.0575418994414
3205200,Vila Velha,ES,537.9677084445393
3205309,Vitória,ES,548.5230751471777
3300100,Angra dos Reis,RJ,509.5535890580008
3300159,Aperibé,RJ,521.9828125
3300209,Araruama,RJ,517.9985426008968
3300225,Areal,RJ,504.7259433962264
3300233,Armação dos Búzios,RJ,521.9780155642023
3300258,Arraial do Cabo,RJ,519.2972049689441
3300308,Barra do Piraí,RJ,524.0786468812877
3300407,Barra Mansa,RJ,526.882434821034
3300456,Belford Roxo,RJ,494.39358675373137
3300506,Bom Jardim,RJ,539.576523297491
3300605,Bom Jesus do Itabapoana,RJ,516.1222491909385
3300704,Cabo Frio,RJ,520.9583813987023
3300803,Cachoeiras de Macacu,RJ,507.5080784574468
3300902,Cambuci,RJ,502.17692307692306
3300936,Carapebus,RJ,497.70013227513226
3300951,Comendador Levy Gasparian,RJ,509.62704081632654
3301009,Campos dos Goytacazes,RJ,519.9251675710182
3301108,Cantagalo,RJ,518.5496212121212
3301157,Cardoso Moreira,RJ,495.6459459459459
3301207,Carmo,RJ,514.9654135338346
3301306,Casimiro de Abreu,RJ,516.7452752976191
3301405,Conceição de Macabu,RJ,503.1248299319728
3301504,Cordeiro,RJ,518.3152555910543
3301603,Duas Barras,RJ,507.9451612903226
3301702,Duque de Caxias,RJ,502.04322081393343
3301801,Engenheiro Paulo de Frontin,RJ,501.1732227488152
3301850,Guapimirim,RJ,503.13943381180223
3301876,Iguaba Grande,RJ,515.6900134048258
3301900,Itaboraí,RJ,500.7363762811127
3302007,Itaguaí,RJ,503.90275974025974
3302056,Italva,RJ,525.1807926829268
3302106,Itaocara,RJ,521.0126190476191
3302205,Itaperuna,RJ,534.7514035087719
3302254,Itatiaia,RJ,519.1078212290503
3302270,Japeri,RJ,483.6160979877515
3302304,Laje do Muriaé,RJ,517.9246376811594
3302403,Macaé,RJ,523.2314464285714
3302452,Macuco,RJ,498.7848404255319
3302502,Magé,RJ,500.53666379310346
3302601,Mangaratiba,RJ,509.0113689095128
3302700,Maricá,RJ,522.5391304347826
3302809,Mendes,RJ,515.226329787234
3302858,Mesquita,RJ,503.8096865476709
3302908,Miguel Pereira,RJ,520.851875
3303005,Miracema,RJ,502.294246031746
3303104,Natividade,RJ,518.779920212766
3303203,Nilópolis,RJ,515.4462808098591
3303302,Niterói,RJ,555.5255905886836
3303401,Nova Friburgo,RJ,549.90799689441
3303500,Nova Iguaçu,RJ,501.0337146422629
3303609,Paracambi,RJ,517.7117137355584
3303708,Paraíba do Sul,RJ,503.17391598915987
3303807,Paraty,RJ,528.133681462141
3303856,Paty do Alferes,RJ,508.303661971831
3303906,Petrópolis,RJ,531.5842908653846
3303955,Pinheiral,RJ,524.9310344827586
3304003,Piraí,RJ,517.9825862068966
3304102,Porciúncula,RJ,508.46366822429906
3304110,Porto Real,RJ,505.1146516393443
3304128,Quatis,RJ,514.0950920245399
3304144,Queimados,RJ,494.2691300280636
3304151,Quissamã,RJ,505.5823369565217
3304201,Resende,RJ,538.2068808685445
3304300,Rio Bonito,RJ,513.6195480225989
3304409,Rio Claro,RJ,495.2620731707317
3304508,Rio das Flores,RJ,508.7793918918919
3304524,Rio das Ostras,RJ,526.1777893277894
3304557,Rio de Janeiro,RJ,535.4481487628692
3304607,Santa Maria Madalena,RJ,504.52908163265306
3304706,Santo Antônio de Pádua,RJ,512.1000307503075
3304755,São Francisco de Itabapoana,RJ,503.0723032069971
3304805,São Fidélis,RJ,513.2430407801419
3304904,São Gonçalo,RJ,512.2700013281094
3305000,São João da Barra,RJ,503.0618253968254
3305109,São João de Meriti,RJ,504.4950933827081
3305133,São José de Ubá,RJ,500.12298387096774
3305158,São José do Vale do Rio Preto,RJ,513.8591397849463
3305208,São Pedro da Aldeia,RJ,519.7470043103448
3305307,São Sebastião do Alto,RJ,493.72689393939396
3305406,Sapucaia,RJ,515.8592024539877
3305505,Saquarema,RJ,511.27150805832696
3305554,Seropédica,RJ,506.17609635577514
3305604,Silva Jardim,RJ,487.3187282229965
3305703,Sumidouro,RJ,513.3560810810811
3305752,Tanguá,RJ,492.9418604651163
3305802,Teresópolis,RJ,535.9352460955987
3305901,Trajano de Moraes,RJ,474.9316666666667
3306008,Três Rios,RJ,511.90015842839034
3306107,Valença,RJ,525.9548487544484
3306156,Varre-Sai,RJ,513.1073770491803
3306206,Vassouras,RJ,514.1866629464286
3306305,Volta Redonda,RJ,540.1310049660219
3500105,Adamantina,SP,552.2085635359116
3500204,Adolfo,SP,497.77875
3500303,Aguaí,SP,531.4682584269663
3500402,Águas da Prata,SP,531.3149305555555
3500501,Águas de Lindóia,SP,521.3244505494506
3500550,Águas de Santa Bárbara,SP,546.9197580645161
3500600,Águas de São Pedro,SP,545.1025
3500709,Agudos,SP,526.084
3500758,Alambari,SP,499.8769736842105
3500808,Alfredo Marcondes,SP,509.27705479452055
3500907,Altair,SP,499.2682692307692
3501004,Altinópolis,SP,510.1917021276596
3501103,Alto Alegre,SP,514.358870967742
3501152,Alumínio,SP,529.002599009901
3501202,Álvares Florence,SP,532.475
3501301,Álvares Machado,SP,509.4013924050633
3501400,Álvaro de Carvalho,SP,509.2216666666667
3501509,Alvinlândia,SP,507.7318181818182
3501608,Americana,SP,549.6747619887165
3501707,Américo Brasiliense,SP,519.609842519685
3501806,Américo de Campos,SP,519.7386029411765
3501905,Amparo,SP,539.3408725602756
3502002,Analândia,SP,531.0644444444445
3502101,Andradina,SP,523.0065483119907
3502200,Angatuba,SP,512.4099337748345
3502309,Anhembi,SP,524.4910256410257
3502408,Anhumas,SP,505.21666666666664
3502507,Aparecida,SP,533.8166189111748
3502606,Aparecida d'Oeste,SP,519.2833333333333
3502705,Apiaí,SP,509.53186090225563
3502754,Araçariguama,SP,517.4301502145922
3502804,Araçatuba,SP,542.4469758981355
3502903,Araçoiaba da Serra,SP,525.4787841191066
3503000,Aramina,SP,488.7440476190476
3503109,Arandu,SP,520.0033653846154
3503158,Arapeí,SP,513.174
3503208,Araraquara,SP,546.3290126382307
3503307,Araras,SP,548.8268353941268
3503356,Arco-Íris,SP,516.2596153846154
3503406,Arealva,SP,518.9505952380953
3503505,Areias,SP,517.10125
3503604,Areiópolis,SP,509.51696428571427
3503703,Ariranha,SP,534.7757575757576
3503802,Artur Nogueira,SP,515.680975609756
3503901,Arujá,SP,517.2126923076924
3503950,Aspásia,SP,509.07236842105266
3504008,Assis,SP,539.0358374384236
3504107,Atibaia,SP,546.4749856569134
3504206,Auriflama,SP,518.1703201970444
3504305,Avaí,SP,486.11742424242425
3504404,Avanhandava,SP,519.6617521367522
3504503,Avaré,SP,540.439537126326
3504602,Bady Bassitt,SP,537.6035714285714
3504701,Balbinos,SP,504.4546875
3504800,Bálsamo,SP,532.8714743589744
3504909,Bananal,SP,511.4348958333333
3505005,Barão de Antonina,SP,508.00054347826085
3505104,Barbosa,SP,501.7301724137931
3505203,Bariri,SP,536.5200462962963
3505302,Barra Bonita,SP,534.5834538878843
3505351,Barra do Chapéu,SP,505.2342857142857
3505401,Barra do Turvo,SP,487.125
3505500,Barretos,SP,520.6550886308069
3505609,Barrinha,SP,500.7744394618834
3505708,Barueri,SP,526.6496845104824
3505807,Bastos,SP,523.1835714285714
3505906,Batatais,SP,535.113950617284
3506003,Bauru,SP,542.9420874384236
3506102,Bebedouro,SP,546.8686959654178
3506201,Bento de Abreu,SP,508.37583333333333
3506300,Bernardino de Campos,SP,528.4797520661157
3506359,Bertioga,SP,504.31962864721487
3506409,Bilac,SP,515.5775
3506508,Birigui,SP,532.3633640552995
3506607,Biritiba Mirim,SP,502.32179665738164
3506706,Boa Esperança do Sul,SP,509.2298076923077
3506805,Bocaina,SP,541.85875
3506904,Bofete,SP,530.8597826086957
3507001,Boituva,SP,534.6980571847507
3507100,Bom Jesus dos Perdões,SP,520.2379464285714
3507159,Bom Sucesso de Itararé,SP,508.4858870967742
3507209,Borá,SP,486.375
3507308,Boracéia,SP,522.24375
3507407,Borborema,SP,510.04487179487177
3507456,Borebi,SP,522.4546875
3507506,Botucatu,SP,559.9446064942213
3507605,Bragança Paulista,SP,538.7567041108987
3507704,Braúna,SP,512.6132352941177
3507753,Brejo Alegre,SP,515.5615384615385
3507803,Brodowski,SP,530.2783914728682
3507902,Brotas,SP,545.1391304347826
3508009,Buri,SP,495.37958515283844
3508108,Buritama,SP,501.6397058823529
3508207,Buritizal,SP,519.7227272727273
3508306,Cabrália Paulista,SP,503.92287234042556
3508405,Cabreúva,SP,508.31543689320387
3508504,Caçapava,SP,535.4258663366337
3508603,Cachoeira Paulista,SP,534.5323333333333
3508702,Caconde,SP,516.4753073770491
3508801,Cafelândia,SP,507.2576589595376
3508900,Caiabu,SP,507.5093023255814
3509007,Caieiras,SP,517.0262949640288
3509106,Caiuá,SP,497.49140625
3509205,Cajamar,SP,511.26891233766236
3509254,Cajati,SP,515.1095188284519
3509304,Cajobi,SP,530.3086
3509403,Cajuru,SP,508.3672131147541
3509452,Campina do Monte Alegre,SP,502.985625
3509502,Campinas,SP,545.5098066662275
3509601,Campo Limpo Paulista,SP,523.8617096018735
3509700,Campos do Jordão,SP,530.2832980972515
3509809,Campos Novos Paulista,SP,506.52222222222224
3509908,Cananéia,SP,499.03407258064516
3509957,Canas,SP,506.565
3510005,Cândido Mota,SP,517.4446113074205
3510104,Cândido Rodrigues,SP,499.2689655172414
3510153,Canitar,SP,494.2960227272727
3510203,Capão Bonito,SP,517.5977857142857
3510302,Capela do Alto,SP,518.8677631578947
3510401,Capivari,SP,534.2472308892355
3510500,Caraguatatuba,SP,521.4535294117647
3510609,Carapicuíba,SP,506.55714476733823
3510708,Cardoso,SP,509.690404040404
3510807,Casa Branca,SP,530.2456273764259
3510906,Cássia dos Coqueiros,SP,513.077868852459
3511003,Castilho,SP,495.326463963964
3511102,Catanduva,SP,552.3743599689682
3511201,Catiguá,SP,520.2588235294118
3511300,Cedral,SP,547.5709459459459
3511409,Cerqueira César,SP,521.9668650793651
3511508,Cerquilho,SP,536.3677295918368
3511607,Cesário Lange,SP,513.7694230769231
3511706,Charqueada,SP,528.46725
3511904,Clementina,SP,501.61
3512001,Colina,SP,521.7620853080568
3512100,Colômbia,SP,524.7357142857143
3512209,Conchal,SP,534.1195772058824
3512308,Conchas,SP,526.1758064516129
3512407,Cordeirópolis,SP,530.4548780487805
3512506,Coroados,SP,517.335
3512605,Coronel Macedo,SP,507.99637096774194
3512704,Corumbataí,SP,519.37
3512803,Cosmópolis,SP,523.13995215311
3512902,Cosmorama,SP,528.9586419753086
3513009,Cotia,SP,524.4800403225806
3513108,Cravinhos,SP,532.1555819477435
3513207,Cristais Paulista,SP,515.1130434782608
3513306,Cruzália,SP,493.48071428571427
3513405,Cruzeiro,SP,543.321987534626
3513504,Cubatão,SP,510.94147262429203
3513603,Cunha,SP,523.2916158536585
3513702,Descalvado,SP,534.6667929292929
3513801,Diadema,SP,513.1480420124482
3513850,Dirce Reis,SP,528.7466666666667
3513900,Divinolândia,SP,524.6189102564102
3514007,Dobrada,SP,502.42
3514106,Dois Córregos,SP,528.0130833333334
3514205,Dolcinópolis,SP,535.1611111111112
3514304,Dourado,SP,541.2834337349398
3514403,Dracena,SP,554.2207468879668
3514502,Duartina,SP,529.8629921259842
3514601,Dumont,SP,518.4465568862275
3514700,Echaporã,SP,519.0347457627119
3514809,Eldorado,SP,488.5157284768212
3514908,Elias Fausto,SP,511.9297619047619
3514924,Elisiário,SP,497.5842105263158
