"","cod_municipio_ibge","municipio","fibra_optica","wifi","ethernet","lte","vsatelite","wimax","plc_eletrico","xdsl","cable_modem","fwa_5g_fixed","atm_backbone","dth_satelite","hfc_tv_cabo","fr_frame_relay","mmds"
"1",3112406,"Capetinga",0,0,2,0,0,0,0,33,0,4,0,0,0,0,0
"2",3115102,"Cássia",0,0,2,0,0,0,0,522,0,7,0,0,0,0,0
"3",3133758,"Itaú de Minas",0,0,7,0,0,0,0,219,0,7,0,0,0,0,0
"4",3134806,"Jacuí",0,0,3,0,0,0,0,0,0,0,0,0,1,0,0
"5",3143203,"Monte Santo de Minas",0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
"6",3147907,"Passos",0,0,0,0,0,0,0,0,0,19,11,0,0,1,0
"7",3152907,"Pratápolis",0,0,1,0,0,0,0,140,0,0,0,0,0,1,0
"8",3164704,"São Sebastião do Paraíso",0,0,0,0,0,0,0,1665,0,0,6,0,0,1,0
"9",3165107,"São Tomás de Aquino",0,0,0,0,50,0,0,63,0,1,0,0,0,0,0
"10",3543402,"Ribeirão Preto",0,0,0,0,0,0,0,0,0,0,0,0,112624,0,0
"11",3546256,"Santa Cruz da Esperança",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"12",2904100,"Boquira",522,0,0,0,0,0,0,62,0,3,0,0,0,0,0
"13",2904308,"Brejões",0,0,649,0,0,0,0,24,0,6,0,0,0,0,0
"14",4104808,"Cascavel",0,0,0,0,0,0,0,0,0,0,157,0,23298,0,0
"15",4101705,"Araruna",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"16",3152808,"Prata",0,0,0,0,0,0,0,0,0,3,2,0,0,0,0
"17",2918506,"Jussara",0,0,0,0,0,0,0,44,0,0,0,0,0,0,0
"18",4113007,"Jussara",0,293,0,0,0,0,0,119,0,1,0,0,0,1,0
"19",3118007,"Congonhas",0,0,10,0,0,5,0,2405,0,0,0,0,0,6,0
"20",3118304,"Conselheiro Lafaiete",0,0,111,0,0,0,0,7126,0,46,11,0,0,8,0
"21",3131307,"Ipatinga",0,0,0,0,0,0,0,0,0,0,0,0,5847,2,0
"22",3131703,"Itabira",0,0,0,0,0,0,0,0,0,29,10,0,1,2,0
"23",3133600,"Itapeva",0,0,2,0,0,0,0,185,0,8,0,0,0,0,0
"24",4127700,"Toledo",0,0,0,0,0,0,0,0,360,0,28,0,0,6,0
"25",4108809,"Guaíra",0,0,0,0,0,0,0,607,0,0,0,0,0,4,0
"26",3550308,"São Paulo",0,0,0,0,0,0,0,0,0,0,33821,0,0,0,0
"27",4101507,"Arapongas",0,0,0,0,0,0,0,10427,0,0,22,0,8971,8,0
"28",4103305,"Borrazópolis",0,0,0,0,0,0,0,260,0,0,0,0,0,0,0
"29",4103800,"Cambira",0,68,4,0,0,0,0,222,0,0,0,0,0,0,0
"30",4104303,"Campo Mourão",0,0,0,0,0,0,0,8120,0,17,17,0,0,6,0
"31",4105508,"Cianorte",0,0,0,0,0,0,0,0,0,0,0,0,3715,4,0
"32",4106902,"Curitiba",0,0,0,0,0,105,0,0,1388,0,0,0,0,0,0
"33",4107256,"Douradina",0,0,6,0,0,0,0,82,0,1,0,0,0,2,0
"34",4107306,"Doutor Camargo",0,0,0,0,0,0,0,212,0,0,0,0,0,1,0
"35",4107504,"Engenheiro Beltrão",0,0,0,0,0,0,0,599,0,0,2,0,0,1,0
"36",4107751,"Figueira",0,0,0,0,0,0,0,36,0,0,1,0,0,1,0
"37",4108601,"Goioerê",0,0,0,0,0,0,0,889,0,0,2,0,0,6,0
"38",4112108,"Jandaia do Sul",0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
"39",4113700,"Londrina",0,0,0,0,0,1,0,0,0,0,249,0,48270,0,0
"40",4114005,"Mamborê",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"41",4114203,"Mandaguari",0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
"42",4114609,"Marechal Cândido Rondon",0,0,0,0,0,0,0,817,0,10,0,0,0,4,0
"43",4114807,"Marialva",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"44",4115200,"Maringá",0,0,0,0,0,0,0,0,53,0,260,0,38551,0,0
"45",4117503,"Paiçandu",0,0,0,0,0,0,0,0,0,0,5,0,1,4,0
"46",4117909,"Palotina",0,0,24,0,0,0,0,524,0,1,0,0,0,3,0
"47",4118402,"Paranavaí",0,0,0,0,0,0,0,0,998,8,14,0,0,8,0
"48",4118808,"Peabiru",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"49",4126256,"Sarandi",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"50",4204202,"Chapecó",0,0,0,0,0,0,0,0,0,0,50,0,9052,0,0
"51",5005707,"Naviraí",0,0,212,0,0,0,0,2357,0,3,0,0,0,2,0
"52",3515707,"Ferraz de Vasconcelos",0,0,0,0,0,0,0,0,0,0,133,0,1,0,0
"53",3556503,"Várzea Paulista",0,0,0,544,0,0,0,10719,0,4,76,0,0,0,0
"54",4309704,"Humaitá",0,0,2,0,0,0,0,67,0,0,0,0,0,0,0
"55",4319109,"São Martinho",0,0,1,0,0,0,0,83,0,0,0,0,0,0,0
"56",4306007,"Crissiumal",0,0,1,0,24,0,0,130,0,0,1,0,0,0,0
"57",4313011,"Nova Candelária",0,0,1,0,0,0,0,3,0,0,0,0,0,1,0
"58",4319737,"São Valério do Sul",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"59",4320230,"Sede Nova",0,5,0,0,0,0,0,16,0,0,0,0,0,1,0
"60",3548906,"São Carlos",0,0,0,0,0,0,0,0,0,186,358,0,55326,0,0
"61",3509502,"Campinas",0,0,0,0,0,0,0,0,0,0,2908,0,0,0,0
"62",3522604,"Itapira",0,0,2,0,0,0,0,5487,0,0,109,0,2,0,0
"63",5107040,"Primavera do Leste",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"64",3501707,"Américo Brasiliense",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"65",3552809,"Taboão da Serra",0,0,0,0,0,0,0,0,0,27,345,0,14325,0,0
"66",1508084,"Tucumã",0,0,0,0,0,0,0,56,1,1,4,0,0,0,0
"67",4201406,"Araranguá",0,0,0,0,17,0,0,1531,0,35,2,0,0,3,0
"68",4202073,"Balneário Gaivota",0,0,4,0,0,0,0,286,0,1,0,0,0,0,0
"69",4215653,"Santa Rosa do Sul",0,0,0,0,0,0,0,134,0,0,0,0,0,0,0
"70",4217709,"Sombrio",0,0,0,0,0,0,0,787,0,4,0,0,0,0,0
"71",4314100,"Passo Fundo",0,0,0,0,0,0,0,0,0,30,54,0,21751,25,0
"72",3306008,"Três Rios",0,0,0,0,0,0,0,5188,332,6,7,0,0,0,0
"73",1500800,"Ananindeua",0,0,0,6985,0,0,0,0,0,0,0,0,0,2,0
"74",2111409,"São Luís Gonzaga do Maranhão",0,0,0,0,0,0,0,44,0,8,0,0,0,0,0
"75",2211001,"Teresina",0,0,0,4830,0,0,0,30833,0,0,85,0,39366,0,0
"76",2931350,"Teixeira de Freitas",0,0,0,0,0,0,0,3018,0,0,0,0,0,0,0
"77",3201308,"Cariacica",0,0,0,1529,0,368,0,0,0,0,70,0,8237,0,0
"78",3205002,"Serra",0,0,0,722,0,0,0,0,0,0,172,0,0,0,0
"79",3205200,"Vila Velha",0,0,0,1714,0,0,0,0,0,0,145,0,0,0,0
"80",2704104,"Lagoa da Canoa",0,0,301,0,0,0,0,18,0,5,0,0,0,1,0
"81",2405009,"Jaçanã",0,0,6,0,0,0,0,13,0,7,0,0,0,0,0
"82",2505105,"Cuité",0,876,1,0,0,0,0,56,0,7,0,0,0,1,0
"83",2510105,"Nova Floresta",535,511,1,0,4,0,0,21,0,5,0,0,0,0,0
"84",2927408,"Salvador",0,0,0,0,0,1,0,0,0,0,976,0,0,0,0
"85",4101804,"Araucária",0,0,0,0,0,0,0,0,0,25,32,0,5225,0,0
"86",4102307,"Balsa Nova",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"87",4104204,"Campo Largo",0,0,0,0,0,0,0,0,0,490,15,0,1795,0,0
"88",4104659,"Carambeí",0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"89",4104907,"Castro",0,0,0,0,0,0,0,2233,0,32,0,0,0,6,0
"90",4106209,"Contenda",0,0,8,0,0,0,0,0,0,0,2,0,0,1,0
"91",4110201,"Inácio Martins",0,0,0,0,99,0,0,49,0,0,0,0,0,0,0
"92",4113205,"Lapa",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"93",4117701,"Palmeira",0,0,13,0,0,0,0,0,0,0,0,0,0,4,0
"94",4119905,"Ponta Grossa",0,0,0,0,0,0,0,31977,0,18,105,0,21579,0,0
"95",4120101,"Porto Amazonas",0,0,1,0,0,0,0,221,0,0,0,0,0,0,0
"96",4125100,"São João do Triunfo",0,0,3,0,0,0,0,132,0,0,0,0,0,0,0
"97",1302603,"Manaus",0,0,0,25362,0,0,0,0,0,0,155,0,0,0,0
"98",5300108,"Brasília",0,0,0,0,0,0,0,0,0,0,2057,0,332299,0,0
"99",3501400,"Álvaro de Carvalho",0,0,0,0,0,0,0,232,0,0,0,0,0,0,0
"100",3501509,"Alvinlândia",0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
"101",3515657,"Fernão",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102",3516606,"Gália",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103",3516705,"Garça",0,0,0,0,0,0,0,3281,0,0,68,0,0,0,0
"104",3527504,"Lucianópolis",0,0,0,0,0,0,0,58,0,0,0,0,0,0,0
"105",3527801,"Lupércio",0,0,0,0,0,0,0,110,0,0,0,0,0,0,0
"106",3533700,"Ocauçu",0,0,0,0,0,0,0,286,0,0,13,0,0,0,0
"107",3555505,"Ubirajara",0,0,0,0,20,0,0,265,0,0,0,0,0,0,0
"108",2603504,"Camocim de São Félix",0,0,0,0,0,0,0,42,0,1,0,0,0,0,0
"109",3534401,"Osasco",0,0,0,0,0,0,0,0,7126,0,945,0,106893,0,0
"110",4109401,"Guarapuava",0,0,0,0,0,1,0,0,0,5,0,0,13814,11,0
"111",4119954,"Pontal do Paraná",0,0,0,0,0,0,0,2252,0,0,0,0,0,0,0
"112",4125605,"São Mateus do Sul",0,0,0,0,0,0,0,1247,0,0,0,0,0,0,0
"113",3509403,"Cajuru",0,0,0,0,0,0,0,0,0,0,23,0,0,0,0
"114",3527603,"Luís Antônio",0,0,0,0,0,0,0,473,0,41,30,0,0,0,0
"115",3547601,"Santa Rosa de Viterbo",0,0,0,0,0,0,0,1856,0,5,36,0,0,0,0
"116",3550902,"São Simão",2067,0,0,0,0,0,0,937,0,116,37,0,0,0,0
"117",3553302,"Tambaú",0,0,0,0,0,0,0,1143,0,1,38,0,0,0,0
"118",3510401,"Capivari",0,0,20,0,0,0,0,2921,0,8,93,0,3565,0,0
"119",3520509,"Indaiatuba",0,0,0,0,0,0,0,0,0,45,344,0,35028,0,0
"120",3523909,"Itu",0,0,0,0,0,0,0,0,0,0,290,0,24790,0,0
"121",3545209,"Salto",0,0,0,0,0,0,0,0,0,0,151,0,14667,0,0
"122",4300638,"Amaral Ferrador",256,1067,0,0,0,0,0,35,0,0,0,0,0,0,0
"123",3525201,"Jarinu",0,0,0,0,0,0,0,0,0,0,47,0,0,0,0
"124",2903102,"Barra do Rocha",38,0,0,0,0,0,0,31,0,0,0,0,0,0,0
"125",2913903,"Ipiaú",477,0,0,0,0,0,0,1511,0,0,0,0,0,0,0
"126",2914307,"Iramaia",0,9,0,0,0,0,0,25,0,4,0,0,0,0,0
"127",2915106,"Itagi",0,0,164,0,0,0,0,44,0,2,0,0,0,0,0
"128",2917607,"Jaguaquara",0,0,0,0,0,0,0,983,0,3,0,0,0,0,0
"129",2918001,"Jequié",0,0,0,0,0,0,0,4526,0,0,0,0,0,1,0
"130",2918704,"Lafaiete Coutinho",0,0,15,0,0,0,0,21,0,0,0,0,0,0,0
"131",2920403,"Manoel Vitorino",0,0,0,0,0,0,0,80,0,1,0,0,0,0,0
"132",2920502,"Maracás",0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
"133",2933307,"Vitória da Conquista",0,0,0,113,0,0,0,6782,0,0,43,0,0,5,0
"134",1500602,"Altamira",0,0,0,0,0,179,0,2403,0,282,0,0,0,0,0
"135",1505031,"Novo Progresso",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"136",5104104,"Guarantã do Norte",0,0,0,0,0,225,0,1023,0,0,2,0,0,1,0
"137",3547304,"Santana de Parnaíba",0,0,0,20,0,0,0,0,0,421,594,0,10982,0,0
"138",3112505,"Capim Branco",0,0,1,0,0,0,0,178,0,3,0,0,0,0,0
"139",3141108,"Matozinhos",0,0,0,0,0,0,0,1276,0,7,3,0,0,1,0
"140",3149309,"Pedro Leopoldo",0,0,0,0,0,2,0,0,0,0,3,0,0,0,0
"141",3153608,"Prudente de Morais",0,0,0,0,0,0,0,423,0,0,0,0,0,0,0
"142",2402303,"Caraúbas",0,0,0,0,0,0,0,33,0,8,0,0,0,0,0
"143",2112209,"Timon",0,0,0,440,0,0,0,84,0,0,1,0,0,0,0
"144",2500304,"Alagoa Grande",0,0,0,0,0,0,0,120,0,18,0,0,0,0,0
"145",2508307,"Lagoa Seca",0,0,0,0,0,0,0,108,0,0,0,0,0,0,0
"146",2304400,"Fortaleza",0,0,0,0,0,0,0,0,0,453,650,0,0,0,0
"147",2610202,"Panelas",0,0,0,0,0,0,0,36,0,14,0,0,0,0,0
"148",2610707,"Paulista",0,0,0,0,0,0,0,0,0,0,28,0,2484,3,0
"149",2600054,"Abreu e Lima",0,0,0,0,0,0,0,0,0,13,4,0,0,0,0
"150",2602902,"Cabo de Santo Agostinho",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"151",2603454,"Camaragibe",0,0,0,0,0,0,0,4057,0,4,0,0,0,2,0
"152",2604106,"Caruaru",0,0,0,36,0,0,0,0,0,0,106,0,4436,0,0
"153",2606408,"Gravatá",0,0,0,0,0,0,0,1103,0,14,0,0,0,0,0
"154",2607208,"Ipojuca",0,0,0,0,0,0,0,0,0,367,0,0,0,0,0
"155",2607901,"Jaboatão dos Guararapes",0,0,0,0,0,1,0,0,0,0,67,0,12191,0,0
"156",2609600,"Olinda",0,0,0,0,0,0,0,15067,0,47,75,0,6083,1,0
"157",2611606,"Recife",0,0,0,0,0,1,0,0,0,0,922,0,0,0,0
"158",4113734,"Luiziana",0,0,3,0,0,0,0,114,0,0,0,0,0,0,0
"159",1301209,"Coari",169,0,0,0,0,0,0,17,0,0,0,0,0,0,0
"160",1301902,"Itacoatiara",0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
"161",1302504,"Manacapuru",0,0,1,0,0,0,0,11,0,0,2,0,0,0,0
"162",2411205,"Santa Cruz",0,0,0,0,0,0,0,148,0,10,0,0,0,0,0
"163",2110658,"São Domingos do Azeitão",0,0,8,0,3,0,0,32,0,0,0,0,0,0,0
"164",1100205,"Porto Velho",0,0,0,6073,0,0,0,0,0,41,0,0,22667,0,0
"165",4209102,"Joinville",0,0,0,0,0,1,0,0,0,0,246,0,0,0,0
"166",4302105,"Bento Gonçalves",0,0,0,0,0,0,0,5470,0,451,24,0,11213,19,0
"167",4304804,"Carlos Barbosa",0,0,8,0,0,0,0,0,0,820,1,0,0,2,0
"168",4305108,"Caxias do Sul",0,0,0,0,0,0,0,0,0,68,270,0,57220,0,0
"169",4305959,"Cotiporã",0,0,4,0,0,0,0,112,0,0,0,0,0,1,0
"170",4307906,"Farroupilha",0,0,0,0,0,0,0,0,0,2084,0,0,7715,6,0
"171",4308607,"Garibaldi",0,0,0,0,0,0,0,1725,0,2,5,0,0,5,0
"172",4312385,"Monte Belo do Sul",0,0,0,0,0,0,0,36,0,0,0,0,0,1,0
"173",4322806,"Veranópolis",0,0,9,0,20,0,0,1008,0,9,0,0,0,3,0
"174",4202701,"Botuverá",0,328,6,0,33,0,0,242,0,0,0,0,0,0,0
"175",4306205,"Cruzeiro do Sul",0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
"176",4311403,"Lajeado",0,0,0,0,0,0,0,0,0,15,0,0,8141,10,0
"177",4305587,"Colinas",51,0,0,0,4,0,0,48,0,0,0,0,0,1,0
"178",4301008,"Arroio do Meio",0,0,7,0,0,0,0,0,0,2,0,0,0,0,0
"179",4302253,"Boa Vista do Sul",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"180",4307807,"Estrela",0,0,0,0,0,0,0,818,0,10,2,0,704,0,0
"181",4310363,"Imigrante",0,0,0,0,0,0,0,92,0,0,0,0,0,0,0
"182",4312054,"Marques de Souza",0,0,2,0,0,0,0,29,0,0,1,0,0,1,0
"183",4316758,"Santa Clara do Sul",0,0,2,0,0,0,0,53,0,0,0,0,0,0,0
"184",4322608,"Venâncio Aires",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185",4306809,"Encantado",0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
"186",3302858,"Mesquita",0,0,0,0,0,0,0,13588,0,52,0,0,13108,0,0
"187",3300456,"Belford Roxo",0,0,0,0,0,0,0,0,0,0,18,0,7344,0,0
"188",3301702,"Duque de Caxias",0,0,0,0,0,0,0,0,0,0,185,0,8749,0,0
"189",3303500,"Nova Iguaçu",0,0,0,0,0,0,0,0,0,0,138,0,26524,0,0
"190",3303609,"Paracambi",0,0,0,0,0,0,0,3016,0,0,2,0,1647,6,0
"191",3304003,"Piraí",0,0,0,0,0,0,0,958,0,0,0,0,0,0,0
"192",3304144,"Queimados",0,0,0,0,0,0,0,8676,0,29,9,0,0,0,0
"193",3304557,"Rio de Janeiro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"194",3502903,"Araçoiaba da Serra",0,0,0,0,0,0,0,1807,22,0,26,0,0,0,0
"195",3511003,"Castilho",0,0,0,0,0,0,0,516,0,0,26,0,0,0,0
"196",3522307,"Itapetininga",0,0,0,1,0,0,0,0,0,0,232,0,14380,0,0
"197",3537800,"Piedade",0,0,0,0,0,0,0,3006,7,0,87,0,0,0,0
"198",3537909,"Pilar do Sul",0,0,0,0,0,0,0,0,0,0,49,0,0,0,0
"199",3545308,"Salto de Pirapora",0,0,0,0,0,0,0,0,0,0,50,0,0,0,0
"200",3550209,"São Miguel Arcanjo",0,0,1657,0,0,0,0,1203,0,1,49,0,0,0,0
"201",3551108,"Sarapuí",0,0,0,0,27,0,0,142,0,0,0,0,0,0,0
"202",3557006,"Votorantim",0,0,0,206,0,0,0,0,106,0,134,0,11522,0,0
"203",3547809,"Santo André",0,0,0,0,0,0,0,0,0,34,1043,0,0,0,0
"204",2111300,"São Luís",0,0,0,13324,0,0,0,0,0,0,69,0,79221,0,0
"205",4323770,"Westfália",0,0,0,0,0,0,0,17,0,0,0,0,0,2,0
"206",3511706,"Charqueada",0,0,0,0,0,0,0,1441,0,0,19,0,0,0,0
"207",3519600,"Ibitinga",0,0,0,0,34,0,0,5083,0,6,73,0,0,0,0
"208",4201950,"Balneário Arroio do Silva",0,0,4,0,0,0,0,406,0,0,0,0,0,0,0
"209",4319604,"São Sepé",0,0,0,0,0,0,0,362,0,0,1,0,0,0,0
"210",4317400,"Santiago",0,0,24,0,0,0,0,2851,0,0,0,0,1,0,0
"211",4113254,"Laranjal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"212",4117800,"Palmital",0,0,3,0,0,0,0,87,0,2,0,0,0,1,0
"213",4103958,"Campina do Simão",0,0,1,0,0,0,0,49,0,0,0,0,0,0,0
"214",4115457,"Marquinho",0,0,3,0,0,0,0,20,0,0,0,0,0,0,0
"215",4116802,"Nova Cantu",0,0,0,0,0,0,0,87,0,0,0,0,0,1,0
"216",4127965,"Turvo",0,0,0,0,0,0,0,252,0,0,3,0,0,1,0
"217",3538709,"Piracicaba",0,0,0,286,0,21,0,0,0,0,688,0,61844,0,0
"218",5201108,"Anápolis",0,0,0,0,0,0,0,0,0,60,104,0,19706,0,0
"219",4119509,"Piraquara",0,0,0,0,0,0,0,7337,0,0,5,0,0,0,0
"220",3555406,"Ubatuba",0,0,38,0,0,0,0,0,0,0,196,0,0,0,0
"221",3525904,"Jundiaí",0,0,0,752,0,0,0,0,0,0,761,0,71945,0,0
"222",2104057,"Estreito",0,0,0,0,11,0,0,148,0,1,0,0,0,0,0
"223",4320701,"Sobradinho",0,0,5,0,0,0,0,580,0,0,0,0,0,2,0
"224",4310876,"Jacuizinho",0,0,2,0,0,0,0,4,0,0,0,0,0,0,0
"225",4316451,"Salto do Jacuí",0,0,0,0,0,0,0,242,0,0,1,0,0,2,0
"226",4320263,"Segredo",0,0,1,0,0,0,0,50,0,0,0,0,0,1,0
"227",4322152,"Tunas",0,0,1,0,11,0,0,0,0,0,0,0,0,0,0
"228",3113107,"Caranaíba",0,0,1,0,0,0,0,75,0,0,0,0,0,0,0
"229",3113206,"Carandaí",0,0,2,0,0,0,0,872,0,3,1,0,0,6,0
"230",3120409,"Cristiano Otoni",0,0,5,0,0,0,0,236,0,0,0,0,0,0,0
"231",3137403,"Lagoa Dourada",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"232",3154408,"Ressaquinha",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"233",4316907,"Santa Maria",0,0,0,0,0,0,0,0,0,0,154,0,36329,0,0
"234",4322707,"Vera Cruz",0,0,3,0,79,320,0,0,0,0,0,0,0,0,0
"235",4301206,"Arroio do Tigre",0,0,2,0,0,0,0,123,0,0,0,0,0,3,0
"236",4307815,"Estrela Velha",0,0,1,0,0,0,0,9,0,0,0,0,0,0,0
"237",4309753,"Ibarama",0,0,0,0,29,0,0,94,0,0,0,0,0,1,0
"238",4314472,"Pinhal Grande",0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
"239",4316808,"Santa Cruz do Sul",0,0,0,0,0,0,0,0,0,0,57,0,13602,0,0
"240",4100400,"Almirante Tamandaré",0,0,0,0,0,0,0,0,0,43,0,0,0,1,0
"241",4104253,"Campo Magro",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"242",4105805,"Colombo",0,0,0,0,0,1,0,0,0,0,49,0,0,0,0
"243",4122206,"Rio Branco do Sul",0,0,0,0,0,0,0,0,0,3,2,0,0,0,0
"244",3537404,"Pereira Barreto",0,0,0,0,0,0,0,1553,0,0,57,0,0,0,0
"245",3505708,"Barueri",0,0,0,1,0,140,0,0,0,0,2267,0,59832,0,0
"246",3513009,"Cotia",0,0,0,0,0,0,0,0,0,0,482,0,16297,0,0
"247",3522505,"Itapevi",0,0,0,0,0,48,0,0,0,993,196,0,6011,0,0
"248",3525003,"Jandira",0,0,0,2,0,67,0,0,0,0,172,0,6311,0,0
"249",3552205,"Sorocaba",0,0,0,953,0,0,0,0,388,0,1096,0,135865,0,0
"250",5208707,"Goiânia",0,0,0,5014,0,0,0,0,0,0,909,0,137697,0,0
"251",2925006,"Planalto",0,0,0,0,9,0,0,126,0,0,0,0,0,0,0
"252",4306072,"Cristal do Sul",0,0,1,0,4,0,0,4,0,0,0,0,0,1,0
"253",4311601,"Liberato Salzano",0,0,0,0,0,0,0,24,0,13,0,0,0,1,0
"254",4313441,"Novo Tiradentes",0,0,2,0,0,0,0,18,0,0,0,0,0,1,0
"255",4314456,"Pinhal",0,0,2,0,0,0,0,43,0,0,0,0,0,1,0
"256",4315909,"Rodeio Bonito",0,0,10,0,8,0,0,102,0,0,0,0,0,1,0
"257",4320206,"Seberi",0,0,0,0,0,0,0,159,0,0,0,0,0,1,0
"258",4321956,"Trindade do Sul",0,0,1,0,0,0,0,28,0,0,0,0,0,1,0
"259",1302702,"Manicoré",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"260",3534203,"Orindiúva",0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
"261",2917904,"Jandaíra",0,0,79,0,0,0,0,0,0,4,0,0,0,0,0
"262",2921203,"Miguel Calmon",0,0,1628,0,0,0,0,117,0,9,0,0,0,0,0
"263",2921708,"Morro do Chapéu",0,0,49,0,0,0,0,160,0,0,0,0,0,0,0
"264",2933158,"Várzea Nova",0,0,6,0,0,0,0,56,0,1,0,0,0,0,0
"265",2504009,"Campina Grande",0,0,0,346,0,0,0,0,0,0,112,0,6908,0,0
"266",2512002,"Pocinhos",0,0,0,0,0,0,0,97,0,7,0,0,0,0,0
"267",4123204,"Santa Cecília do Pavão",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"268",4124301,"Santo Antônio do Paraíso",0,0,0,0,5,0,0,84,0,0,0,0,0,0,0
"269",4126009,"São Sebastião da Amoreira",0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
"270",4205407,"Florianópolis",0,0,0,0,98,1,0,0,0,0,330,0,127029,0,0
"271",3503901,"Arujá",0,0,0,0,0,0,0,0,0,0,173,0,0,0,0
"272",3518800,"Guarulhos",0,0,0,0,0,0,0,0,0,0,1519,0,0,0,0
"273",3523107,"Itaquaquecetuba",0,0,0,0,0,0,0,0,0,0,329,0,2,3,0
"274",3530607,"Mogi das Cruzes",0,0,0,1882,0,0,0,0,0,0,553,0,72737,0,0
"275",2502151,"Boa Vista",0,115,176,0,0,0,0,27,0,1,0,0,0,0,0
"276",1508308,"Viseu",0,0,0,0,0,0,0,216,81,3,0,0,0,0,0
"277",2928059,"Santa Luzia",0,10,120,0,0,0,0,35,0,0,0,0,0,0,0
"278",2513406,"Santa Luzia",0,0,0,0,0,0,0,55,0,14,0,0,0,0,0
"279",2403400,"Equador",0,372,0,0,0,0,0,0,0,0,0,0,0,0,0
"280",2405702,"Jardim do Seridó",0,0,2,0,0,0,0,41,0,5,0,0,0,0,0
"281",2408102,"Natal",0,0,0,2978,0,0,0,0,0,176,0,0,56901,0,0
"282",2408508,"Ouro Branco",0,0,0,0,0,0,0,12,0,4,0,0,0,0,0
"283",2408904,"Parelhas",0,643,2,0,0,0,0,0,0,0,0,0,0,0,0
"284",2517100,"Várzea",0,0,0,0,0,0,0,8,0,1,0,0,0,0,0
"285",2414704,"Várzea",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"286",2500700,"São João do Rio do Peixe",0,0,0,0,0,0,0,28,0,12,0,0,0,0,0
"287",2503209,"Cabedelo",0,0,0,228,0,0,0,1115,0,8,13,0,2354,2,0
"288",2503902,"Camalaú",0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
"289",2506509,"Gurjão",0,28,136,0,0,0,0,0,0,8,0,0,0,0,0
"290",2507507,"João Pessoa",0,0,0,1577,0,0,0,0,0,0,220,0,0,0,0
"291",2507705,"Juazeirinho",0,277,0,0,0,0,0,63,0,3,0,0,0,0,0
"292",2507804,"Junco do Seridó",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"293",2509701,"Monteiro",0,0,431,0,0,0,0,91,0,0,0,0,0,0,0
"294",2510501,"Olivedos",0,86,0,0,0,0,0,0,0,1,0,0,0,0,0
"295",2510808,"Patos",0,0,0,0,0,0,0,0,0,24,0,0,0,2,0
"296",2511400,"Picuí",0,0,45,0,0,0,0,72,0,19,0,0,0,1,0
"297",2512408,"Puxinanã",0,0,0,0,0,0,0,0,0,8,0,0,0,1,0
"298",2514701,"São José do Sabugi",0,0,0,0,17,0,0,5,0,1,0,0,0,0,0
"299",2514909,"São Mamede",127,0,60,0,0,0,0,24,0,6,0,0,0,0,0
"300",2515401,"São Vicente do Seridó",0,0,0,0,0,0,0,8,0,3,0,0,0,0,0
"301",2515500,"Serra Branca",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"302",2516102,"Soledade",0,0,0,0,0,0,0,54,0,6,0,0,0,1,0
"303",2516508,"Taperoá",0,0,0,0,21,0,0,49,0,3,0,0,0,0,0
