"cod_mun","municipio","uf","pib","pib_p_capta"
5001508,"Bandeirantes                                                                                                                    ","MS ",381407088,56188.43
5001904,"Bataguassu                                                                                                                      ","MS ",840573370,36508.57
5002001,"Batayporã                                                                                                                       ","MS ",388292900,34274.24
5002100,"Bela Vista                                                                                                                      ","MS ",551923398,22409.49
5002159,"Bodoquena                                                                                                                       ","MS ",220133059,27953.4
5002209,"Bonito                                                                                                                          ","MS ",793253797,36096.37
5002308,"Brasilândia                                                                                                                     ","MS ",600295058,50563.94
5002407,"Caarapó                                                                                                                         ","MS ",1244781009,41253.43
5002605,"Camapuã                                                                                                                         ","MS ",423271297,30870.93
5002704,"Campo Grande                                                                                                                    ","MS ",30234895829,33744.98
5002803,"Caracol                                                                                                                         ","MS ",120268487,19664.57
5002902,"Cassilândia                                                                                                                     ","MS ",636736302,29023.03
5002951,"Chapadão do Sul                                                                                                                 ","MS ",1875389460,74367.1
5003108,"Corguinho                                                                                                                       ","MS ",111253966,18707.58
5003157,"Coronel Sapucaia                                                                                                                ","MS ",213904711,14023.78
5003207,"Corumbá                                                                                                                         ","MS ",2779589352,24943.59
5003256,"Costa Rica                                                                                                                      ","MS ",1533550552,73646.96
5003306,"Coxim                                                                                                                           ","MS ",893569395,26639.52
5003454,"Deodápolis                                                                                                                      ","MS ",303916711,23515.68
5003488,"Dois Irmãos do Buriti                                                                                                           ","MS ",212882040,18698.47
5003504,"Douradina                                                                                                                       ","MS ",128714469,21727.63
5003702,"Dourados                                                                                                                        ","MS ",9469925103,42475.75
5003751,"Eldorado                                                                                                                        ","MS ",356360858,28848.12
5003801,"Fátima do Sul                                                                                                                   ","MS ",492877904,25685.44
5003900,"Figueirão                                                                                                                       ","MS ",105019305,34421.27
5004007,"Glória de Dourados                                                                                                              ","MS ",209739194,21047.59
5004106,"Guia Lopes da Laguna                                                                                                            ","MS ",241759234,24432.46
5004304,"Iguatemi                                                                                                                        ","MS ",417190132,25947.89
5004403,"Inocência                                                                                                                       ","MS ",472700115,62115.65
5004502,"Itaporã                                                                                                                         ","MS ",810844467,32644.01
5004601,"Itaquiraí                                                                                                                       ","MS ",686324168,32462.59
5004700,"Ivinhema                                                                                                                        ","MS ",1382492337,59623.6
5004809,"Japorã                                                                                                                          ","MS ",107704682,11822.69
5004908,"Jaraguari                                                                                                                       ","MS ",198709837,27648.51
5005004,"Jardim                                                                                                                          ","MS ",596879617,22871.58
5005103,"Jateí                                                                                                                           ","MS ",302048258,75005.78
5005152,"Juti                                                                                                                            ","MS ",288696087,43011.93
5005202,"Ladário                                                                                                                         ","MS ",363279043,15570.66
5005251,"Laguna Carapã                                                                                                                   ","MS ",491938597,67012.48
5005400,"Maracaju                                                                                                                        ","MS ",2548144766,54120.27
5005608,"Miranda                                                                                                                         ","MS ",515588450,18405.33
5005681,"Mundo Novo                                                                                                                      ","MS ",544442218,29644.03
5005707,"Naviraí                                                                                                                         ","MS ",1908850053,34783.52
5005806,"Nioaque                                                                                                                         ","MS ",315152340,22624
5006002,"Nova Alvorada do Sul                                                                                                            ","MS ",1542412174,70487.71
5006200,"Nova Andradina                                                                                                                  ","MS ",2159906224,39723.14
5006259,"Novo Horizonte do Sul                                                                                                           ","MS ",178413511,46778.58
5006275,"Paraíso das Águas                                                                                                               ","MS ",739129419,133056.6
5006309,"Paranaíba                                                                                                                       ","MS ",1372939444,32574.25
5006358,"Paranhos                                                                                                                        ","MS ",179493770,12615.53
5006408,"Pedro Gomes                                                                                                                     ","MS ",223208078,29086.28
5006606,"Ponta Porã                                                                                                                      ","MS ",3219045524,34790.71
5006903,"Porto Murtinho                                                                                                                  ","MS ",354823993,20712.39
5007109,"Ribas do Rio Pardo                                                                                                              ","MS ",1122847890,45616.41
5007208,"Rio Brilhante                                                                                                                   ","MS ",2334558945,62231.67
5007307,"Rio Negro                                                                                                                       ","MS ",105722964,21884.28
5007406,"Rio Verde de Mato Grosso                                                                                                        ","MS ",482024719,24411.26
5007505,"Rochedo                                                                                                                         ","MS ",179099020,32569.38
5007554,"Santa Rita do Pardo                                                                                                             ","MS ",255648694,32562.56
5007695,"São Gabriel do Oeste                                                                                                            ","MS ",1574402593,58810
5007703,"Sete Quedas                                                                                                                     ","MS ",267434587,24783.11
5007802,"Selvíria                                                                                                                        ","MS ",2308147082,353522.3
5007901,"Sidrolândia                                                                                                                     ","MS ",1992154595,34547.03
5007935,"Sonora                                                                                                                          ","MS ",764377697,39658.49
5007950,"Tacuru                                                                                                                          ","MS ",197851198,17127.01
5007976,"Taquarussu                                                                                                                      ","MS ",109803085,30602.87
5008008,"Terenos                                                                                                                         ","MS ",568694182,26079.71
5008305,"Três Lagoas                                                                                                                     ","MS ",10354138121,85297.87
5008404,"Vicentina                                                                                                                       ","MS ",266708348,43708.35
5100102,"Acorizal                                 Região Metropolitana do Vale do Rio Cuiabá                                             ","MT ",84334046,15620.31
5100201,"Água Boa                                                                                                                        ","MT ",1079838268,41982.75
5100250,"Alta Floresta                                                                                                                   ","MT ",1558713793,30101.46
5100300,"Alto Araguaia                                                                                                                   ","MT ",850664326,44668.36
5100359,"Alto Boa Vista                                                                                                                  ","MT ",123403915,18089.11
5100409,"Alto Garças                                                                                                                     ","MT ",662473587,55068.46
5100508,"Alto Paraguai                                                                                                                   ","MT ",122133610,10754.99
5100607,"Alto Taquari                                                                                                                    ","MT ",857781530,79080.07
5100805,"Apiacás                                                                                                                         ","MT ",166943844,16475.26
5101001,"Araguaiana                                                                                                                      ","MT ",68923001,22233.23
5101209,"Araguainha                                                                                                                      ","MT ",21073842,22538.87
5101258,"Araputanga                                                                                                                      ","MT ",472441766,28084.76
5101308,"Arenápolis                                                                                                                      ","MT ",177236224,18448.65
5101407,"Aripuanã                                                                                                                        ","MT ",938896053,42001.25
5101605,"Barão de Melgaço                         Região Metropolitana do Vale do Rio Cuiabá                                             ","MT ",90421560,10558.33
5101704,"Barra do Bugres                                                                                                                 ","MT ",1293216759,36984.98
5101803,"Barra do Garças                                                                                                                 ","MT ",2110337295,34588.89
5101852,"Bom Jesus do Araguaia                                                                                                           ","MT ",319517853,48558.94
5101902,"Brasnorte                                                                                                                       ","MT ",948543690,48161.65
5102504,"Cáceres                                                                                                                         ","MT ",1910179938,20240.1
5102603,"Campinápolis                                                                                                                    ","MT ",295587048,18497.31
5102637,"Campo Novo do Parecis                                                                                                           ","MT ",3400992703,96181.92
5102678,"Campo Verde                                                                                                                     ","MT ",2367226846,53750.52
5102686,"Campos de Júlio                                                                                                                 ","MT ",1335513434,193805.46
5102694,"Canabrava do Norte                                                                                                              ","MT ",128782570,27152.13
5102702,"Canarana                                                                                                                        ","MT ",1283433864,59476.06
5102793,"Carlinda                                                                                                                        ","MT ",179820772,17449.86
5102850,"Castanheira                                                                                                                     ","MT ",134847697,15448.24
5103007,"Chapada dos Guimarães                    Região Metropolitana do Vale do Rio Cuiabá                                             ","MT ",717056881,36303
5103056,"Cláudia                                                                                                                         ","MT ",451014702,37123.61
5103106,"Cocalinho                                                                                                                       ","MT ",165707716,29071.53
5103205,"Colíder                                                                                                                         ","MT ",901587583,26962.96
5103254,"Colniza                                                                                                                         ","MT ",563233493,14598.35
5103304,"Comodoro                                                                                                                        ","MT ",733768592,35340.2
5103353,"Confresa                                                                                                                        ","MT ",882977755,28544.85
5103361,"Conquista D'Oeste                                                                                                               ","MT ",97943089,24255.35
5103379,"Cotriguaçu                                                                                                                      ","MT ",226764511,11481.75
5103403,"Cuiabá                                   Região Metropolitana do Vale do Rio Cuiabá                                             ","MT ",24623843141,40199.11
5103437,"Curvelândia                                                                                                                     ","MT ",121273606,23236.94
5103452,"Denise                                                                                                                          ","MT ",558240854,58998.19
5103502,"Diamantino                                                                                                                      ","MT ",2450894443,111197.06
5103601,"Dom Aquino                                                                                                                      ","MT ",320194561,39153.16
5103700,"Feliz Natal                                                                                                                     ","MT ",522405391,36809.85
5103809,"Figueirópolis D'Oeste                                                                                                           ","MT ",59382172,16995.47
5103858,"Gaúcha do Norte                                                                                                                 ","MT ",539669458,70563.48
5103908,"General Carneiro                                                                                                                ","MT ",227504566,41065.81
5103957,"Glória D'Oeste                                                                                                                  ","MT ",80531875,26613.31
5104104,"Guarantã do Norte                                                                                                               ","MT ",879156048,24546.46
5104203,"Guiratinga                                                                                                                      ","MT ",419181390,27685.19
5104500,"Indiavaí                                                                                                                        ","MT ",73488873,26703.81
5104526,"Ipiranga do Norte                                                                                                               ","MT ",734374163,95783.77
5104542,"Itanhangá                                                                                                                       ","MT ",286927165,42589.75
5104559,"Itaúba                                                                                                                          ","MT ",188531450,49587.44
5104609,"Itiquira                                                                                                                        ","MT ",1292718206,96869.1
5104807,"Jaciara                                                                                                                         ","MT ",962675592,34658.54
5104906,"Jangada                                  Região Metropolitana do Vale do Rio Cuiabá                                             ","MT ",181237819,21552.84
5105002,"Jauru                                                                                                                           ","MT ",292490381,33264
5105101,"Juara                                                                                                                           ","MT ",877221899,25082.12
5105150,"Juína                                                                                                                           ","MT ",1090313822,26594.97
5105176,"Juruena                                                                                                                         ","MT ",206585734,13021.48
5105200,"Juscimeira                                                                                                                      ","MT ",317264499,28274.17
5105234,"Lambari D'Oeste                                                                                                                 ","MT ",255992882,41822.07
5105259,"Lucas do Rio Verde                                                                                                              ","MT ",4463585307,68110.99
5105309,"Luciara                                                                                                                         ","MT ",30984941,14918.12
5105507,"Vila Bela da Santíssima Trindade                                                                                                ","MT ",340004877,21081.65
5105580,"Marcelândia                                                                                                                     ","MT ",336432593,32044.25
5105606,"Matupá                                                                                                                          ","MT ",1006341886,60747.43
5105622,"Mirassol d'Oeste                                                                                                                ","MT ",783435707,28243.11
5105903,"Nobres                                   Região Metropolitana do Vale do Rio Cuiabá                                             ","MT ",614079218,40041.68
5106000,"Nortelândia                                                                                                                     ","MT ",145098223,24227.45
5106109,"Nossa Senhora do Livramento              Região Metropolitana do Vale do Rio Cuiabá                                             ","MT ",300773240,22758.27
5106158,"Nova Bandeirantes                                                                                                               ","MT ",224018989,14653.26
5106174,"Nova Nazaré                                                                                                                     ","MT ",77105990,20032.73
5106182,"Nova Lacerda                                                                                                                    ","MT ",199348694,30022.39
5106190,"Nova Santa Helena                                                                                                               ","MT ",166361297,44744.84
5106208,"Nova Brasilândia                         Região Metropolitana do Vale do Rio Cuiabá                                             ","MT ",77445878,20226.14
5106216,"Nova Canaã do Norte                                                                                                             ","MT ",491372002,38427.47
5106224,"Nova Mutum                                                                                                                      ","MT ",3159438257,69624.89
5106232,"Nova Olímpia                                                                                                                    ","MT ",688043606,33892.1
5106240,"Nova Ubiratã                                                                                                                    ","MT ",1297466256,108284.61
5106257,"Nova Xavantina                                                                                                                  ","MT ",657816049,30776.46
5106265,"Novo Mundo                                                                                                                      ","MT ",223914418,24396.86
5106273,"Novo Horizonte do Norte                                                                                                         ","MT ",59110777,14762.93
5106281,"Novo São Joaquim                                                                                                                ","MT ",350709852,69119.01
5106299,"Paranaíta                                                                                                                       ","MT ",757118166,67449.28
5106307,"Paranatinga                                                                                                                     ","MT ",1067725595,47321.97
5106315,"Novo Santo Antônio                                                                                                              ","MT ",41547142,15737.55
5106372,"Pedra Preta                                                                                                                     ","MT ",839990217,47656.32
5106422,"Peixoto de Azevedo                                                                                                              ","MT ",608702998,17403.45
5106455,"Planalto da Serra                        Região Metropolitana do Vale do Rio Cuiabá                                             ","MT ",88808248,33361.48
5106505,"Poconé                                   Região Metropolitana do Vale do Rio Cuiabá                                             ","MT ",578515935,17614.59
5106653,"Pontal do Araguaia                                                                                                              ","MT ",79787130,11889.01
5106703,"Ponte Branca                                                                                                                    ","MT ",24654608,15643.79
5106752,"Pontes e Lacerda                                                                                                                ","MT ",1534719463,33777.61
5106778,"Porto Alegre do Norte                                                                                                           ","MT ",253030576,20214.95
5106802,"Porto dos Gaúchos                                                                                                               ","MT ",511247484,94500.46
5106828,"Porto Esperidião                                                                                                                ","MT ",223059899,18562.03
5106851,"Porto Estrela                                                                                                                   ","MT ",55138279,18608.94
5107008,"Poxoréu                                                                                                                         ","MT ",529579977,32651.83
5107040,"Primavera do Leste                                                                                                              ","MT ",3918983944,63190.05
5107065,"Querência                                                                                                                       ","MT ",1553174640,88859.47
5107107,"São José dos Quatro Marcos                                                                                                      ","MT ",377384681,19961.11
5107156,"Reserva do Cabaçal                                                                                                              ","MT ",38485040,14086.76
5107180,"Ribeirão Cascalheira                                                                                                            ","MT ",355461886,34828.72
5107198,"Ribeirãozinho                                                                                                                   ","MT ",89326065,37141.82
5107206,"Rio Branco                                                                                                                      ","MT ",91813340,17807.09
5107248,"Santa Carmem                                                                                                                    ","MT ",408274959,90226.51
5107263,"Santo Afonso                                                                                                                    ","MT ",82579794,26249.14
5107297,"São José do Povo                                                                                                                ","MT ",45523416,11204.39
5107305,"São José do Rio Claro                                                                                                           ","MT ",797035929,38571.23
5107354,"São José do Xingu                                                                                                               ","MT ",315190648,56334.34
5107404,"São Pedro da Cipa                                                                                                               ","MT ",65410493,13837.63
5107578,"Rondolândia                                                                                                                     ","MT ",68434474,17104.34
5107602,"Rondonópolis                                                                                                                    ","MT ",11342557913,48787.08
5107701,"Rosário Oeste                            Região Metropolitana do Vale do Rio Cuiabá                                             ","MT ",307031212,17901.65
5107743,"Santa Cruz do Xingu                                                                                                             ","MT ",125034436,48765.38
5107750,"Salto do Céu                                                                                                                    ","MT ",59367013,17642.5
5107768,"Santa Rita do Trivelato                                                                                                         ","MT ",515811790,150426.3
5107776,"Santa Terezinha                                                                                                                 ","MT ",150262895,17950.41
5107792,"Santo Antônio do Leste                                                                                                          ","MT ",391011894,75572.46
5107800,"Santo Antônio do Leverger                Região Metropolitana do Vale do Rio Cuiabá                                             ","MT ",428447215,25766.61
5107859,"São Félix do Araguaia                                                                                                           ","MT ",716175684,61169.77
5107875,"Sapezal                                                                                                                         ","MT ",2590000283,100073.42
5107883,"Serra Nova Dourada                                                                                                              ","MT ",38154665,23124.04
5107909,"Sinop                                                                                                                           ","MT ",6595900505,46126.47
5107925,"Sorriso                                                                                                                         ","MT ",6233674516,69023
5107941,"Tabaporã                                                                                                                        ","MT ",477922442,50365.94
5107958,"Tangará da Serra                                                                                                                ","MT ",3423020391,32992.97
5108006,"Tapurah                                                                                                                         ","MT ",879338489,64161.87
5108055,"Terra Nova do Norte                                                                                                             ","MT ",284989053,29480.61
5108105,"Tesouro                                                                                                                         ","MT ",149486873,39286.96
5108204,"Torixoréu                                                                                                                       ","MT ",111061383,30773.45
5108303,"União do Sul                                                                                                                    ","MT ",184393659,52310.26
5108352,"Vale de São Domingos                                                                                                            ","MT ",56464189,18056.98
5108402,"Várzea Grande                            Região Metropolitana do Vale do Rio Cuiabá                                             ","MT ",8596627664,30166.68
5108501,"Vera                                                                                                                            ","MT ",511156510,45199.09
5108600,"Vila Rica                                                                                                                       ","MT ",527854449,20273.24
5108808,"Nova Guarita                                                                                                                    ","MT ",95572276,21148.99
5108857,"Nova Marilândia                                                                                                                 ","MT ",242686777,74035.01
5108907,"Nova Maringá                                                                                                                    ","MT ",507405053,58720.64
5108956,"Nova Monte Verde                                                                                                                ","MT ",201591506,21964.64
5200050,"Abadia de Goiás                          Região Metropolitana de Goiânia                                                        ","GO ",202315970,23061.21
5200100,"Abadiânia                                Região Integrada de Desenvolvimento do Distrito Federal e Entorno                      ","GO ",346767534,17302.04
5200134,"Acreúna                                                                                                                         ","GO ",664899198,29728.12
5200159,"Adelândia                                                                                                                       ","GO ",37217438,14792.3
5200175,"Água Fria de Goiás                       Região Integrada de Desenvolvimento do Distrito Federal e Entorno                      ","GO ",264450306,46111.65
5200209,"Água Limpa                                                                                                                      ","GO ",45464768,24575.55
5200258,"Águas Lindas de Goiás                    Região Integrada de Desenvolvimento do Distrito Federal e Entorno                      ","GO ",2029236866,9552.05
5200308,"Alexânia                                 Região Integrada de Desenvolvimento do Distrito Federal e Entorno                      ","GO ",948217254,34289.85
5200506,"Aloândia                                                                                                                        ","GO ",44740183,22426.16
5200555,"Alto Horizonte                                                                                                                  ","GO ",944753510,147295.53
5200605,"Alto Paraíso de Goiás                    Região Integrada de Desenvolvimento do Distrito Federal e Entorno                      ","GO ",218383240,28644.18
5200803,"Alvorada do Norte                        Região Integrada de Desenvolvimento do Distrito Federal e Entorno                      ","GO ",138901135,16039.39
5200829,"Amaralina                                                                                                                       ","GO ",69520913,18237.39
5200852,"Americano do Brasil                                                                                                             ","GO ",75955780,12429.35
5200902,"Amorinópolis                                                                                                                    ","GO ",67308805,21531.93
5201108,"Anápolis                                                                                                                        ","GO ",14738302154,38091.05
5201207,"Anhanguera                                                                                                                      ","GO ",18608637,16195.51
5201306,"Anicuns                                                                                                                         ","GO ",415293915,19006.59
5201405,"Aparecida de Goiânia                     Região Metropolitana de Goiânia                                                        ","GO ",14370793917,24855.27
5201454,"Aparecida do Rio Doce                                                                                                           ","GO ",84493123,34152.43
5201504,"Aporé                                                                                                                           ","GO ",310203028,73893.05
5201603,"Araçu                                                                                                                           ","GO ",57809992,16413.97
5201702,"Aragarças                                                                                                                       ","GO ",236228915,11742.17
5201801,"Aragoiânia                               Região Metropolitana de Goiânia                                                        ","GO ",131284914,12736.22
5202155,"Araguapaz                                                                                                                       ","GO ",127230436,16374.57
5202353,"Arenópolis                                                                                                                      ","GO ",130610488,50004.02
5202502,"Aruanã                                                                                                                          ","GO ",198140568,20064.87
5202601,"Aurilândia                                                                                                                      ","GO ",58807073,18848.42
5202809,"Avelinópolis                                                                                                                    ","GO ",50248236,20789.51
5203104,"Baliza                                                                                                                          ","GO ",77875612,15156.79
5203203,"Barro Alto                               Região Integrada de Desenvolvimento do Distrito Federal e Entorno                      ","GO ",1110046402,99404.17
5203302,"Bela Vista de Goiás                      Região Metropolitana de Goiânia                                                        ","GO ",1065138876,35534.24
5203401,"Bom Jardim de Goiás                                                                                                             ","GO ",185751276,21010.21
5203500,"Bom Jesus de Goiás                                                                                                              ","GO ",754708140,29929.73
5203559,"Bonfinópolis                             Região Metropolitana de Goiânia                                                        ","GO ",102413469,10551.56
5203575,"Bonópolis                                                                                                                       ","GO ",97978945,22242.67
5203609,"Brazabrantes                             Região Metropolitana de Goiânia                                                        ","GO ",112264177,30317.09
5203807,"Britânia                                                                                                                        ","GO ",125785295,21765.93
5203906,"Buriti Alegre                                                                                                                   ","GO ",311012651,32880.08
5203939,"Buriti de Goiás                                                                                                                 ","GO ",45040892,18103.25
5203962,"Buritinópolis                                                                                                                   ","GO ",77298689,23480.77
5204003,"Cabeceiras                               Região Integrada de Desenvolvimento do Distrito Federal e Entorno                      ","GO ",257499935,32215.68
5204102,"Cachoeira Alta                                                                                                                  ","GO ",236753113,18964.52
5204201,"Cachoeira de Goiás                                                                                                              ","GO ",28846713,21352.12
5204250,"Cachoeira Dourada                                                                                                               ","GO ",820204668,101674.06
5204300,"Caçu                                                                                                                            ","GO ",842233814,52610.02
5204409,"Caiapônia                                                                                                                       ","GO ",495144480,26180.11
5204508,"Caldas Novas                                                                                                                    ","GO ",2729775806,29944.23
5204557,"Caldazinha                               Região Metropolitana de Goiânia                                                        ","GO ",54184282,14244.03
5204607,"Campestre de Goiás                                                                                                              ","GO ",58058683,15994.13
5204656,"Campinaçu                                                                                                                       ","GO ",66869782,18370.82
5204706,"Campinorte                                                                                                                      ","GO ",258320209,20459.39
5204805,"Campo Alegre de Goiás                                                                                                           ","GO ",431676423,56881.86
5204854,"Campo Limpo de Goiás                                                                                                            ","GO ",118066268,15158.08
5204904,"Campos Belos                                                                                                                    ","GO ",290715240,14618.36
5204953,"Campos Verdes                                                                                                                   ","GO ",48598038,22698.76
5205000,"Carmo do Rio Verde                                                                                                              ","GO ",281621125,27933.06
5205059,"Castelândia                                                                                                                     ","GO ",103557685,30147.8
5205109,"Catalão                                                                                                                         ","GO ",7000189108,64326.38
5205208,"Caturaí                                  Região Metropolitana de Goiânia                                                        ","GO ",72843876,14367.63
5205307,"Cavalcante                               Região Integrada de Desenvolvimento do Distrito Federal e Entorno                      ","GO ",287545604,29616.4
5205406,"Ceres                                                                                                                           ","GO ",637166269,28712.82
5205455,"Cezarina                                                                                                                        ","GO ",304126916,35338.94
5205471,"Chapadão do Céu                                                                                                                 ","GO ",1419574470,139625.7
