"cod_mun","municipio","uf","pib","pib_p_capta"
2105500,"João Lisboa                              Região Metropolitana do Sudoeste Maranhense                                            ","MA ",214359275,9070.72
2105609,"Joselândia                                                                                                                      ","MA ",85329695,5277.69
2105658,"Junco do Maranhão                                                                                                               ","MA ",43618969,12709.49
2105708,"Lago da Pedra                                                                                                                   ","MA ",415035621,8256.79
2105807,"Lago do Junco                                                                                                                   ","MA ",70236999,6479.43
2105906,"Lago Verde                                                                                                                      ","MA ",116801796,7184.71
2105922,"Lagoa do Mato                                                                                                                   ","MA ",74415818,6614.74
2105948,"Lago dos Rodrigues                                                                                                              ","MA ",74902581,8441.63
2105963,"Lagoa Grande do Maranhão                                                                                                        ","MA ",77199546,6775.46
2105989,"Lajeado Novo                                                                                                                    ","MA ",74055327,9808.65
2106003,"Lima Campos                                                                                                                     ","MA ",148288638,12468.56
2106102,"Loreto                                                                                                                          ","MA ",193591331,15924.27
2106201,"Luís Domingues                                                                                                                  ","MA ",46196504,6646.02
2106300,"Magalhães de Almeida                                                                                                            ","MA ",118413914,5972.66
2106326,"Maracaçumé                                                                                                                      ","MA ",172340330,8055.17
2106359,"Marajá do Sena                                                                                                                  ","MA ",61165175,7849.74
2106375,"Maranhãozinho                                                                                                                   ","MA ",102470656,6300.07
2106409,"Mata Roma                                                                                                                       ","MA ",145593628,8651.35
2106508,"Matinha                                                                                                                         ","MA ",165707914,7090.63
2106607,"Matões                                                                                                                          ","MA ",194797211,5766.3
2106631,"Matões do Norte                                                                                                                 ","MA ",75065283,4482.85
2106672,"Milagres do Maranhão                                                                                                            ","MA ",49939069,5900.17
2106706,"Mirador                                                                                                                         ","MA ",181429992,8633.36
2106755,"Miranda do Norte                                                                                                                ","MA ",482234556,16991.46
2106805,"Mirinzal                                                                                                                        ","MA ",95253076,6366.33
2106904,"Monção                                                                                                                          ","MA ",234780385,7022.2
2107001,"Montes Altos                             Região Metropolitana do Sudoeste Maranhense                                            ","MA ",62892255,6865.97
2107100,"Morros                                   Região Metropolitana da Grande São Luís                                                ","MA ",135316401,6963.23
2107209,"Nina Rodrigues                                                                                                                  ","MA ",77043071,5330.22
2107258,"Nova Colinas                                                                                                                    ","MA ",56684948,10528.41
2107308,"Nova Iorque                                                                                                                     ","MA ",38421453,8204.45
2107357,"Nova Olinda do Maranhão                                                                                                         ","MA ",141322642,6752.8
2107407,"Olho d'Água das Cunhãs                                                                                                          ","MA ",148789624,7628.28
2107456,"Olinda Nova do Maranhão                                                                                                         ","MA ",89151931,6064.34
2107506,"Paço do Lumiar                           Região Metropolitana da Grande São Luís                                                ","MA ",992331470,8120.75
2107605,"Palmeirândia                                                                                                                    ","MA ",125226520,6349.59
2107704,"Paraibano                                                                                                                       ","MA ",165569615,7741.96
2107803,"Parnarama                                                                                                                       ","MA ",235574592,6748.63
2107902,"Passagem Franca                                                                                                                 ","MA ",154387497,8117.54
2108009,"Pastos Bons                                                                                                                     ","MA ",198419937,10190.01
2108058,"Paulino Neves                                                                                                                   ","MA ",104790936,6535.14
2108108,"Paulo Ramos                                                                                                                     ","MA ",162575487,7726.97
2108207,"Pedreiras                                                                                                                       ","MA ",583302378,14869.16
2108256,"Pedro do Rosário                                                                                                                ","MA ",146944728,5844.13
2108306,"Penalva                                                                                                                         ","MA ",217378945,5650.61
2108405,"Peri Mirim                                                                                                                      ","MA ",77551851,5416.39
2108454,"Peritoró                                                                                                                        ","MA ",203358028,8766.94
2108504,"Pindaré-Mirim                                                                                                                   ","MA ",270134553,8200.56
2108603,"Pinheiro                                                                                                                        ","MA ",896948039,10756.45
2108702,"Pio XII                                                                                                                         ","MA ",141080609,6566.47
2108801,"Pirapemas                                                                                                                       ","MA ",116213626,6239.66
2108900,"Poção de Pedras                                                                                                                 ","MA ",152659499,8541.35
2109007,"Porto Franco                                                                                                                    ","MA ",517823096,21679.84
2109056,"Porto Rico do Maranhão                                                                                                          ","MA ",44684558,7478.59
2109106,"Presidente Dutra                                                                                                                ","MA ",585585025,12249.71
2109205,"Presidente Juscelino                     Região Metropolitana da Grande São Luís                                                ","MA ",82197029,6454.93
2109239,"Presidente Médici                                                                                                               ","MA ",48279002,6882.25
2109270,"Presidente Sarney                                                                                                               ","MA ",129161466,6827.44
2109304,"Presidente Vargas                                                                                                               ","MA ",68627039,6131.25
2109403,"Primeira Cruz                                                                                                                   ","MA ",71617834,4676.32
2109452,"Raposa                                   Região Metropolitana da Grande São Luís                                                ","MA ",250623939,8147.46
2109502,"Riachão                                                                                                                         ","MA ",335435738,16609.84
2109551,"Ribamar Fiquene                          Região Metropolitana do Sudoeste Maranhense                                            ","MA ",94325717,12107.01
2109601,"Rosário                                  Região Metropolitana da Grande São Luís                                                ","MA ",371815867,8699.48
2109700,"Sambaíba                                                                                                                        ","MA ",187254467,33019.66
2109759,"Santa Filomena do Maranhão                                                                                                      ","MA ",51152950,6580.85
2109809,"Santa Helena                                                                                                                    ","MA ",269185071,6389.39
2109908,"Santa Inês                                                                                                                      ","MA ",1245837384,13991.26
2110005,"Santa Luzia                                                                                                                     ","MA ",562325238,7738.39
2110039,"Santa Luzia do Paruá                                                                                                            ","MA ",209953184,8313.66
2110104,"Santa Quitéria do Maranhão                                                                                                      ","MA ",183337414,7149.89
2110203,"Santa Rita                               Região Metropolitana da Grande São Luís                                                ","MA ",281370707,7432.85
2110237,"Santana do Maranhão                                                                                                             ","MA ",66994235,5004.8
2110278,"Santo Amaro do Maranhão                                                                                                         ","MA ",79028029,4987.25
2110302,"Santo Antônio dos Lopes                                                                                                         ","MA ",1864780974,128357.72
2110401,"São Benedito do Rio Preto                                                                                                       ","MA ",126522253,6779.31
2110500,"São Bento                                                                                                                       ","MA ",271177209,5998.04
2110609,"São Bernardo                                                                                                                    ","MA ",283893190,9958.72
2110658,"São Domingos do Azeitão                                                                                                         ","MA ",174263803,23574.65
2110708,"São Domingos do Maranhão                                                                                                        ","MA ",291706577,8485.76
2110807,"São Félix de Balsas                                                                                                             ","MA ",44479368,9701.06
2110856,"São Francisco do Brejão                                                                                                         ","MA ",99642948,8445.75
2110906,"São Francisco do Maranhão                                                                                                       ","MA ",76223160,6242.68
2111003,"São João Batista                                                                                                                ","MA ",123148646,5959.29
2111029,"São João do Carú                                                                                                                ","MA ",93763145,5931.37
2111052,"São João do Paraíso                                                                                                             ","MA ",120394736,10771.65
2111078,"São João do Soter                                                                                                               ","MA ",109227991,5890.52
2111102,"São João dos Patos                                                                                                              ","MA ",273652762,10553.93
2111201,"São José de Ribamar                      Região Metropolitana da Grande São Luís                                                ","MA ",2133552538,12007.36
2111250,"São José dos Basílios                                                                                                           ","MA ",53447408,6994.82
2111300,"São Luís                                 Região Metropolitana da Grande São Luís                                                ","MA ",32103746491,29135.32
2111409,"São Luís Gonzaga do Maranhão                                                                                                    ","MA ",139803328,7414.26
2111508,"São Mateus do Maranhão                                                                                                          ","MA ",321773759,7748.17
2111532,"São Pedro da Água Branca                                                                                                        ","MA ",106766787,8413.46
2111573,"São Pedro dos Crentes                                                                                                           ","MA ",53115339,11378.61
2111607,"São Raimundo das Mangabeiras                                                                                                    ","MA ",514141851,27249.41
2111631,"São Raimundo do Doca Bezerra                                                                                                    ","MA ",36194164,6911.24
2111672,"São Roberto                                                                                                                     ","MA ",40975142,6098.4
2111706,"São Vicente Ferrer                                                                                                              ","MA ",132458448,5953.99
2111722,"Satubinha                                                                                                                       ","MA ",77914651,5599.73
2111748,"Senador Alexandre Costa                                                                                                         ","MA ",88853199,7975.33
2111763,"Senador La Rocque                        Região Metropolitana do Sudoeste Maranhense                                            ","MA ",146337583,10238.41
2111789,"Serrano do Maranhão                                                                                                             ","MA ",53572770,5225.08
2111805,"Sítio Novo                                                                                                                      ","MA ",167624395,9270.75
2111904,"Sucupira do Norte                                                                                                               ","MA ",79726799,7495.94
2111953,"Sucupira do Riachão                                                                                                             ","MA ",41392805,7313.22
2112001,"Tasso Fragoso                                                                                                                   ","MA ",1207259195,141680.46
2112100,"Timbiras                                                                                                                        ","MA ",170569555,5856.67
2112209,"Timon                                    Região Integrada de Desenvolvimento da Grande Teresina                                 ","MA ",1899056832,11229.91
2112233,"Trizidela do Vale                                                                                                               ","MA ",332775495,15127.53
2112274,"Tufilândia                                                                                                                      ","MA ",49422870,8462.82
2112308,"Tuntum                                                                                                                          ","MA ",325230760,7774.69
2112407,"Turiaçu                                                                                                                         ","MA ",241082595,6771.22
2112456,"Turilândia                                                                                                                      ","MA ",162577295,6345.97
2112506,"Tutóia                                                                                                                          ","MA ",414405409,7040.53
2112605,"Urbano Santos                                                                                                                   ","MA ",196547619,5934.05
2112704,"Vargem Grande                                                                                                                   ","MA ",343226961,6073.74
2112803,"Viana                                                                                                                           ","MA ",406698785,7755.36
2112852,"Vila Nova dos Martírios                                                                                                         ","MA ",117705335,8789.23
2112902,"Vitória do Mearim                                                                                                               ","MA ",244006214,7447.39
2113009,"Vitorino Freire                                                                                                                 ","MA ",253531913,8042.76
2114007,"Zé Doca                                                                                                                         ","MA ",442966454,8565.7
2200053,"Acauã                                                                                                                           ","PI ",55368978,7816.06
2200103,"Agricolândia                                                                                                                    ","PI ",40855187,7950.03
2200202,"Água Branca                                                                                                                     ","PI ",216571965,12438.8
2200251,"Alagoinha do Piauí                                                                                                              ","PI ",59024603,7714.63
2200277,"Alegrete do Piauí                                                                                                               ","PI ",42274565,8601.13
2200301,"Alto Longá                                                                                                                      ","PI ",107804448,7536.66
2200400,"Altos                                    Região Integrada de Desenvolvimento da Grande Teresina                                 ","PI ",455637362,11243.64
2200459,"Alvorada do Gurguéia                                                                                                            ","PI ",62525007,11538.11
2200509,"Amarante                                                                                                                        ","PI ",155944013,8861.46
2200608,"Angical do Piauí                                                                                                                ","PI ",68824525,10139.15
2200707,"Anísio de Abreu                                                                                                                 ","PI ",82141644,8313.93
2200806,"Antônio Almeida                                                                                                                 ","PI ",86389401,27303.86
2200905,"Aroazes                                                                                                                         ","PI ",49863106,8545.52
2200954,"Aroeiras do Itaim                                                                                                               ","PI ",22512085,8824.81
2201002,"Arraial                                                                                                                         ","PI ",39454389,8346.6
2201051,"Assunção do Piauí                                                                                                               ","PI ",55546225,7079.56
2201101,"Avelino Lopes                                                                                                                   ","PI ",84075885,7447.59
2201150,"Baixa Grande do Ribeiro                                                                                                         ","PI ",863677551,74544.93
2201176,"Barra D'Alcântara                                                                                                               ","PI ",36898205,9338.95
2201200,"Barras                                                                                                                          ","PI ",439801178,9344.35
2201309,"Barreiras do Piauí                                                                                                              ","PI ",29045167,8675.38
2201408,"Barro Duro                                                                                                                      ","PI ",77109666,10965.54
2201507,"Batalha                                                                                                                         ","PI ",207609104,7730.17
2201556,"Bela Vista do Piauí                                                                                                             ","PI ",38435875,9573.07
2201572,"Belém do Piauí                                                                                                                  ","PI ",33481206,9389.01
2201606,"Beneditinos                              Região Integrada de Desenvolvimento da Grande Teresina                                 ","PI ",82503772,7882.27
2201705,"Bertolínia                                                                                                                      ","PI ",61091233,11105.48
2201739,"Betânia do Piauí                                                                                                                ","PI ",52478675,8457.48
2201770,"Boa Hora                                                                                                                        ","PI ",53717759,7921.8
2201804,"Bocaina                                                                                                                         ","PI ",46794676,10398.82
2201903,"Bom Jesus                                                                                                                       ","PI ",839542799,33342.98
2201919,"Bom Princípio do Piauí                                                                                                          ","PI ",52788490,9376.29
2201929,"Bonfim do Piauí                                                                                                                 ","PI ",44072306,7772.89
2201945,"Boqueirão do Piauí                                                                                                              ","PI ",46612455,7275.24
2201960,"Brasileira                                                                                                                      ","PI ",58931990,7075.52
2201988,"Brejo do Piauí                                                                                                                  ","PI ",35021116,9037.71
2202000,"Buriti dos Lopes                                                                                                                ","PI ",183603712,9281.82
2202026,"Buriti dos Montes                                                                                                               ","PI ",61799390,7496.29
2202059,"Cabeceiras do Piauí                                                                                                             ","PI ",71822900,6784.71
2202075,"Cajazeiras do Piauí                                                                                                             ","PI ",27964176,7857.31
2202083,"Cajueiro da Praia                                                                                                               ","PI ",92579005,12114.5
2202091,"Caldeirão Grande do Piauí                                                                                                       ","PI ",86666659,15004.62
2202109,"Campinas do Piauí                                                                                                               ","PI ",46997083,8372.9
2202117,"Campo Alegre do Fidalgo                                                                                                         ","PI ",42294171,8383.38
2202133,"Campo Grande do Piauí                                                                                                           ","PI ",52685912,8865.2
2202174,"Campo Largo do Piauí                                                                                                            ","PI ",49110218,6746.84
2202208,"Campo Maior                                                                                                                     ","PI ",634683488,13552.06
2202251,"Canavieira                                                                                                                      ","PI ",34535407,8743.14
2202307,"Canto do Buriti                                                                                                                 ","PI ",234604636,11073.05
2202406,"Capitão de Campos                                                                                                               ","PI ",93963327,8230.12
2202455,"Capitão Gervásio Oliveira                                                                                                       ","PI ",34817204,8492
2202505,"Caracol                                                                                                                         ","PI ",85092112,7795.17
2202539,"Caraúbas do Piauí                                                                                                               ","PI ",44683188,7614.72
2202554,"Caridade do Piauí                                                                                                               ","PI ",41562575,8202.6
2202604,"Castelo do Piauí                                                                                                                ","PI ",178487361,9052.92
2202653,"Caxingó                                                                                                                         ","PI ",47556369,8767.77
2202703,"Cocal                                                                                                                           ","PI ",235395067,8471.41
2202711,"Cocal de Telha                                                                                                                  ","PI ",42150908,8618.06
2202729,"Cocal dos Alves                                                                                                                 ","PI ",51317054,8340.17
2202737,"Coivaras                                 Região Integrada de Desenvolvimento da Grande Teresina                                 ","PI ",33894681,8431.51
2202752,"Colônia do Gurguéia                                                                                                             ","PI ",60812639,9378.88
2202778,"Colônia do Piauí                                                                                                                ","PI ",58011016,7577.2
2202802,"Conceição do Canindé                                                                                                            ","PI ",50831653,10583.31
2202851,"Coronel José Dias                                                                                                               ","PI ",39142049,8360.11
2202901,"Corrente                                                                                                                        ","PI ",450606415,16912.12
2203008,"Cristalândia do Piauí                                                                                                           ","PI ",64999343,7836.91
2203107,"Cristino Castro                                                                                                                 ","PI ",111084122,10657.6
2203206,"Curimatá                                                                                                                        ","PI ",111066627,9752.95
2203230,"Currais                                                                                                                         ","PI ",199839792,40339.08
2203255,"Curralinhos                              Região Integrada de Desenvolvimento da Grande Teresina                                 ","PI ",31609074,7114.35
2203271,"Curral Novo do Piauí                                                                                                            ","PI ",58693677,10985.15
2203305,"Demerval Lobão                           Região Integrada de Desenvolvimento da Grande Teresina                                 ","PI ",188867348,13669.2
2203354,"Dirceu Arcoverde                                                                                                                ","PI ",56210897,8017.53
2203404,"Dom Expedito Lopes                                                                                                              ","PI ",77405120,11211.63
2203420,"Domingos Mourão                                                                                                                 ","PI ",35663789,8189.16
2203453,"Dom Inocêncio                                                                                                                   ","PI ",66044492,6911.31
2203503,"Elesbão Veloso                                                                                                                  ","PI ",151185791,10353.77
2203602,"Eliseu Martins                                                                                                                  ","PI ",50288286,10231.59
2203701,"Esperantina                                                                                                                     ","PI ",407656285,10258.86
2203750,"Fartura do Piauí                                                                                                                ","PI ",32922863,6203.67
2203800,"Flores do Piauí                                                                                                                 ","PI ",40119390,8989.33
2203859,"Floresta do Piauí                                                                                                               ","PI ",22071745,8628.52
2203909,"Floriano                                                                                                                        ","PI ",1199503266,20013.4
2204006,"Francinópolis                                                                                                                   ","PI ",39861459,7453.53
2204105,"Francisco Ayres                                                                                                                 ","PI ",38440687,8841
2204154,"Francisco Macedo                                                                                                                ","PI ",32225552,10121.09
2204204,"Francisco Santos                                                                                                                ","PI ",77430607,8308.9
2204303,"Fronteiras                                                                                                                      ","PI ",111442760,9586.47
2204352,"Geminiano                                                                                                                       ","PI ",49986804,9185.37
2204402,"Gilbués                                                                                                                         ","PI ",258571336,24188.15
2204501,"Guadalupe                                                                                                                       ","PI ",584566731,55678.32
2204550,"Guaribas                                                                                                                        ","PI ",34918427,7654.19
2204600,"Hugo Napoleão                                                                                                                   ","PI ",30136326,7773.1
2204659,"Ilha Grande                                                                                                                     ","PI ",76277857,8092.28
2204709,"Inhuma                                                                                                                          ","PI ",142382819,9301.2
2204808,"Ipiranga do Piauí                                                                                                               ","PI ",75396131,7684.86
2204907,"Isaías Coelho                                                                                                                   ","PI ",67313335,7873.83
2205003,"Itainópolis                                                                                                                     ","PI ",98098119,8508.08
2205102,"Itaueira                                                                                                                        ","PI ",116899707,10608.92
2205151,"Jacobina do Piauí                                                                                                               ","PI ",53041963,9239.15
2205201,"Jaicós                                                                                                                          ","PI ",176413721,9234.39
2205250,"Jardim do Mulato                                                                                                                ","PI ",31387015,6968.7
2205276,"Jatobá do Piauí                                                                                                                 ","PI ",45065436,9263.19
2205300,"Jerumenha                                                                                                                       ","PI ",51141399,11487.29
2205359,"João Costa                                                                                                                      ","PI ",55152652,18335.32
2205409,"Joaquim Pires                                                                                                                   ","PI ",104269757,7264.16
2205458,"Joca Marques                                                                                                                    ","PI ",41370283,7600.64
2205508,"José de Freitas                          Região Integrada de Desenvolvimento da Grande Teresina                                 ","PI ",370021601,9437.4
2205516,"Juazeiro do Piauí                                                                                                               ","PI ",49555555,9046.29
2205524,"Júlio Borges                                                                                                                    ","PI ",61630987,10952.73
2205532,"Jurema                                                                                                                          ","PI ",40852962,8577.15
2205540,"Lagoinha do Piauí                                                                                                               ","PI ",24727446,8691.55
2205557,"Lagoa Alegre                             Região Integrada de Desenvolvimento da Grande Teresina                                 ","PI ",67078216,7852.75
2205565,"Lagoa do Barro do Piauí                                                                                                         ","PI ",445805831,95769.24
2205573,"Lagoa de São Francisco                                                                                                          ","PI ",50405637,7458.66
2205581,"Lagoa do Piauí                           Região Integrada de Desenvolvimento da Grande Teresina                                 ","PI ",54514484,13414
2205599,"Lagoa do Sítio                                                                                                                  ","PI ",43382065,8379.77
2205607,"Landri Sales                                                                                                                    ","PI ",77153725,14571.05
2205706,"Luís Correia                                                                                                                    ","PI ",313290791,10335.88
2205805,"Luzilândia                                                                                                                      ","PI ",216792830,8506.35
2205854,"Madeiro                                                                                                                         ","PI ",56014451,6740.61
2205904,"Manoel Emídio                                                                                                                   ","PI ",51079945,9549.44
2205953,"Marcolândia                                                                                                                     ","PI ",87655361,10322.11
2206001,"Marcos Parente                                                                                                                  ","PI ",45052037,9903.72
2206050,"Massapê do Piauí                                                                                                                ","PI ",45850576,7118.55
2206100,"Matias Olímpio                                                                                                                  ","PI ",82344664,7529.69
2206209,"Miguel Alves                                                                                                                    ","PI ",260546077,7717.6
2206308,"Miguel Leão                              Região Integrada de Desenvolvimento da Grande Teresina                                 ","PI ",16910834,13572.1
2206357,"Milton Brandão                                                                                                                  ","PI ",50158537,7584.84
2206407,"Monsenhor Gil                            Região Integrada de Desenvolvimento da Grande Teresina                                 ","PI ",92216702,8729.34
2206506,"Monsenhor Hipólito                                                                                                              ","PI ",66696975,8607.17
2206605,"Monte Alegre do Piauí                                                                                                           ","PI ",169006763,15924.5
2206654,"Morro Cabeça no Tempo                                                                                                           ","PI ",33366681,7362.46
2206670,"Morro do Chapéu do Piauí                                                                                                        ","PI ",52392361,7709.29
2206696,"Murici dos Portelas                                                                                                             ","PI ",66625242,7274.29
2206704,"Nazaré do Piauí                                                                                                                 ","PI ",60186936,8200.97
2206720,"Nazária                                  Região Integrada de Desenvolvimento da Grande Teresina                                 ","PI ",84336656,9840.92
2206753,"Nossa Senhora de Nazaré                                                                                                         ","PI ",39844831,8181.69
2206803,"Nossa Senhora dos Remédios                                                                                                      ","PI ",71147304,8185.38
2206902,"Novo Oriente do Piauí                                                                                                           ","PI ",50110518,7632.98
2206951,"Novo Santo Antônio                                                                                                              ","PI ",25621868,8566.32
2207009,"Oeiras                                                                                                                          ","PI ",482301222,13024.96
2207108,"Olho D'Água do Piauí                                                                                                            ","PI ",23588046,9592.54
2207207,"Padre Marcos                                                                                                                    ","PI ",62669542,9124.86
2207306,"Paes Landim                                                                                                                     ","PI ",39703718,9615.82
2207355,"Pajeú do Piauí                                                                                                                  ","PI ",38752465,11434.78
2207405,"Palmeira do Piauí                                                                                                               ","PI ",88534361,17555.89
2207504,"Palmeirais                                                                                                                      ","PI ",115634278,7953.39
2207553,"Paquetá                                                                                                                         ","PI ",35493406,8997.06
2207603,"Parnaguá                                                                                                                        ","PI ",96321345,8926.08
2207702,"Parnaíba                                                                                                                        ","PI ",2627297086,17163.13
2207751,"Passagem Franca do Piauí                                                                                                        ","PI ",38291160,8878.08
2207777,"Patos do Piauí                                                                                                                  ","PI ",52649572,8236.79
2207793,"Pau D'Arco do Piauí                                                                                                             ","PI ",29490745,7290.67
